Hour	Heat source [kW]
4353	0.03054558
4354	0.02629516
4355	0.02694085
4356	0.031545286
4357	0.02980749
4358	0.053944042
4359	0.070756468
4360	0.062297932
4361	0.069084911
4362	0.046150121
4363	0.022340867
4364	0.01527446
4365	0.008723492
4366	0.005125441
4367	0.004880524
4368	0.005488363
4369	0.005369801
4370	0.006773063
4371	0.008115653
4372	0.02061309
4373	0.028610737
4374	0.036798752
4375	0.028272307
4376	0.025137372
4377	0.024405961
4378	0.020780079
4379	0.021962359
4380	0.030712569
4381	0.028705364
4382	0.04967581
4383	0.070756468
4384	0.094528985
4385	0.066266698
4386	0.061445176
4387	0.026789447
4388	0.021381238
4389	0.013494917
4390	0.005766121
4391	0.006100655
4392	0.005488363
4393	0.005857965
4394	0.004515376
4395	0.008216959
4396	0.016903713
4397	0.03331982
4398	0.030704219
4399	0.037539625
4400	0.020109897
4401	0.017166442
4402	0.025569316
4403	0.02624395
4404	0.020729982
4405	0.030432028
4406	0.036027264
4407	0.053324514
4408	0.053037293
4409	0.057659542
4410	0.041090362
4411	0.022370925
4412	0.009956982
4413	0.0072128
4414	0.005125441
4415	0.006710721
4416	0.006586036
4417	0.004393474
4418	0.004515376
4419	0.007469963
4420	0.010246429
4421	0.010019324
4422	0.012401697
4423	0.009872374
4424	0.009564002
4425	0.007870179
4426	0.006510334
4427	0.00696844
4428	0.007230612
4429	0.007552344
4430	0.014444526
4431	0.02254348
4432	0.024776676
4433	0.026456583
4434	0.01423245
4435	0.006465804
4436	0.005735507
4437	0.007868509
4438	0.007047481
4439	0.004880524
4440	0.0060372
4441	0.004393474
4442	0.006208641
4443	0.007469963
4444	0.008877121
4445	0.016070996
4446	0.024903587
4447	0.027469648
4448	0.016005871
4449	0.012517476
4450	0.018736137
4451	0.018849689
4452	0.019056755
4453	0.019237103
4454	0.023595509
4455	0.038390711
4456	0.050936575
4457	0.029474626
4458	0.023017728
4459	0.009698706
4460	0.007886322
4461	0.005901382
4462	0.007047481
4463	0.006100655
4464	0.004939527
4465	0.005857965
4466	0.005079797
4467	0.008963956
4468	0.007684822
4469	0.010019324
4470	0.017260513
4471	0.034876155
4472	0.026531171
4473	0.020085406
4474	0.016391058
4475	0.013160383
4476	0.014756238
4477	0.016787935
4478	0.025262056
4479	0.036557175
4480	0.052320912
4481	0.039437174
4482	0.026807259
4483	0.019417451
4484	0.01369085
4485	0.005815661
4486	0.006406801
4487	0.006100655
4488	0.004390691
4489	0.00390531
4490	0.006501428
4491	0.011626869
4492	0.020208977
4493	0.026355833
4494	0.025711813
4495	0.026820618
4496	0.02254348
4497	0.019207601
4498	0.017881154
4499	0.013160383
4500	0.01437773
4501	0.019163628
4502	0.025397874
4503	0.037472273
4504	0.042486945
4505	0.037051461
4506	0.02788378
4507	0.015229373
4508	0.007886322
4509	0.0072128
4510	0.005766121
4511	0.00549059
4512	0.017834397
4513	0.02238985
4514	0.032157578
4515	0.026522265
4516	0.039278535
4517	0.039609172
4518	0.026762729
4519	0.034126932
4520	0.026531171
4521	0.01571531
4522	0.018308645
4523	0.012509126
4524	0.017253277
4525	0.018019755
4526	0.018471181
4527	0.026678121
4528	0.044110075
4529	0.046088892
4530	0.037592505
4531	0.040325554
4532	0.026246177
4533	0.033137245
4534	0.028929129
4535	0.02100941
4536	0.010317678
4537	0.013392497
4538	0.012958326
4539	0.015737019
4540	0.038080112
4541	0.033108301
4542	0.043313539
4543	0.029723996
4544	0.021065629
4545	0.016371576
4546	0.014693339
4547	0.012834754
4548	0.015399145
4549	0.014338766
4550	0.020922019
4551	0.025421252
4552	0.04300127
4553	0.035763978
4554	0.029445124
4555	0.02635305
4556	0.015385229
4557	0.031861451
4558	0.031759588
4559	0.028394765
4560	0.013773231
4561	0.010228617
4562	0.014968871
4563	0.01423746
4564	0.018870841
4565	0.015897328
4566	0.022413229
4567	0.031514115
4568	0.021862166
4569	0.013464859
4570	0.012051021
4571	0.014501302
4572	0.01409385
4573	0.01596969
4574	0.016841371
4575	0.026120379
4576	0.028388086
4577	0.028484939
4578	0.011896278
4579	0.006465804
4580	0.006452445
4581	0.005245673
4582	0.006406801
4583	0.007320786
4584	0.004390691
4585	0.005369801
4586	0.004515376
4587	0.008216959
4588	0.011850634
4589	0.01987166
4590	0.024246765
4591	0.023635586
4592	0.016005871
4593	0.012774639
4594	0.012769629
4595	0.014984456
4596	0.019965174
4597	0.02071384
4598	0.024102041
4599	0.04433885
4600	0.048109456
4601	0.036719154
4602	0.009280121
4603	0.009698706
4604	0.007886322
4605	0.007868509
4606	0.005766121
4607	0.004880524
4608	0.005488363
4609	0.005369801
4610	0.005644219
4611	0.007469963
4612	0.007684822
4613	0.010019324
4614	0.011744875
4615	0.012340468
4616	0.009128718
4617	0.007544551
4618	0.00895171
4619	0.008828138
4620	0.008536464
4621	0.010700638
4622	0.017566659
4623	0.030345194
4624	0.032084103
4625	0.011471013
4626	0.010904921
4627	0.008082255
4628	0.005735507
4629	0.006557091
4630	0.005125441
4631	0.004880524
4632	0.004939527
4633	0.00390531
4634	0.005644219
4635	0.008963956
4636	0.008538691
4637	0.012245841
4638	0.0093959
4639	0.008906066
4640	0.004880524
4641	0.00366262
4642	0.004635607
4643	0.004928951
4644	0.006100655
4645	0.009028524
4646	0.012919362
4647	0.018991629
4648	0.031754579
4649	0.011744875
4650	0.007930852
4651	0.006465804
4652	0.006452445
4653	0.007868509
4654	0.005125441
4655	0.00549059
4656	0.004939527
4657	0.005369801
4658	0.006773063
4659	0.007469963
4660	0.010246429
4661	0.011132583
4662	0.0093959
4663	0.012245841
4664	0.006534826
4665	0.005115422
4666	0.004515376
4667	0.008516982
4668	0.010433456
4669	0.012295937
4670	0.013995883
4671	0.021490337
4672	0.032774323
4673	0.026242837
4674	0.008922208
4675	0.006465804
4676	0.006452445
4677	0.005245673
4678	0.007047481
4679	0.007320786
4680	0.005488363
4681	0.00390531
4682	0.005079797
4683	0.007469963
4684	0.006830953
4685	0.011132583
4686	0.012401697
4687	0.018442236
4688	0.010164605
4689	0.008195807
4690	0.0086066
4691	0.007930852
4692	0.007587968
4693	0.009511679
4694	0.012775752
4695	0.018991629
4696	0.026219459
4697	0.029050474
4698	0.022009116
4699	0.006465804
4700	0.00860326
4701	0.006557091
4702	0.007047481
4703	0.006100655
4704	0.005488363
4705	0.005857965
4706	0.004515376
4707	0.008963956
4708	0.006830953
4709	0.010019324
4710	0.014372164
4711	0.01536853
4712	0.008215846
4713	0.008419016
4714	0.008483028
4715	0.006194169
4716	0.006385649
4717	0.009931377
4718	0.008300454
4719	0.022730507
4720	0.031872584
4721	0.029670559
4722	0.008922208
4723	0.007274029
4724	0.007169383
4725	0.007868509
4726	0.007047481
4727	0.006710721
4728	0.004939527
4729	0.005857965
4730	0.005644219
4731	0.008216959
4732	0.008538691
4733	0.011132583
4734	0.0093959
4735	0.011106421
4736	0.01004159
4737	0.006237029
4738	0.007776109
4739	0.00696844
4740	0.006843199
4741	0.005918081
4742	0.013058519
4743	0.017664625
4744	0.018284154
4745	0.025293784
4746	0.014988909
4747	0.007274029
4748	0.007169383
4749	0.0072128
4750	0.02402634
4751	0.02960432
4752	0.027162388
4753	0.026831751
4754	0.026865148
4755	0.030115862
4756	0.05159952
4757	0.038487565
4758	0.039395983
4759	0.046233616
4760	0.02564947
4761	0.03054558
4762	0.019611158
4763	0.031019828
4764	0.024452161
4765	0.024206688
4766	0.039871345
4767	0.050757897
4768	0.064399207
4769	0.065398356
4770	0.057104582
4771	0.051677448
4772	0.036310031
4773	0.031549739
4774	0.021080658
4775	0.018457822
4776	0.013831677
4777	0.010713997
4778	0.016197908
4779	0.026946973
4780	0.031750126
4781	0.035797933
4782	0.047931334
4783	0.035535204
4784	0.029467946
4785	0.020619769
4786	0.022732734
4787	0.024056954
4788	0.022654806
4789	0.025766362
4790	0.03826213
4791	0.054904227
4792	0.050751218
4793	0.062901318
4794	0.050765133
4795	0.03504537
4796	0.044793059
4797	0.025008234
4798	0.016782925
4799	0.011956394
4800	0.009551756
4801	0.009134284
4802	0.0119653
4803	0.024163271
4804	0.036315041
4805	0.046762413
4806	0.043138201
4807	0.035049823
4808	0.026130398
4809	0.026800023
4810	0.02045946
4811	0.021869959
4812	0.018725004
4813	0.020288019
4814	0.039910309
4815	0.039930347
4816	0.060341381
4817	0.058082023
4818	0.046356074
4819	0.053422481
4820	0.043552333
4821	0.027981746
4822	0.013840027
4823	0.016685515
4824	0.01536853
4825	0.01765071
4826	0.028374727
4827	0.028680316
4828	0.038549907
4829	0.042566543
4830	0.048834187
4831	0.037154994
4832	0.024181639
4833	0.020294141
4834	0.02727928
4835	0.018074861
4836	0.020048668
4837	0.021686271
4838	0.027664468
4839	0.034747017
4840	0.061847619
4841	0.059788648
4842	0.050323726
4843	0.037325323
4844	0.023415161
4845	0.030151487
4846	0.025018253
4847	0.022452749
4848	0.023016058
4849	0.026167135
4850	0.032843345
4851	0.047060766
4852	0.036519324
4853	0.054396025
4854	0.04413401
4855	0.064168206
4856	0.033611493
4857	0.046235842
4858	0.034877268
4859	0.03663065
4860	0.046852587
4861	0.046996197
4862	0.074082884
4863	0.071627036
4864	0.088989412
4865	0.081401444
4866	0.086594794
4867	0.064257267
4868	0.072016677
4869	0.060828431
4870	0.054059821
4871	0.045883496
4872	0.058439379
4873	0.053532693
4874	0.061906065
4875	0.045006805
4876	0.066249999
4877	0.078705132
4878	0.07962691
4879	0.06257068
4880	0.038980181
4881	0.042314946
4882	0.029752384
4883	0.02589884
4884	0.035268022
4885	0.037778419
4886	0.052113846
4887	0.055942897
4888	0.074954565
4889	0.072104068
4890	0.083204366
4891	0.070797659
4892	0.046151234
4893	0.061859308
4894	0.037258527
4895	0.050354898
4896	0.053256049
4897	0.039421032
4898	0.042517003
4899	0.062119811
4900	0.050627646
4901	0.073862459
4902	0.074096243
4903	0.071451142
4904	0.039370935
4905	0.03998267
4906	0.030432028
4907	0.039977104
4908	0.042971769
4909	0.057377331
4910	0.076527599
4911	0.076235926
4912	0.091874978
4913	0.080016551
4914	0.080694525
4915	0.055857733
4916	0.041740505
4917	0.046429549
4918	0.030273388
4919	0.028866787
4920	0.021183078
4921	0.025188581
4922	0.034691911
4923	0.056729414
4924	0.064324062
4925	0.060884094
4926	0.074096243
4927	0.055913396
4928	0.033138915
4929	0.032288943
4930	0.022732734
4931	0.018608112
4932	0.014633223
4933	0.013270595
4934	0.015745368
4935	0.027963378
4936	0.029109477
4937	0.037979919
4938	0.02105561
4939	0.009766058
4940	0.007886322
4941	0.0072128
4942	0.005766121
4943	0.004880524
4944	0.0060372
4945	0.00390531
4946	0.004515376
4947	0.008216959
4948	0.013425895
4949	0.021117953
4950	0.026671441
4951	0.021456383
4952	0.012495211
4953	0.014015365
4954	0.008785834
4955	0.007641405
4956	0.007524513
4957	0.008622185
4958	0.009110906
4959	0.018218471
4960	0.032836666
4961	0.022126008
4962	0.012440661
4963	0.00889048
4964	0.00860326
4965	0.007868509
4966	0.007688162
4967	0.00549059
4968	0.0060372
4969	0.005857965
4970	0.005644219
4971	0.008963956
4972	0.010069421
4973	0.019642329
4974	0.020294698
4975	0.01601088
4976	0.014067131
4977	0.012236935
4978	0.011902957
4979	0.009312962
4980	0.005467768
4981	0.003958746
4982	0.009735443
4983	0.016078789
4984	0.020448328
4985	0.023029417
4986	0.039195597
4987	0.034214879
4988	0.036915087
4989	0.040431313
4990	0.029046021
4991	0.028905751
4992	0.028830606
4993	0.027928867
4994	0.024879096
4995	0.031867018
4996	0.026976474
4997	0.043400373
4998	0.052724468
4999	0.057657872
5000	0.029637161
5001	0.025198601
5002	0.028076373
5003	0.023921137
5004	0.031545286
5005	0.03974332
5006	0.047771025
5007	0.050880356
5008	0.067347672
5009	0.063397831
5010	0.073113236
5011	0.066828893
5012	0.083363562
5013	0.073686564
5014	0.074482544
5015	0.086934338
5016	0.05624626
5017	0.055961266
5018	0.059643925
5019	0.063495798
5020	0.075675957
5021	0.106138042
5022	0.079262875
5023	0.102678036
5024	0.055336728
5025	0.04611895
5026	0.050859204
5027	0.04038901
5028	0.041903041
5029	0.057611115
5030	0.087508779
5031	0.101779636
5032	0.1583788
5033	0.100095277
5034	0.127699628
5035	0.115435975
5036	0.090000807
5037	0.067257498
5038	0.054169477
5039	0.059655614
5040	0.06035975
5041	0.042824819
5042	0.066305105
5043	0.075517874
5044	0.065147873
5045	0.096552332
5046	0.092016361
5047	0.100115872
5048	0.048840866
5049	0.046775216
5050	0.040972357
5051	0.042704587
5052	0.066915727
5053	0.05441996
5054	0.069293647
5055	0.123052332
5056	0.168117583
5057	0.112607186
5058	0.118429527
5059	0.071244076
5060	0.080877656
5061	0.05209158
5062	0.057466391
5063	0.046469626
5064	0.039948159
5065	0.042824819
5066	0.049713661
5067	0.070280551
5068	0.071506805
5069	0.116624935
5070	0.118314861
5071	0.074263232
5072	0.060787241
5073	0.067597042
5074	0.067009241
5075	0.050978322
5076	0.059147411
5077	0.052946563
5078	0.082587064
5079	0.144612248
5080	0.141507927
5081	0.171951644
5082	0.118132844
5083	0.106580563
5084	0.128046965
5085	0.110700175
5086	0.08417791
5087	0.070389093
5088	0.056609183
5089	0.068919592
5090	0.065426188
5091	0.107574146
5092	0.088796262
5093	0.094121533
5094	0.095844857
5095	0.091170842
5096	0.066242763
5097	0.065558109
5098	0.050577549
5099	0.055557153
5100	0.051539404
5101	0.055522086
5102	0.062409258
5103	0.134238907
5104	0.172445931
5105	0.149050252
5106	0.09826508
5107	0.080769113
5108	0.073296924
5109	0.088121071
5110	0.068261657
5111	0.078973428
5112	0.067836392
5113	0.066906821
5114	0.064309033
5115	0.092254042
5116	0.105614254
5117	0.104579481
5118	0.103861429
5119	0.081366933
5120	0.062353595
5121	0.046444578
5122	0.046093902
5123	0.055130776
5124	0.056373728
5125	0.055568286
5126	0.054678793
5127	0.123865567
5128	0.158075437
5129	0.09801571
5130	0.091586644
5131	0.0839881
5132	0.065117259
5133	0.039320838
5134	0.026366409
5135	0.026566238
5136	0.019205931
5137	0.027442929
5138	0.030837254
5139	0.06075607
5140	0.055075113
5141	0.070526024
5142	0.064662493
5143	0.061674508
5144	0.060494454
5145	0.03692455
5146	0.054625356
5147	0.035170055
5148	0.057437447
5149	0.065212442
5150	0.085678582
5151	0.094842924
5152	0.123653491
5153	0.107151664
5154	0.109159425
5155	0.062988152
5156	0.060705973
5157	0.039967085
5158	0.039549613
5159	0.016850277
5160	0.018938193
5161	0.017528808
5162	0.032958011
5163	0.042953957
5164	0.058973743
5165	0.055698537
5166	0.092257939
5167	0.060222819
5168	0.063395605
5169	0.043250083
5170	0.053342883
5171	0.048358826
5172	0.05140804
5173	0.062273441
5174	0.052643757
5175	0.087714175
5176	0.15080419
5177	0.100143147
5178	0.071974373
5179	0.053463115
5180	0.037102671
5181	0.037859687
5182	0.018658208
5183	0.0080021
5184	0.008755776
5185	0.012053247
5186	0.032101915
5187	0.044231977
5188	0.03969879
5189	0.058195576
5190	0.054389902
5191	0.062172134
5192	0.041580196
5193	0.037190619
5194	0.039669845
5195	0.026477734
5196	0.042087842
5197	0.02975962
5198	0.035152243
5199	0.062882393
5200	0.08418459
5201	0.080510281
5202	0.057945092
5203	0.054471727
5204	0.039369265
5205	0.017816585
5206	0.011892938
5207	0.007320786
5208	0.006586036
5209	0.004393474
5210	0.01794795
5211	0.022924214
5212	0.032136983
5213	0.032030667
5214	0.050550831
5215	0.047441501
5216	0.031971664
5217	0.0284649
5218	0.034967442
5219	0.026851789
5220	0.031310389
5221	0.035156696
5222	0.0367776
5223	0.072244895
5224	0.116170726
5225	0.071707191
5226	0.074143
5227	0.067289782
5228	0.058026917
5229	0.05071782
5230	0.022919204
5231	0.014272528
5232	0.008832034
5233	0.009864025
5234	0.021281045
5235	0.043422638
5236	0.055314463
5237	0.073060913
5238	0.057941753
5239	0.051027306
5240	0.0514509
5241	0.035658775
5242	0.035518505
5243	0.035979394
5244	0.03287229
5245	0.03752237
5246	0.050012014
5247	0.07978054
5248	0.076577696
5249	0.070546063
5250	0.08571198
5251	0.058885796
5252	0.051131952
5253	0.027753528
5254	0.014342663
5255	0.008048857
5256	0.004390691
5257	0.00390531
5258	0.013452613
5259	0.029837548
5260	0.04438505
5261	0.047435934
5262	0.039925894
5263	0.047441501
5264	0.031971664
5265	0.024139892
5266	0.024451604
5267	0.039282431
5268	0.040277684
5269	0.035156696
5270	0.040458032
5271	0.071546325
5272	0.106431943
5273	0.08530898
5274	0.074799822
5275	0.060146004
5276	0.043774428
5277	0.025814233
5278	0.014953842
5279	0.004880524
5280	0.004939527
5281	0.004881637
5282	0.016251344
5283	0.036359015
5284	0.05398412
5285	0.060149344
5286	0.041502268
5287	0.054181723
5288	0.031190157
5289	0.035775667
5290	0.035822424
5291	0.03884826
5292	0.038921735
5293	0.042682322
5294	0.042921672
5295	0.049152579
5296	0.101021508
5297	0.088127194
5298	0.068076299
5299	0.060146004
5300	0.053277757
5301	0.060997647
5302	0.033253581
5303	0.019030037
5304	0.01043123
5305	0.012179045
5306	0.018916484
5307	0.047060766
5308	0.043468839
5309	0.052812972
5310	0.039395983
5311	0.051070723
5312	0.029109477
5313	0.034900646
5314	0.023024407
5315	0.026842883
5316	0.026573475
5317	0.029243068
5318	0.03826213
5319	0.040509242
5320	0.084783523
5321	0.062756038
5322	0.062009598
5323	0.066032914
5324	0.063722903
5325	0.073855779
5326	0.065460142
5327	0.051148651
5328	0.06732986
5329	0.047687531
5330	0.07978054
5331	0.057849352
5332	0.092945932
5333	0.084412808
5334	0.068349604
5335	0.079514471
5336	0.049104709
5337	0.039581341
5338	0.042314946
5339	0.046368876
5340	0.051111913
5341	0.055413543
5342	0.053733636
5343	0.087374075
5344	0.126328094
5345	0.099361639
5346	0.126163332
5347	0.104946856
5348	0.075670947
5349	0.090995504
5350	0.086927658
5351	0.069194567
5352	0.0777032
5353	0.069586991
5354	0.07978054
5355	0.063347178
5356	0.074143
5357	0.077688728
5358	0.069784594
5359	0.086707233
5360	0.040188623
5361	0.046381122
5362	0.040533733
5363	0.040338913
5364	0.049308435
5365	0.036292219
5366	0.051444221
5367	0.076041662
5368	0.100113089
5369	0.106076813
5370	0.078039404
5371	0.070861671
5372	0.057350613
5373	0.055829902
5374	0.048615988
5375	0.037687688
5376	0.051031759
5377	0.054752268
5378	0.050898168
5379	0.072477009
5380	0.063151801
5381	0.065080521
5382	0.073591937
5383	0.080810304
5384	0.040878843
5385	0.053209292
5386	0.040533733
5387	0.039977104
5388	0.033473449
5389	0.037271887
5390	0.063996764
5391	0.084490736
5392	0.130237857
5393	0.118982816
5394	0.075640332
5395	0.05571301
5396	0.049356862
5397	0.042977335
5398	0.035172838
5399	0.032417524
5400	0.038440808
5401	0.040885523
5402	0.03183028
5403	0.03781961
5404	0.061878234
5405	0.048707275
5406	0.052029238
5407	0.068827749
5408	0.046773546
5409	0.042382855
5410	0.040282693
5411	0.046235842
5412	0.034947403
5413	0.038990201
5414	0.067984455
5415	0.091353973
5416	0.118392789
5417	0.114828136
5418	0.075660928
5419	0.070797659
5420	0.064704797
5421	0.044719584
5422	0.037098218
5423	0.023614434
5424	0.020688791
5425	0.024096475
5426	0.045514451
5427	0.040901108
5428	0.051223796
5429	0.076287136
5430	0.078838723
5431	0.075084817
5432	0.05249458
5433	0.043183288
5434	0.031034857
5435	0.030438707
5436	0.041179423
5437	0.044060535
5438	0.053091286
5439	0.06761541
5440	0.099514156
5441	0.083005092
5442	0.099872625
5443	0.063717893
5444	0.061798636
5445	0.033539688
5446	0.023097882
5447	0.034716959
5448	0.033998907
5449	0.024825659
5450	0.044766341
5451	0.055186438
5452	0.059548184
5453	0.041177197
5454	0.050410561
5455	0.040230927
5456	0.024797828
5457	0.01819064
5458	0.014770711
5459	0.015754831
5460	0.025829818
5461	0.02847492
5462	0.025386741
5463	0.050942698
5464	0.072758663
5465	0.073288018
5466	0.057460825
5467	0.054429979
5468	0.05056252
5469	0.039525121
5470	0.043166589
5471	0.049468744
5472	0.030071332
5473	0.032245525
5474	0.049983069
5475	0.054120494
5476	0.05625294
5477	0.066972504
5478	0.046765753
5479	0.038923962
5480	0.035745609
5481	0.029598197
5482	0.033264157
5483	0.026211666
5484	0.028643022
5485	0.033731169
5486	0.032678026
5487	0.065947193
5488	0.066833903
5489	0.080510281
5490	0.052421105
5491	0.061284311
5492	0.039706582
5493	0.05368688
5494	0.050477356
5495	0.052504043
5496	0.048818045
5497	0.050856977
5498	0.045307385
5499	0.070596159
5500	0.064201604
5501	0.07231169
5502	0.072935115
5503	0.07948163
5504	0.045212201
5505	0.049288396
5506	0.03455665
5507	0.040392906
5508	0.041476663
5509	0.035683824
5510	0.040437993
5511	0.066317908
5512	0.076004368
5513	0.075220077
5514	0.069740064
5515	0.04774542
5516	0.053843849
5517	0.034822162
5518	0.039549613
5519	0.025393978
5520	0.023830963
5521	0.03346176
5522	0.033574756
5523	0.040856578
5524	0.063539215
5525	0.08250023
5526	0.089098512
5527	0.051508233
5528	0.038980181
5529	0.039584681
5530	0.041807301
5531	0.028214417
5532	0.04389132
5533	0.044060535
5534	0.061879347
5535	0.062404805
5536	0.119384703
5537	0.092353122
5538	0.100820008
5539	0.07873519
5540	0.072016677
5541	0.069529101
5542	0.083430914
5543	0.061598806
5544	0.061052753
5545	0.069586991
5546	0.074497573
5547	0.063923289
5548	0.057194756
5549	0.076347251
5550	0.092257939
5551	0.085979162
5552	0.0587266
5553	0.039620861
5554	0.041452171
5555	0.031402789
5556	0.041886899
5557	0.037888075
5558	0.064317383
5559	0.094475549
5560	0.096866828
5561	0.088460615
5562	0.091549906
5563	0.070797659
5564	0.065117259
5565	0.052974394
5566	0.038892791
5567	0.039921441
5568	0.034942394
5569	0.041975403
5570	0.041764997
5571	0.062036317
5572	0.069506279
5573	0.088414971
5574	0.063611577
5575	0.066663574
5576	0.042263737
5577	0.032858931
5578	0.033281969
5579	0.048840866
5580	0.040338913
5581	0.053944042
5582	0.063433456
5583	0.078636667
5584	0.115745461
5585	0.095469132
5586	0.094181649
5587	0.07251319
5588	0.069075449
5589	0.081540601
5590	0.087925137
5591	0.060035791
5592	0.08511082
5593	0.056446647
5594	0.074554906
5595	0.096018525
5596	0.101696142
5597	0.105329817
5598	0.076893305
5599	0.095417365
5600	0.066514955
5601	0.040563235
5602	0.03840407
5603	0.033143925
5604	0.046442351
5605	0.045771613
5606	0.057666778
5607	0.099658879
5608	0.132402031
5609	0.124179506
5610	0.095022159
5611	0.065526381
5612	0.079218345
5613	0.061546483
5614	0.061712915
5615	0.056079828
5616	0.048087191
5617	0.045988699
5618	0.070095193
5619	0.051169803
5620	0.063539215
5621	0.057821521
5622	0.050452864
5623	0.057946762
5624	0.044608258
5625	0.033080469
5626	0.029495778
5627	0.026200533
5628	0.023841539
5629	0.029436775
5630	0.035152243
5631	0.076320533
5632	0.07251987
5633	0.063532536
5634	0.077623045
5635	0.044570408
5636	0.056562426
5637	0.038635628
5638	0.037098218
5639	0.026566238
5640	0.0210506
5641	0.019473113
5642	0.027375577
5643	0.024637519
5644	0.029083872
5645	0.036651802
5646	0.03010807
5647	0.028535036
5648	0.026224468
5649	0.023205868
5650	0.015340699
5651	0.015770417
5652	0.020412703
5653	0.027980633
5654	0.031975004
5655	0.034168123
5656	0.063831445
5657	0.040167471
5658	0.029501344
5659	0.023957318
5660	0.013916842
5661	0.005245673
5662	0.005766121
5663	0.004880524
5664	0.005488363
5665	0.005369801
5666	0.005079797
5667	0.01898328
5668	0.022454419
5669	0.035949336
5670	0.026762729
5671	0.039535697
5672	0.02149479
5673	0.019490926
5674	0.020181146
5675	0.032763191
5676	0.029801924
5677	0.027145689
5678	0.035152243
5679	0.050305914
5680	0.074954565
5681	0.079247289
5682	0.065801913
5683	0.080194672
5684	0.048564778
5685	0.062986482
5686	0.056471695
5687	0.040027201
5688	0.036971307
5689	0.033945471
5690	0.044452402
5691	0.049179297
5692	0.042872689
5693	0.064183792
5694	0.052020332
5695	0.044876554
5696	0.035524071
5697	0.026506123
5698	0.033229089
5699	0.034416936
5700	0.033191795
5701	0.031393883
5702	0.040032767
5703	0.075846285
5704	0.110457485
5705	0.103354897
5706	0.060512266
5707	0.069714459
5708	0.043361409
5709	0.032267791
5710	0.037913123
5711	0.025172996
5712	0.024638632
5713	0.034677995
5714	0.044758548
5715	0.051789888
5716	0.075452192
5717	0.056237354
5718	0.078783617
5719	0.074154689
5720	0.054050915
5721	0.030823895
5722	0.037327549
5723	0.038168059
5724	0.036305022
5725	0.043728784
5726	0.049154805
5727	0.06529037
5728	0.126328094
5729	0.131446856
5730	0.105448936
5731	0.05981314
5732	0.055429129
5733	0.035468408
5734	0.025985118
5735	0.016850277
5736	0.02165677
5737	0.020810137
5738	0.036687426
5739	0.05827239
5740	0.068298394
5741	0.071405498
5742	0.052559149
5743	0.056859666
5744	0.03638128
5745	0.033694988
5746	0.045220551
5747	0.038168059
5748	0.048854225
5749	0.044547029
5750	0.060078095
5751	0.071502908
5752	0.100113089
5753	0.132482186
5754	0.093104571
5755	0.074766425
5756	0.051016173
5757	0.028434842
5758	0.0105715
5759	0.007830102
5760	0.011034616
5761	0.017041757
5762	0.025754673
5763	0.030581204
5764	0.016373802
5765	0.03514111
5766	0.032556125
5767	0.056845193
5768	0.036223197
5769	0.01745589
5770	0.020239035
5771	0.019274954
5772	0.023784763
5773	0.026495547
5774	0.034337338
5775	0.065085531
5776	0.058686522
5777	0.058552931
5778	0.054447235
5779	0.084857554
5780	0.079218345
5781	0.057320555
5782	0.054169477
5783	0.052284174
5784	0.040442446
5785	0.049272811
5786	0.046985621
5787	0.063298751
5788	0.052421105
5789	0.071638169
5790	0.066232744
5791	0.068621239
5792	0.048070492
5793	0.032569484
5794	0.035518505
5795	0.044770794
5796	0.048922134
5797	0.038251554
5798	0.050203494
5799	0.092417134
5800	0.091874978
5801	0.113831214
5802	0.073323642
5803	0.095430725
5804	0.072581099
5805	0.049406402
5806	0.036400205
5807	0.047905729
5808	0.033269723
5809	0.030118089
5810	0.040356169
5811	0.034738111
5812	0.036519324
5813	0.054833536
5814	0.054898105
5815	0.043205553
5816	0.024963147
5817	0.021096244
5818	0.01853575
5819	0.017398557
5820	0.019326163
5821	0.020942614
5822	0.029015963
5823	0.052078221
5824	0.090193958
5825	0.074330027
5826	0.039403776
5827	0.041132666
5828	0.029790791
5829	0.025863216
5830	0.014926567
5831	0.011644681
5832	0.008344984
5833	0.038936208
5834	0.046429549
5835	0.043982607
5836	0.053608395
5837	0.056609183
5838	0.061090047
5839	0.063177406
5840	0.048070492
5841	0.040344479
5842	0.031002016
5843	0.030245
5844	0.037327549
5845	0.05100504
5846	0.058400415
5847	0.070856662
5848	0.101317634
5849	0.107163353
5850	0.098964763
5851	0.082243067
5852	0.067491282
5853	0.044663921
5854	0.060867395
5855	0.066641866
5856	0.041925306
5857	0.063509157
5858	0.071087106
5859	0.080246995
5860	0.098516676
5861	0.07290951
5862	0.101940502
5863	0.086171756
5864	0.050573096
5865	0.047426472
5866	0.051215446
5867	0.061886027
5868	0.048152873
5869	0.047393631
5870	0.065631584
5871	0.114333293
5872	0.12040723
5873	0.10148017
5874	0.102963587
5875	0.094610253
5876	0.078801986
5877	0.052661569
5878	0.058145479
5879	0.05358112
5880	0.04938525
5881	0.057176944
5882	0.073817929
5883	0.088016981
5884	0.104080741
5885	0.075060325
5886	0.111996007
5887	0.106311711
5888	0.055336728
5889	0.041577969
5890	0.055553257
5891	0.061451856
5892	0.057616681
5893	0.051484298
5894	0.081894061
5895	0.088339269
5896	0.148213638
5897	0.113249536
5898	0.100286757
5899	0.082675011
5900	0.069075449
5901	0.089278859
5902	0.072195355
5903	0.051713073
5904	0.0493307
5905	0.068246071
5906	0.068971915
