Hour	Mass flow rate [kg/h]	Temperature [C]
2883	0.00597597	80
2884	0.019791505	80
2885	0.035910928	80
2886	0.03543835	80
2887	0.035535204	80
2888	0.039516215	80
2889	0.031854772	80
2890	0.028134263	80
2891	0.018074861	80
2892	0.024920286	80
2893	0.02847492	80
2894	0.033786275	80
2895	0.040382887	80
2896	0.047144261	80
2897	0.039859099	80
2898	0.040017181	80
2899	0.037993278	80
2900	0.02986204	80
2901	0.021967369	80
2902	0.018276917	80
2903	0.021062846	80
2904	0.025728512	80
2905	0.029020973	80
2906	0.027858175	80
2907	0.041319694	80
2908	0.04438505	80
2909	0.050124453	80
2910	0.049907368	80
2911	0.050856977	80
2912	0.037953201	80
2913	0.026178268	80
2914	0.022062552	80
2915	0.019522097	80
2916	0.026417619	80
2917	0.034352923	80
2918	0.035802386	80
2919	0.037049235	80
2920	0.05442163	80
2921	0.047324609	80
2922	0.025734635	80
2923	0.010134547	80
2924	0.014517444	80
2925	0.009244497	80
2926	0.008393967	80
2927	0.009351369	80
2928	0.005488363	80
2929	0.004881637	80
2930	0.005079797	80
2931	0.008216959	80
2932	0.008538691	80
2933	0.009444883	80
2934	0.017291127	80
2935	0.022075911	80
2936	0.007302974	80
2937	0.009106453	80
2938	0.009563445	80
2939	0.010637183	80
2940	0.010993425	80
2941	0.011066344	80
2942	0.014401109	80
2943	0.033510744	80
2944	0.049074651	80
2945	0.028089732	80
2946	0.020299151	80
2947	0.0115623	80
2948	0.005735507	80
2949	0.0072128	80
2950	0.007688162	80
2951	0.007320786	80
2952	0.0060372	80
2953	0.005857965	80
2954	0.006208641	80
2955	0.008963956	80
2956	0.00939256	80
2957	0.013359099	80
2958	0.011744875	80
2959	0.016992774	80
2960	0.01004159	80
2961	0.007881868	80
2962	0.005655352	80
2963	0.004480864	80
2964	0.002104058	80
2965	0.002615044	80
2966	0.0043033	80
2967	0.008616619	80
2968	0.02742623	80
2969	0.026926934	80
2970	0.015813834	80
2971	0.006465804	80
2972	0.005735507	80
2973	0.005901382	80
2974	0.005766121	80
2975	0.00549059	80
2976	0.006586036	80
2977	0.00390531	80
2978	0.004515376	80
2979	0.00597597	80
2980	0.010246429	80
2981	0.010019324	80
2982	0.010570387	80
2983	0.012245841	80
2984	0.007320786	80
2985	0.003296358	80
2986	0.002925643	80
2987	0.001097116	80
2988	0.000502079	80
2989	0.000456436	80
2990	0.001462821	80
2991	0.00381291	80
2992	0.012245841	80
2993	0.011744875	80
2994	0.007930852	80
2995	0.007274029	80
2996	0.006452445	80
2997	0.005245673	80
2998	0.005766121	80
2999	0.006100655	80
3000	0.0060372	80
3001	0.004393474	80
3002	0.006208641	80
3003	0.007469963	80
3004	0.008538691	80
3005	0.012245841	80
3006	0.011744875	80
3007	0.011132583	80
3008	0.006100655	80
3009	0.004395144	80
3010	0.002681839	80
3011	0.00134092	80
3012	0.000365149	80
3013	0.003717169	80
3014	0.006306608	80
3015	0.011327403	80
3016	0.008906066	80
3017	0.012919362	80
3018	0.011896278	80
3019	0.008082255	80
3020	0.007169383	80
3021	0.007868509	80
3022	0.005125441	80
3023	0.004880524	80
3024	0.006586036	80
3025	0.00390531	80
3026	0.006208641	80
3027	0.008963956	80
3028	0.008538691	80
3029	0.011132583	80
3030	0.016538008	80
3031	0.016576415	80
3032	0.012842547	80
3033	0.013100267	80
3034	0.012128392	80
3035	0.014137267	80
3036	0.020866913	80
3037	0.025041631	80
3038	0.035027558	80
3039	0.046191312	80
3040	0.056888054	80
3041	0.030859519	80
3042	0.030135901	80
3043	0.012815829	80
3044	0.013197677	80
3045	0.006557091	80
3046	0.007688162	80
3047	0.004880524	80
3048	0.0060372	80
3049	0.00390531	80
3050	0.005644219	80
3051	0.007469963	80
3052	0.008538691	80
3053	0.012438991	80
3054	0.020156654	80
3055	0.020043102	80
3056	0.021246534	80
3057	0.015425306	80
3058	0.014200722	80
3059	0.017278881	80
3060	0.012704503	80
3061	0.017679098	80
3062	0.02763274	80
3063	0.040878843	80
3064	0.04300127	80
3065	0.029050474	80
3066	0.012714523	80
3067	0.009698706	80
3068	0.005735507	80
3069	0.006557091	80
3070	0.005766121	80
3071	0.006710721	80
3072	0.004390691	80
3073	0.004881637	80
3074	0.004515376	80
3075	0.007469963	80
3076	0.010246429	80
3077	0.010019324	80
3078	0.012343808	80
3079	0.015464827	80
3080	0.013850046	80
3081	0.01310305	80
3082	0.014033734	80
3083	0.012813603	80
3084	0.018301409	80
3085	0.016369349	80
3086	0.020096538	80
3087	0.028069137	80
3088	0.031273651	80
3089	0.040057259	80
3090	0.026659196	80
3091	0.018275248	80
3092	0.00860326	80
3093	0.005901382	80
3094	0.007047481	80
3095	0.013100267	80
3096	0.017163103	80
3097	0.020083179	80
3098	0.019607818	80
3099	0.026089207	80
3100	0.022737187	80
3101	0.036757561	80
3102	0.036991345	80
3103	0.025268736	80
3104	0.014574777	80
3105	0.012774639	80
3106	0.012763506	80
3107	0.00908864	80
3108	0.01022973	80
3109	0.012168469	80
3110	0.018123844	80
3111	0.017694127	80
3112	0.023815934	80
3113	0.01493102	80
3114	0.010904921	80
3115	0.009698706	80
3116	0.007169383	80
3117	0.005245673	80
3118	0.007047481	80
3119	0.004880524	80
3120	0.0060372	80
3121	0.004393474	80
3122	0.006773063	80
3123	0.008216959	80
3124	0.00939256	80
3125	0.012245841	80
3126	0.011744875	80
3127	0.013359099	80
3128	0.006710721	80
3129	0.00366262	80
3130	0.002194232	80
3131	0.001097116	80
3132	0.000456436	80
3133	0.000456436	80
3134	0.002744182	80
3135	0.003050328	80
3136	0.010019324	80
3137	0.01409385	80
3138	0.010904921	80
3139	0.008082255	80
3140	0.005735507	80
3141	0.006557091	80
3142	0.005125441	80
3143	0.006100655	80
3144	0.0060372	80
3145	0.004881637	80
3146	0.005079797	80
3147	0.006722967	80
3148	0.010246429	80
3149	0.013359099	80
3150	0.0093959	80
3151	0.013359099	80
3152	0.00549059	80
3153	0.003296358	80
3154	0.001950428	80
3155	0.001462821	80
3156	0.001768411	80
3157	0.006425727	80
3158	0.008614949	80
3159	0.01211726	80
3160	0.011132583	80
3161	0.010570387	80
3162	0.008922208	80
3163	0.009698706	80
3164	0.005735507	80
3165	0.005901382	80
3166	0.007047481	80
3167	0.006710721	80
3168	0.004390691	80
3169	0.004881637	80
3170	0.005644219	80
3171	0.008216959	80
3172	0.007684822	80
3173	0.013359099	80
3174	0.01409385	80
3175	0.011132583	80
3176	0.004880524	80
3177	0.004028882	80
3178	0.002681839	80
3179	0.001219018	80
3180	0.000547723	80
3181	0.000502079	80
3182	0.00134092	80
3183	0.0041942	80
3184	0.012245841	80
3185	0.011744875	80
3186	0.011896278	80
3187	0.008082255	80
3188	0.007169383	80
3189	0.0072128	80
3190	0.005766121	80
3191	0.00549059	80
3192	0.004939527	80
3193	0.00390531	80
3194	0.004515376	80
3195	0.007469963	80
3196	0.010246429	80
3197	0.010019324	80
3198	0.01409385	80
3199	0.012245841	80
3200	0.004880524	80
3201	0.004395144	80
3202	0.002194232	80
3203	0.000975214	80
3204	0.000547723	80
3205	0.000410792	80
3206	0.001462821	80
3207	0.003050328	80
3208	0.012245841	80
3209	0.01409385	80
3210	0.009913565	80
3211	0.007274029	80
3212	0.006452445	80
3213	0.0072128	80
3214	0.007047481	80
3215	0.006100655	80
3216	0.006586036	80
3217	0.005369801	80
3218	0.005079797	80
3219	0.007469963	80
3220	0.006830953	80
3221	0.010019324	80
3222	0.0093959	80
3223	0.012245841	80
3224	0.007320786	80
3225	0.004028882	80
3226	0.002438036	80
3227	0.001097116	80
3228	0.000410792	80
3229	0.000456436	80
3230	0.001097116	80
3231	0.00381291	80
3232	0.011132583	80
3233	0.011744875	80
3234	0.007930852	80
3235	0.007274029	80
3236	0.007169383	80
3237	0.0072128	80
3238	0.006406801	80
3239	0.006710721	80
3240	0.005488363	80
3241	0.005369801	80
3242	0.004515376	80
3243	0.008963956	80
3244	0.006830953	80
3245	0.012245841	80
3246	0.0093959	80
3247	0.013359099	80
3248	0.006100655	80
3249	0.004028882	80
3250	0.001950428	80
3251	0.001097116	80
3252	0.000365149	80
3253	0.000365149	80
3254	0.000975214	80
3255	0.003050328	80
3256	0.011132583	80
3257	0.011744875	80
3258	0.008922208	80
3259	0.007274029	80
3260	0.006452445	80
3261	0.007868509	80
3262	0.007047481	80
3263	0.007320786	80
3264	0.004390691	80
3265	0.005369801	80
3266	0.006208641	80
3267	0.007469963	80
3268	0.007684822	80
3269	0.008906066	80
3270	0.011744875	80
3271	0.008906066	80
3272	0.006100655	80
3273	0.003296358	80
3274	0.002194232	80
3275	0.000975214	80
3276	0.000365149	80
3277	0.000547723	80
3278	0.003842411	80
3279	0.007319116	80
3280	0.013359099	80
3281	0.010570387	80
3282	0.011896278	80
3283	0.00889048	80
3284	0.005735507	80
3285	0.005245673	80
3286	0.005766121	80
3287	0.006710721	80
3288	0.004939527	80
3289	0.005369801	80
3290	0.005644219	80
3291	0.00597597	80
3292	0.007684822	80
3293	0.011132583	80
3294	0.01409385	80
3295	0.012245841	80
3296	0.004880524	80
3297	0.003296358	80
3298	0.002194232	80
3299	0.001219018	80
3300	0.002161391	80
3301	0.002499265	80
3302	0.005045286	80
3303	0.003431619	80
3304	0.012245841	80
3305	0.010570387	80
3306	0.011896278	80
3307	0.00889048	80
3308	0.007169383	80
3309	0.0072128	80
3310	0.007688162	80
3311	0.004880524	80
3312	0.005488363	80
3313	0.005369801	80
3314	0.005644219	80
3315	0.008216959	80
3316	0.008538691	80
3317	0.012245841	80
3318	0.0093959	80
3319	0.013359099	80
3320	0.006267087	80
3321	0.005833473	80
3322	0.008559843	80
3323	0.009291253	80
3324	0.008733511	80
3325	0.010831446	80
3326	0.01532567	80
3327	0.020836298	80
3328	0.019851621	80
3329	0.011744875	80
3330	0.008922208	80
3331	0.006465804	80
3332	0.007169383	80
3333	0.007868509	80
3334	0.007047481	80
3335	0.004880524	80
3336	0.004390691	80
3337	0.00390531	80
3338	0.005644219	80
3339	0.00597597	80
3340	0.010246429	80
3341	0.008906066	80
3342	0.011744875	80
3343	0.010019324	80
3344	0.004880524	80
3345	0.00366262	80
3346	0.002194232	80
3347	0.001219018	80
3348	0.000456436	80
3349	0.000547723	80
3350	0.00134092	80
3351	0.004575491	80
3352	0.01107024	80
3353	0.0093959	80
3354	0.009913565	80
3355	0.009698706	80
3356	0.007886322	80
3357	0.006557091	80
3358	0.006406801	80
3359	0.007320786	80
3360	0.004939527	80
3361	0.004393474	80
3362	0.005644219	80
3363	0.007469963	80
3364	0.010525857	80
3365	0.012134515	80
3366	0.016538008	80
3367	0.01437773	80
3368	0.009997059	80
3369	0.006930033	80
3370	0.006000462	80
3371	0.006245379	80
3372	0.005057532	80
3373	0.005354772	80
3374	0.007080323	80
3375	0.013806629	80
3376	0.024148798	80
3377	0.02239653	80
3378	0.008922208	80
3379	0.006465804	80
3380	0.006452445	80
3381	0.0072128	80
3382	0.007688162	80
3383	0.004880524	80
3384	0.004390691	80
3385	0.005369801	80
3386	0.004515376	80
3387	0.00597597	80
3388	0.010246429	80
3389	0.015777096	80
3390	0.013078558	80
3391	0.016168963	80
3392	0.009725424	80
3393	0.007291842	80
3394	0.004759179	80
3395	0.00474248	80
3396	0.009124265	80
3397	0.008137361	80
3398	0.012366073	80
3399	0.027913838	80
3400	0.023815934	80
3401	0.02239653	80
3402	0.009913565	80
3403	0.007274029	80
3404	0.006452445	80
3405	0.0072128	80
3406	0.005125441	80
3407	0.007320786	80
3408	0.004390691	80
3409	0.005369801	80
3410	0.005644219	80
3411	0.008963956	80
3412	0.006830953	80
3413	0.013359099	80
3414	0.012919362	80
3415	0.010019324	80
3416	0.006100655	80
3417	0.004028882	80
3418	0.005287977	80
3419	0.000975214	80
3420	0.000365149	80
3421	0.000502079	80
3422	0.001097116	80
3423	0.0041942	80
3424	0.011132583	80
3425	0.010570387	80
3426	0.010904921	80
3427	0.009698706	80
3428	0.005735507	80
3429	0.0072128	80
3430	0.006406801	80
3431	0.00549059	80
3432	0.0060372	80
3433	0.004881637	80
3434	0.005644219	80
3435	0.006722967	80
3436	0.007684822	80
3437	0.011132583	80
3438	0.012919362	80
3439	0.011739308	80
3440	0.009773851	80
3441	0.014811345	80
3442	0.01244901	80
3443	0.015376323	80
3444	0.01409385	80
3445	0.012702277	80
3446	0.012775752	80
3447	0.029643841	80
3448	0.030313466	80
3449	0.023240379	80
3450	0.020299151	80
3451	0.015990842	80
3452	0.01478407	80
3453	0.011687542	80
3454	0.007302974	80
3455	0.004880524	80
3456	0.004390691	80
3457	0.004881637	80
3458	0.005644219	80
3459	0.008216959	80
3460	0.006830953	80
3461	0.010625493	80
3462	0.01882965	80
3463	0.018997752	80
3464	0.014756238	80
3465	0.017032851	80
3466	0.014372721	80
3467	0.014597042	80
3468	0.025382288	80
3469	0.028796095	80
3470	0.033138915	80
3471	0.066815534	80
3472	0.063019324	80
3473	0.088864727	80
3474	0.062158775	80
3475	0.051569462	80
3476	0.05184889	80
3477	0.043857922	80
3478	0.038401844	80
3479	0.042486945	80
3480	0.043144324	80
3481	0.038936208	80
3482	0.032457601	80
3483	0.037644828	80
3484	0.049214921	80
3485	0.037948748	80
3486	0.036238783	80
3487	0.034564442	80
3488	0.039554066	80
3489	0.036209838	80
3490	0.02629516	80
3491	0.028434842	80
3492	0.021436901	80
3493	0.035822424	80
3494	0.037327549	80
3495	0.050111651	80
3496	0.050751218	80
3497	0.054591959	80
3498	0.045267307	80
3499	0.0335113	80
3500	0.029790791	80
3501	0.020684895	80
3502	0.022064779	80
3503	0.022930894	80
3504	0.020977125	80
3505	0.013635187	80
3506	0.022416568	80
3507	0.0200136	80
3508	0.022737187	80
3509	0.030418669	80
3510	0.045487176	80
3511	0.038884998	80
3512	0.026521152	80
3513	0.027198013	80
3514	0.022703789	80
3515	0.030151487	80
3516	0.019931776	80
3517	0.024662567	80
3518	0.043570702	80
3519	0.049194882	80
3520	0.047144261	80
3521	0.038609466	80
3522	0.020299151	80
3523	0.008701783	80
3524	0.006452445	80
3525	0.006557091	80
3526	0.005125441	80
3527	0.007320786	80
3528	0.004390691	80
3529	0.005857965	80
3530	0.004515376	80
3531	0.007469963	80
3532	0.00939256	80
3533	0.014858658	80
3534	0.021499244	80
3535	0.027447939	80
3536	0.018034784	80
3537	0.019637876	80
3538	0.017901193	80
3539	0.023679003	80
3540	0.025666169	80
3541	0.024206688	80
3542	0.039359246	80
3543	0.041662577	80
3544	0.050602598	80
3545	0.044329944	80
3546	0.020175023	80
3547	0.00889048	80
3548	0.00860326	80
3549	0.005245673	80
3550	0.005125441	80
3551	0.007320786	80
3552	0.005488363	80
3553	0.004881637	80
3554	0.005644219	80
3555	0.008216959	80
3556	0.008538691	80
3557	0.008906066	80
3558	0.012343808	80
3559	0.018234057	80
3560	0.013552806	80
3561	0.013546127	80
3562	0.009355822	80
3563	0.015376323	80
3564	0.014756238	80
3565	0.013105276	80
3566	0.023595509	80
3567	0.033510744	80
3568	0.028388086	80
3569	0.026551209	80
3570	0.007930852	80
3571	0.009698706	80
3572	0.00860326	80
3573	0.005245673	80
3574	0.005766121	80
3575	0.006100655	80
3576	0.005488363	80
3577	0.005369801	80
3578	0.005644219	80
3579	0.00597597	80
3580	0.00939256	80
3581	0.011132583	80
3582	0.012919362	80
3583	0.008906066	80
3584	0.006100655	80
3585	0.00350899	80
3586	0.003945387	80
3587	0.004508696	80
3588	0.002161391	80
3589	0.002749191	80
3590	0.001790119	80
3591	0.0041942	80
3592	0.008906066	80
3593	0.017801	80
3594	0.010904921	80
3595	0.008082255	80
3596	0.007169383	80
3597	0.007868509	80
3598	0.006406801	80
3599	0.00549059	80
3600	0.0060372	80
3601	0.00390531	80
3602	0.006208641	80
3603	0.006722967	80
3604	0.00939256	80
3605	0.012245841	80
3606	0.0093959	80
3607	0.008906066	80
3608	0.006710721	80
3609	0.00366262	80
3610	0.002681839	80
3611	0.001219018	80
3612	0.000751449	80
3613	0.000410792	80
3614	0.00469628	80
3615	0.011327403	80
3616	0.018769534	80
3617	0.0093959	80
3618	0.009913565	80
3619	0.00889048	80
3620	0.007886322	80
3621	0.005245673	80
3622	0.006406801	80
3623	0.004880524	80
3624	0.004390691	80
3625	0.004881637	80
3626	0.004515376	80
3627	0.008216959	80
3628	0.008538691	80
3629	0.012245841	80
3630	0.011752667	80
3631	0.013553919	80
3632	0.007397601	80
3633	0.004273242	80
3634	0.003353134	80
3635	0.003199504	80
3636	0.001745032	80
3637	0.001883633	80
3638	0.002195345	80
3639	0.005437153	80
3640	0.011132583	80
3641	0.01409385	80
3642	0.010904921	80
3643	0.008082255	80
3644	0.006452445	80
3645	0.0072128	80
3646	0.006406801	80
3647	0.004880524	80
3648	0.005488363	80
3649	0.004881637	80
3650	0.004515376	80
3651	0.006722967	80
3652	0.010246429	80
3653	0.013821101	80
3654	0.017246597	80
3655	0.016905383	80
3656	0.012510796	80
3657	0.007881868	80
3658	0.006992375	80
3659	0.00696844	80
3660	0.006852105	80
3661	0.007895228	80
3662	0.017333431	80
3663	0.020289132	80
3664	0.02787376	80
3665	0.029670559	80
3666	0.01601756	80
3667	0.008082255	80
3668	0.007169383	80
3669	0.005901382	80
3670	0.007047481	80
3671	0.007320786	80
3672	0.004939527	80
3673	0.004881637	80
3674	0.004515376	80
3675	0.008963956	80
3676	0.010246429	80
3677	0.012245841	80
3678	0.015304518	80
3679	0.022075911	80
3680	0.011722609	80
3681	0.010559255	80
3682	0.01364799	80
3683	0.014094963	80
3684	0.010598219	80
3685	0.0136363	80
3686	0.021051714	80
3687	0.023797009	80
3688	0.026219459	80
3689	0.018248529	80
3690	0.008922208	80
3691	0.00889048	80
3692	0.007886322	80
3693	0.0072128	80
3694	0.007688162	80
3695	0.006100655	80
3696	0.004390691	80
3697	0.005857965	80
3698	0.005644219	80
3699	0.008216959	80
3700	0.00939256	80
3701	0.012245841	80
3702	0.011744875	80
3703	0.010019324	80
3704	0.00549059	80
3705	0.002930096	80
3706	0.002925643	80
3707	0.002136899	80
3708	0.005517308	80
3709	0.006292136	80
3710	0.013058519	80
3711	0.016396624	80
3712	0.023756931	80
3713	0.010570387	80
3714	0.009913565	80
3715	0.006465804	80
3716	0.005735507	80
3717	0.007868509	80
3718	0.007047481	80
3719	0.00549059	80
3720	0.006586036	80
3721	0.005369801	80
3722	0.004515376	80
3723	0.00597597	80
3724	0.010246429	80
3725	0.011132583	80
3726	0.011744875	80
3727	0.012245841	80
3728	0.006100655	80
3729	0.003296358	80
3730	0.002194232	80
3731	0.001462821	80
3732	0.000410792	80
3733	0.000456436	80
3734	0.000975214	80
3735	0.003431619	80
3736	0.013359099	80
3737	0.01409385	80
3738	0.010904921	80
3739	0.009698706	80
3740	0.007169383	80
3741	0.006557091	80
3742	0.005766121	80
3743	0.007320786	80
3744	0.0060372	80
3745	0.004881637	80
3746	0.005644219	80
3747	0.00597597	80
3748	0.00939256	80
3749	0.008906066	80
3750	0.010570387	80
3751	0.011132583	80
3752	0.007320786	80
3753	0.005255136	80
3754	0.007628046	80
3755	0.008850403	80
3756	0.005481684	80
3757	0.005918081	80
3758	0.009110906	80
3759	0.016396624	80
3760	0.019189233	80
3761	0.012919362	80
3762	0.011896278	80
3763	0.00889048	80
3764	0.00860326	80
3765	0.005245673	80
3766	0.007047481	80
3767	0.006100655	80
3768	0.0060372	80
3769	0.00390531	80
3770	0.005644219	80
3771	0.008963956	80
3772	0.006830953	80
3773	0.012245841	80
3774	0.011744875	80
3775	0.011132583	80
3776	0.00549059	80
3777	0.004395144	80
3778	0.001950428	80
3779	0.001219018	80
3780	0.000547723	80
3781	0.000547723	80
3782	0.001219018	80
3783	0.004575491	80
3784	0.011132583	80
3785	0.01409385	80
3786	0.007930852	80
3787	0.008082255	80
3788	0.005735507	80
3789	0.005901382	80
3790	0.005766121	80
3791	0.007320786	80
3792	0.006586036	80
3793	0.005369801	80
3794	0.006208641	80
3795	0.007469963	80
3796	0.007684822	80
3797	0.012245841	80
3798	0.012919362	80
3799	0.008906066	80
3800	0.006710721	80
3801	0.004824861	80
3802	0.003945387	80
3803	0.004928951	80
3804	0.002161391	80
3805	0.002999118	80
3806	0.003415476	80
3807	0.007970373	80
3808	0.013359099	80
3809	0.01409385	80
3810	0.011896278	80
3811	0.00889048	80
3812	0.007169383	80
3813	0.0072128	80
3814	0.007688162	80
3815	0.00549059	80
3816	0.004390691	80
3817	0.00390531	80
3818	0.005644219	80
3819	0.007469963	80
3820	0.00939256	80
3821	0.011132583	80
3822	0.012919362	80
3823	0.010019324	80
3824	0.00549059	80
3825	0.004395144	80
3826	0.002681839	80
3827	0.001219018	80
3828	0.000547723	80
3829	0.000365149	80
3830	0.001462821	80
3831	0.0041942	80
3832	0.011132583	80
3833	0.01409385	80
3834	0.007930852	80
3835	0.006465804	80
3836	0.005735507	80
3837	0.0072128	80
3838	0.005125441	80
3839	0.006710721	80
3840	0.005488363	80
3841	0.005369801	80
3842	0.006208641	80
3843	0.00597597	80
3844	0.00939256	80
3845	0.013359099	80
3846	0.0093959	80
3847	0.011132583	80
3848	0.008694547	80
3849	0.008316039	80
3850	0.005918081	80
3851	0.002074	80
3852	0.001768411	80
3853	0.003196164	80
3854	0.002195345	80
3855	0.003050328	80
3856	0.008906066	80
3857	0.0093959	80
3858	0.007930852	80
3859	0.009698706	80
3860	0.007169383	80
3861	0.007868509	80
3862	0.007047481	80
3863	0.00549059	80
3864	0.005488363	80
3865	0.004393474	80
3866	0.006208641	80
3867	0.008963956	80
3868	0.006830953	80
3869	0.013359099	80
3870	0.010570387	80
3871	0.008906066	80
3872	0.005918081	80
3873	0.004273242	80
3874	0.002925643	80
3875	0.001462821	80
3876	0.001571921	80
3877	0.001512918	80
3878	0.004781444	80
3879	0.008132352	80
3880	0.01107024	80
3881	0.012919362	80
3882	0.007930852	80
3883	0.009698706	80
3884	0.00860326	80
3885	0.0072128	80
3886	0.007047481	80
3887	0.006710721	80
3888	0.004390691	80
3889	0.005369801	80
3890	0.005644219	80
3891	0.00597597	80
3892	0.008538691	80
3893	0.013359099	80
3894	0.0093959	80
3895	0.011132583	80
3896	0.006710721	80
3897	0.005254579	80
3898	0.007384242	80
3899	0.007619696	80
3900	0.008877121	80
3901	0.015242732	80
3902	0.019771467	80
3903	0.02614487	80
3904	0.024055284	80
3905	0.01493102	80
3906	0.007930852	80
3907	0.008082255	80
3908	0.005735507	80
3909	0.006557091	80
3910	0.007047481	80
3911	0.007320786	80
3912	0.0060372	80
3913	0.004881637	80
3914	0.005079797	80
3915	0.00597597	80
3916	0.008538691	80
3917	0.010019324	80
3918	0.0093959	80
3919	0.008906066	80
3920	0.007320786	80
3921	0.003798437	80
3922	0.005721034	80
3923	0.005321374	80
3924	0.007953674	80
3925	0.009037431	80
3926	0.014768484	80
3927	0.018340373	80
3928	0.019851621	80
3929	0.01409385	80
3930	0.009913565	80
3931	0.006465804	80
3932	0.005735507	80
3933	0.0072128	80
3934	0.006406801	80
3935	0.007320786	80
3936	0.004390691	80
3937	0.005369801	80
3938	0.006208641	80
3939	0.007469963	80
3940	0.007684822	80
3941	0.013359099	80
3942	0.0093959	80
3943	0.010019324	80
3944	0.004880524	80
3945	0.004028882	80
3946	0.002194232	80
3947	0.001462821	80
3948	0.000547723	80
3949	0.000502079	80
3950	0.001219018	80
3951	0.003050328	80
3952	0.013359099	80
3953	0.0093959	80
3954	0.011896278	80
3955	0.008082255	80
3956	0.007886322	80
3957	0.007868509	80
3958	0.007047481	80
3959	0.006710721	80
3960	0.004390691	80
3961	0.004881637	80
3962	0.005644219	80
3963	0.007469963	80
3964	0.008538691	80
3965	0.013359099	80
3966	0.012919362	80
3967	0.011132583	80
3968	0.006710721	80
3969	0.004028882	80
3970	0.002925643	80
3971	0.00134092	80
3972	0.000365149	80
3973	0.000547723	80
3974	0.002930652	80
3975	0.007319116	80
3976	0.008906066	80
3977	0.01409385	80
3978	0.008922208	80
3979	0.006465804	80
3980	0.005735507	80
3981	0.006557091	80
3982	0.005125441	80
3983	0.004880524	80
3984	0.004939527	80
3985	0.005369801	80
3986	0.006773063	80
3987	0.008963956	80
3988	0.010246429	80
3989	0.011132583	80
3990	0.0093959	80
3991	0.01408717	80
3992	0.006657841	80
3993	0.003621986	80
3994	0.002805411	80
3995	0.002426903	80
3996	0.003467799	80
3997	0.004996303	80
3998	0.008790287	80
3999	0.009741566	80
4000	0.008906066	80
4001	0.011744875	80
4002	0.007930852	80
4003	0.00889048	80
4004	0.006452445	80
4005	0.006557091	80
4006	0.007688162	80
4007	0.004880524	80
4008	0.004390691	80
4009	0.005857965	80
4010	0.006208641	80
4011	0.008963956	80
4012	0.008538691	80
4013	0.010019324	80
4014	0.01409385	80
4015	0.008906066	80
4016	0.004880524	80
4017	0.003296358	80
4018	0.003797324	80
4019	0.004358406	80
4020	0.004597757	80
4021	0.007690388	80
4022	0.013090804	80
4023	0.013899029	80
4024	0.022015795	80
4025	0.0093959	80
4026	0.008922208	80
4027	0.007274029	80
4028	0.007169383	80
4029	0.006557091	80
4030	0.007047481	80
4031	0.004880524	80
4032	0.004939527	80
4033	0.005369801	80
4034	0.005079797	80
4035	0.006722967	80
4036	0.006830953	80
4037	0.013359099	80
4038	0.01409385	80
4039	0.012947194	80
4040	0.009997059	80
4041	0.007870179	80
4042	0.010620484	80
4043	0.010275374	80
4044	0.012919362	80
4045	0.018181734	80
4046	0.021051714	80
4047	0.034306723	80
4048	0.024776676	80
4049	0.012919362	80
4050	0.010904921	80
4051	0.008082255	80
4052	0.00860326	80
4053	0.007868509	80
4054	0.005125441	80
4055	0.00549059	80
4056	0.0060372	80
4057	0.005857965	80
4058	0.006773063	80
4059	0.008216959	80
4060	0.006830953	80
4061	0.011132583	80
4062	0.01409385	80
4063	0.008906066	80
4064	0.006710721	80
4065	0.002930096	80
4066	0.002438036	80
4067	0.003033629	80
4068	0.000547723	80
4069	0.000502079	80
4070	0.004269345	80
4071	0.00889716	80
4072	0.012513023	80
4073	0.018663775	80
4074	0.013995883	80
4075	0.014433393	80
4076	0.020328096	80
4077	0.01215678	80
4078	0.005125441	80
4079	0.00549059	80
4080	0.004939527	80
4081	0.004881637	80
4082	0.005079797	80
4083	0.00597597	80
4084	0.007684822	80
4085	0.011132583	80
4086	0.014882036	80
4087	0.011132583	80
4088	0.008215846	80
4089	0.005254579	80
4090	0.005644219	80
4091	0.005204482	80
4092	0.004615569	80
4093	0.005450512	80
4094	0.005794509	80
4095	0.011488825	80
4096	0.011791631	80
4097	0.018355402	80
4098	0.019388506	80
4099	0.033339302	80
4100	0.022020248	80
4101	0.025008234	80
4102	0.019342862	80
4103	0.022930894	80
4104	0.017834397	80
4105	0.012179045	80
4106	0.018680474	80
4107	0.025916652	80
4108	0.018493446	80
4109	0.019125777	80
4110	0.035408292	80
4111	0.032919047	80
4112	0.01838212	80
4113	0.017679098	80
4114	0.01562124	80
4115	0.018701069	80
4116	0.021903356	80
4117	0.022458316	80
4118	0.037141635	80
4119	0.058865757	80
4120	0.061152946	80
4121	0.054966013	80
4122	0.046083882	80
4123	0.045566774	80
4124	0.031674424	80
4125	0.03549457	80
4126	0.037913123	80
4127	0.029518043	80
4128	0.019205931	80
4129	0.021424099	80
4130	0.024886888	80
4131	0.047764902	80
4132	0.043468839	80
4133	0.072252688	80
4134	0.05150378	80
4135	0.058334733	80
4136	0.043833987	80
4137	0.025885481	80
4138	0.036677407	80
4139	0.026200533	80
4140	0.029428982	80
4141	0.031894849	80
4142	0.033927659	80
4143	0.069170632	80
4144	0.076063371	80
4145	0.074797596	80
4146	0.063739602	80
4147	0.049932416	80
4148	0.024433792	80
4149	0.021240968	80
4150	0.021696847	80
4151	0.02387939	80
4152	0.015256091	80
