Hour	Mass flow rate [kg/h]	Temperature [C]
7798	0.076838198	80
7799	0.076322203	80
7800	0.078334417	80
7801	0.096345823	80
7802	0.077158817	80
7803	0.083566175	80
7804	0.079989832	80
7805	0.126303603	80
7806	0.103861429	80
7807	0.113572381	80
7808	0.054380439	80
7809	0.0441919	80
7810	0.053352902	80
7811	0.057728007	80
7812	0.068374652	80
7813	0.060667009	80
7814	0.085130859	80
7815	0.098710383	80
7816	0.144754188	80
7817	0.169996763	80
7818	0.119163164	80
7819	0.164971515	80
7820	0.101649385	80
7821	0.110022201	80
7822	0.092810115	80
7823	0.110173604	80
7824	0.111290202	80
7825	0.121160349	80
7826	0.104356829	80
7827	0.12120321	80
7828	0.140657955	80
7829	0.111670379	80
7830	0.097828683	80
7831	0.110379556	80
7832	0.076631132	80
7833	0.075873003	80
7834	0.061184674	80
7835	0.060989854	80
7836	0.075044739	80
7837	0.082358846	80
7838	0.087162555	80
7839	0.13889845	80
7840	0.133003191	80
7841	0.177613676	80
7842	0.154008148	80
7843	0.173548057	80
7844	0.108284404	80
7845	0.152694503	80
7846	0.099347167	80
7847	0.1186288	80
7848	0.100503842	80
7849	0.102362427	80
7850	0.096897999	80
7851	0.156875901	80
7852	0.162920893	80
7853	0.167449628	80
7854	0.12486082	80
7855	0.115678109	80
7856	0.080650551	80
7857	0.067695565	80
7858	0.081398104	80
7859	0.081030729	80
7860	0.05996009	80
7861	0.074263232	80
7862	0.102931859	80
7863	0.177455593	80
7864	0.173975548	80
7865	0.206170977	80
7866	0.215148291	80
7867	0.185279572	80
7868	0.154208534	80
7869	0.118361618	80
7870	0.146649511	80
7871	0.159826592	80
7872	0.166594646	80
7873	0.109477817	80
7874	0.159869452	80
7875	0.186145687	80
7876	0.195523775	80
7877	0.187514438	80
7878	0.200433244	80
7879	0.167345538	80
7880	0.105186207	80
7881	0.092725507	80
7882	0.086884241	80
7883	0.061251469	80
7884	0.092197823	80
7885	0.08941913	80
7886	0.090805136	80
7887	0.14571994	80
7888	0.226556962	80
7889	0.146482522	80
7890	0.213124388	80
7891	0.146592734	80
7892	0.179619767	80
7893	0.109223994	80
7894	0.146569356	80
7895	0.131426817	80
7896	0.098707044	80
7897	0.09974794	80
7898	0.089942361	80
7899	0.138151454	80
7900	0.105964374	80
7901	0.123167554	80
7902	0.109406569	80
7903	0.126716621	80
7904	0.071689379	80
7905	0.087208199	80
7906	0.063076656	80
7907	0.085357964	80
7908	0.081618529	80
7909	0.066011762	80
7910	0.083565618	80
7911	0.1206104	80
7912	0.178033374	80
7913	0.170243349	80
7914	0.221213322	80
7915	0.136017894	80
7916	0.142860536	80
7917	0.130586864	80
7918	0.15392354	80
7919	0.113424318	80
7920	0.119183203	80
7921	0.1050387	80
7922	0.106839395	80
7923	0.130381468	80
7924	0.122519638	80
7925	0.154538059	80
7926	0.106249368	80
7927	0.137392211	80
7928	0.107534068	80
7929	0.091129095	80
7930	0.066598449	80
7931	0.08927218	80
7932	0.062066374	80
7933	0.066991429	80
7934	0.094923079	80
7935	0.177455593	80
7936	0.217900266	80
7937	0.216604433	80
7938	0.196946519	80
7939	0.155589531	80
7940	0.135622687	80
7941	0.11224983	80
7942	0.114884356	80
7943	0.073568559	80
7944	0.062173247	80
7945	0.065205763	80
7946	0.112563769	80
7947	0.091656779	80
7948	0.139863088	80
7949	0.131306029	80
7950	0.141212357	80
7951	0.096075301	80
7952	0.072734728	80
7953	0.04680583	80
7954	0.044387833	80
7955	0.044156276	80
7956	0.045514451	80
7957	0.050007561	80
7958	0.095444084	80
7959	0.134238907	80
7960	0.127711318	80
7961	0.135500229	80
7962	0.106356241	80
7963	0.155446477	80
7964	0.13478997	80
7965	0.104236041	80
7966	0.129409593	80
7967	0.090960436	80
7968	0.103140595	80
7969	0.099687267	80
7970	0.083866754	80
7971	0.078391194	80
7972	0.091777011	80
7973	0.105253002	80
7974	0.114970077	80
7975	0.106104088	80
7976	0.080014324	80
7977	0.043319105	80
7978	0.051571689	80
7979	0.061017685	80
7980	0.046464617	80
7981	0.055980192	80
7982	0.05630415	80
7983	0.081423709	80
7984	0.105585866	80
7985	0.113383684	80
7986	0.121144764	80
7987	0.123285003	80
7988	0.082951099	80
7989	0.112416819	80
7990	0.077454387	80
7991	0.07281043	80
7992	0.075245126	80
7993	0.071777326	80
7994	0.080644985	80
7995	0.093707401	80
7996	0.073291358	80
7997	0.068603427	80
7998	0.075711024	80
7999	0.09179037	80
8000	0.042263737	80
8001	0.052775121	80
8002	0.038724689	80
8003	0.038915056	80
8004	0.049748728	80
8005	0.06080394	80
8006	0.052643757	80
8007	0.097460194	80
8008	0.155132538	80
8009	0.152220255	80
8010	0.135114485	80
8011	0.112867689	80
8012	0.083552259	80
8013	0.094393168	80
8014	0.067757351	80
8015	0.086131122	80
8016	0.089552721	80
8017	0.066788816	80
8018	0.088157808	80
8019	0.08125672	80
8020	0.107800137	80
8021	0.108615042	80
8022	0.109783963	80
8023	0.11675797	80
8024	0.089880019	80
8025	0.067554181	80
8026	0.060115946	80
8027	0.067486829	80
8028	0.056959859	80
8029	0.075495609	80
8030	0.099240294	80
8031	0.116885438	80
8032	0.15125172	80
8033	0.194795704	80
8034	0.124555787	80
8035	0.143827401	80
8036	0.134604056	80
8037	0.098937488	80
8038	0.091719122	80
8039	0.115466033	80
8040	0.074517055	80
8041	0.076391782	80
8042	0.08199815	80
8043	0.112750797	80
8044	0.128936458	80
8045	0.135004273	80
8046	0.120966643	80
8047	0.136082463	80
8048	0.080527536	80
8049	0.065771298	80
8050	0.077689841	80
8051	0.064975318	80
8052	0.060682038	80
8053	0.080883779	80
8054	0.102032346	80
8055	0.149197202	80
8056	0.178878337	80
8057	0.187134817	80
8058	0.192898712	80
8059	0.180214247	80
8060	0.15386899	80
8061	0.154404468	80
8062	0.132855127	80
8063	0.112773062	80
8064	0.096611335	80
8065	0.081744327	80
8066	0.126717735	80
8067	0.112110673	80
8068	0.121851683	80
8069	0.143882507	80
8070	0.128208387	80
8071	0.132732669	80
8072	0.069266929	80
8073	0.070858888	80
8074	0.081964753	80
8075	0.054874726	80
8076	0.05634868	80
8077	0.084477933	80
8078	0.118020961	80
8079	0.172272263	80
8080	0.167483026	80
8081	0.142327842	80
8082	0.166649195	80
8083	0.175451728	80
8084	0.102254998	80
8085	0.107963786	80
8086	0.071025877	80
8087	0.090053687	80
8088	0.054269114	80
8089	0.063867626	80
8090	0.055671819	80
8091	0.091571058	80
8092	0.087007813	80
8093	0.111339185	80
8094	0.116415086	80
8095	0.102508821	80
8096	0.079059149	80
8097	0.049390259	80
8098	0.040972357	80
8099	0.035748949	80
8100	0.045783303	80
8101	0.063372226	80
8102	0.075467777	80
8103	0.092899175	80
8104	0.146172479	80
8105	0.114941689	80
8106	0.146389008	80
8107	0.129723532	80
8108	0.09614655	80
8109	0.095193044	80
8110	0.077210027	80
8111	0.083265595	80
8112	0.06272097	80
8113	0.086132792	80
8114	0.065107796	80
8115	0.089645121	80
8116	0.094688181	80
8117	0.099202444	80
8118	0.079402032	80
8119	0.097671713	80
8120	0.082091664	80
8121	0.058869097	80
8122	0.058334733	80
8123	0.072753654	80
8124	0.068374652	80
8125	0.080401738	80
8126	0.066884556	80
8127	0.094680388	80
8128	0.122899259	80
8129	0.116709543	80
8130	0.106356241	80
8131	0.093469163	80
8132	0.084759031	80
8133	0.125268272	80
8134	0.087253286	80
8135	0.116591538	80
8136	0.105179527	80
8137	0.073960426	80
8138	0.076534279	80
8139	0.073768945	80
8140	0.076810367	80
8141	0.110604435	80
8142	0.078351116	80
8143	0.090407703	80
8144	0.054560231	80
8145	0.059748571	80
8146	0.048721748	80
8147	0.04315323	80
8148	0.042396771	80
8149	0.044500829	80
8150	0.051828852	80
8151	0.076235926	80
8152	0.137245261	80
8153	0.140791546	80
8154	0.084781296	80
8155	0.108769785	80
8156	0.086682185	80
8157	0.07948163	80
8158	0.071448358	80
8159	0.063990085	80
8160	0.04834658	80
8161	0.064237228	80
8162	0.050706687	80
8163	0.055279952	80
8164	0.082285928	80
8165	0.094842924	80
8166	0.080828116	80
8167	0.068296724	80
8168	0.061921094	80
8169	0.058005208	80
8170	0.037837422	80
8171	0.041850718	80
8172	0.041044162	80
8173	0.060316333	80
8174	0.071398818	80
8175	0.08373038	80
8176	0.094760543	80
8177	0.097808644	80
8178	0.112002687	80
8179	0.079433203	80
8180	0.09331943	80
8181	0.077243981	80
8182	0.068300621	80
8183	0.074568821	80
8184	0.079570134	80
8185	0.063745168	80
8186	0.091574398	80
8187	0.071716097	80
8188	0.113625818	80
8189	0.120659383	80
8190	0.119897915	80
8191	0.083546136	80
8192	0.078972314	80
8193	0.065412829	80
8194	0.042682322	80
8195	0.06362271	80
8196	0.0538817	80
8197	0.058017454	80
8198	0.086286421	80
8199	0.112747457	80
8200	0.119595665	80
8201	0.151178245	80
8202	0.121144764	80
8203	0.100869548	80
8204	0.092638673	80
8205	0.089394638	80
8206	0.066123088	80
8207	0.086131122	80
8208	0.067720613	80
8209	0.080957254	80
8210	0.096172155	80
8211	0.115275666	80
8212	0.116543667	80
8213	0.090654847	80
8214	0.11175443	80
8215	0.123010585	80
8216	0.080485789	80
8217	0.068754273	80
8218	0.066911274	80
8219	0.072753654	80
8220	0.054925936	80
8221	0.076975129	80
8222	0.063629389	80
8223	0.129389554	80
8224	0.145508421	80
8225	0.122731713	80
8226	0.106356241	80
8227	0.098009031	80
8228	0.114884356	80
8229	0.110120724	80
8230	0.092868004	80
8231	0.090658186	80
8232	0.077724909	80
8233	0.068122499	80
8234	0.070571668	80
8235	0.082990063	80
8236	0.113625818	80
8237	0.110165811	80
8238	0.086093828	80
8239	0.070475927	80
8240	0.053263841	80
8241	0.047575092	80
8242	0.049495462	80
8243	0.036961287	80
8244	0.051818276	80
8245	0.067663837	80
8246	0.088123297	80
8247	0.084304821	80
8248	0.164871322	80
8249	0.105630397	80
8250	0.112066143	80
8251	0.089025037	80
8252	0.109079827	80
8253	0.078526454	80
8254	0.075615841	80
8255	0.089706907	80
8256	0.061184674	80
8257	0.084306491	80
8258	0.081627435	80
8259	0.100323495	80
8260	0.135888756	80
8261	0.09496093	80
8262	0.104726988	80
8263	0.084914887	80
8264	0.088838009	80
8265	0.063594878	80
8266	0.056028062	80
8267	0.068231599	80
8268	0.069684401	80
8269	0.058824566	80
8270	0.102032346	80
8271	0.151579018	80
8272	0.14310267	80
8273	0.171853678	80
8274	0.133319356	80
8275	0.123954628	80
8276	0.147423225	80
8277	0.135811941	80
8278	0.114215288	80
8279	0.126909772	80
8280	0.10216705	80
8281	0.136483236	80
8282	0.098884052	80
8283	0.153789949	80
8284	0.107024196	80
8285	0.152013745	80
8286	0.12308239	80
8287	0.140055682	80
8288	0.080259798	80
8289	0.081538931	80
8290	0.079444893	80
8291	0.065646613	80
8292	0.083271718	80
8293	0.083739286	80
8294	0.096295726	80
8295	0.142820459	80
8296	0.229505426	80
8297	0.163791461	80
8298	0.178804862	80
8299	0.219269573	80
8300	0.164010773	80
8301	0.15080753	80
8302	0.1270801	80
8303	0.105830783	80
8304	0.113834553	80
8305	0.139155613	80
8306	0.147574628	80
8307	0.148063349	80
8308	0.174858362	80
8309	0.133145688	80
8310	0.150324933	80
8311	0.123642915	80
8312	0.10864844	80
8313	0.108569399	80
8314	0.107600864	80
8315	0.092500629	80
8316	0.078021592	80
8317	0.09520362	80
8318	0.135477964	80
8319	0.194703303	80
8320	0.201544275	80
8321	0.25377056	80
8322	0.171744578	80
8323	0.234512305	80
8324	0.191194313	80
8325	0.124644848	80
8326	0.114594352	80
8327	0.132934169	80
8328	0.151779405	80
8329	0.139155613	80
8330	0.147574628	80
8331	0.162159425	80
8332	0.126639807	80
8333	0.201328303	80
8334	0.187349119	80
8335	0.177332021	80
8336	0.137652157	80
8337	0.085018977	80
8338	0.074294403	80
8339	0.084558088	80
8340	0.117032388	80
8341	0.127920054	80
8342	0.121469279	80
8343	0.175884229	80
8344	0.278115292	80
8345	0.261387473	80
8346	0.263688578	80
8347	0.174456475	80
8348	0.204053559	80
8349	0.134444304	80
8350	0.122791829	80
8351	0.151719289	80
8352	0.120927678	80
8353	0.108930094	80
8354	0.153542806	80
8355	0.166120398	80
8356	0.114977313	80
8357	0.147606913	80
8358	0.162741102	80
8359	0.126028071	80
8360	0.100427028	80
8361	0.101595949	80
8362	0.083611262	80
8363	0.093784772	80
8364	0.098585142	80
8365	0.097621617	80
8366	0.137275876	80
8367	0.145391529	80
8368	0.208877864	80
8369	0.198287438	80
8370	0.200358655	80
8371	0.13982969	80
8372	0.15194862	80
8373	0.117732071	80
8374	0.129114023	80
8375	0.117609056	80
8376	0.09105562	80
8377	0.108387937	80
8378	0.125976305	80
8379	0.142234328	80
8380	0.125831581	80
8381	0.10948227	80
8382	0.134125355	80
8383	0.112957863	80
8384	0.099521949	80
8385	0.06104663	80
8386	0.081789971	80
8387	0.059514787	80
8388	0.093553771	80
8389	0.094360327	80
8390	0.12105626	80
8391	0.15940745	80
8392	0.186149027	80
8393	0.233223152	80
8394	0.138039571	80
8395	0.180214247	80
8396	0.123177573	80
8397	0.103594804	80
8398	0.082461266	80
8399	0.075648125	80
8400	0.085743151	80
8401	0.099264786	80
8402	0.072063434	80
8403	0.103766802	80
8404	0.121650183	80
8405	0.096034111	80
8406	0.093090656	80
8407	0.098249494	80
8408	0.090915349	80
8409	0.074129641	80
8410	0.060115946	80
8411	0.054890868	80
8412	0.056283554	80
8413	0.054255755	80
8414	0.094201131	80
8415	0.15066392	80
8416	0.161739726	80
8417	0.139864758	80
8418	0.154579249	80
8419	0.097917743	80
8420	0.085965803	80
8421	0.084953851	80
8422	0.100821121	80
8423	0.086934338	80
8424	0.065370525	80
8425	0.059670086	80
8426	0.06598226	80
8427	0.092958178	80
8428	0.113625818	80
8429	0.120958293	80
8430	0.134105316	80
8431	0.091716895	80
8432	0.058187783	80
8433	0.068754273	80
8434	0.056028062	80
8435	0.068282809	80
8436	0.078204166	80
8437	0.063973386	80
8438	0.072174759	80
8439	0.121424192	80
8440	0.138774322	80
8441	0.195837714	80
8442	0.154579249	80
8443	0.118422847	80
8444	0.089923436	80
8445	0.091268252	80
8446	0.077442698	80
8447	0.067523566	80
8448	0.063629389	80
8449	0.041364224	80
8450	0.048221895	80
8451	0.069123319	80
8452	0.096864601	80
8453	0.111339185	80
8454	0.114247572	80
8455	0.117206056	80
8456	0.076677333	80
8457	0.063157924	80
8458	0.054065387	80
8459	0.061908848	80
8460	0.069627625	80
8461	0.078932237	80
8462	0.09727428	80
8463	0.127013861	80
8464	0.162043089	80
8465	0.11047975	80
8466	0.142529342	80
8467	0.124154458	80
8468	0.087208199	80
8469	0.082253087	80
8470	0.089379053	80
8471	0.078351116	80
8472	0.0493307	80
8473	0.059609414	80
8474	0.05269274	80
8475	0.073747237	80
8476	0.10884994	80
8477	0.109364265	80
8478	0.091359539	80
8479	0.103406107	80
8480	0.061051083	80
8481	0.056367605	80
8482	0.045452665	80
8483	0.060583514	80
8484	0.057200323	80
8485	0.046413963	80
8486	0.080779689	80
8487	0.11591913	80
8488	0.126088187	80
8489	0.114941689	80
8490	0.106755901	80
8491	0.113678141	80
8492	0.068469836	80
8493	0.084997268	80
8494	0.062231137	80
8495	0.047636878	80
8496	0.053569431	80
8497	0.04270236	80
8498	0.062888516	80
8499	0.08166139	80
8500	0.083422008	80
8501	0.092478364	80
8502	0.093992395	80
8503	0.088593092	80
8504	0.058452738	80
8505	0.054878066	80
8506	0.059863793	80
8507	0.061112869	80
8508	0.057644513	80
8509	0.070560535	80
8510	0.098496638	80
8511	0.144612248	80
8512	0.142319493	80
8513	0.119479329	80
8514	0.130412639	80
8515	0.118043783	80
8516	0.101615987	80
8517	0.067600381	80
8518	0.064707023	80
8519	0.046428436	80
8520	0.041296315	80
8521	0.044164625	80
8522	0.041399848	80
8523	0.058147149	80
8524	0.077454943	80
8525	0.069142244	80
8526	0.090040328	80
8527	0.094121533	80
8528	0.067633779	80
8529	0.062366954	80
8530	0.04641452	80
8531	0.062320197	80
8532	0.049510491	80
8533	0.073054234	80
8534	0.062409258	80
8535	0.134238907	80
8536	0.170281757	80
8537	0.161564945	80
8538	0.097592672	80
8539	0.100165412	80
8540	0.080310451	80
8541	0.076427406	80
8542	0.051337905	80
8543	0.050250251	80
8544	0.044365568	80
8545	0.038813193	80
8546	0.056689337	80
8547	0.072132456	80
8548	0.070831057	80
8549	0.065379431	80
8550	0.102524406	80
8551	0.067485716	80
8552	0.073782304	80
8553	0.042156864	80
8554	0.052996659	80
8555	0.059912776	80
8556	0.051539404	80
8557	0.050332632	80
8558	0.080555368	80
8559	0.114749095	80
8560	0.118570911	80
8561	0.140693579	80
8562	0.10567938	80
8563	0.135506352	80
8564	0.091999663	80
8565	0.119543898	80
8566	0.093385112	80
8567	0.088029784	80
8568	0.101787429	80
8569	0.07201445	80
8570	0.084983909	80
8571	0.112729088	80
8572	0.099531968	80
8573	0.093344479	80
8574	0.115044109	80
8575	0.103722272	80
8576	0.065461256	80
8577	0.058145479	80
8578	0.044107292	80
8579	0.065793563	80
8580	0.055763106	80
8581	0.047393631	80
8582	0.076486409	80
8583	0.097437929	80
8584	0.170281757	80
8585	0.118834196	80
8586	0.121144764	80
8587	0.09372076	80
8588	0.071488992	80
8589	0.071457821	80
8590	0.059586035	80
8591	0.054313644	80
8592	0.059815366	80
8593	0.054745588	80
8594	0.076801461	80
8595	0.056308603	80
8596	0.089766467	80
8597	0.071733353	80
8598	0.062560661	80
8599	0.059737438	80
8600	0.067550285	80
8601	0.059748571	80
8602	0.049790476	80
8603	0.055534888	80
8604	0.044009326	80
8605	0.049027894	80
8606	0.063629389	80
8607	0.114749095	80
8608	0.127711318	80
8609	0.157410265	80
8610	0.129195848	80
8611	0.086672722	80
8612	0.08170425	80
8613	0.049237186	80
8614	0.04804266	80
8615	0.031937153	80
8616	0.044746302	80
8617	0.033945471	80
8618	0.027359435	80
8619	0.05482463	80
8620	0.054204545	80
8621	0.05531335	80
8622	0.032556125	80
8623	0.039502856	80
8624	0.018607555	80
8625	0.013425895	80
8626	0.020873592	80
8627	0.017884494	80
8628	0.023124601	80
8629	0.020942614	80
8630	0.038168616	80
8631	0.040509242	80
8632	0.059832065	80
8633	0.059342232	80
8634	0.044565955	80
8635	0.026152663	80
8636	0.035819085	80
8637	0.018209565	80
8638	0.014953842	80
8639	0.009351369	80
8640	0.005488363	80
8641	0.006095089	80
8642	0.006773063	80
8643	0.008963956	80
8644	0.012631028	80
8645	0.027038817	80
8646	0.024782799	80
8647	0.016168963	80
8648	0.014799099	80
8649	0.008852073	80
8650	0.010982293	80
8651	0.017160876	80
8652	0.018696059	80
8653	0.02322702	80
8654	0.044953369	80
8655	0.066439253	80
8656	0.119384703	80
8657	0.128334186	80
8658	0.11908301	80
8659	0.078716822	80
8660	0.087514902	80
8661	0.077914162	80
8662	0.081930798	80
8663	0.076114024	80
8664	0.057343933	80
8665	0.04379558	80
8666	0.073080952	80
8667	0.063347178	80
8668	0.061434044	80
8669	0.099678918	80
8670	0.086093828	80
8671	0.096873507	80
8672	0.050662714	80
8673	0.042847641	80
8674	0.055052847	80
8675	0.042501974	80
8676	0.044771351	80
8677	0.043804486	80
8678	0.07241745	80
8679	0.094196678	80
8680	0.109192823	80
8681	0.150142915	80
8682	0.127171944	80
8683	0.078716822	80
8684	0.072279406	80
8685	0.073983248	80
8686	0.063960027	80
8687	0.052929864	80
8688	0.051170916	80
8689	0.059855444	80
8690	0.039778944	80
8691	0.048088304	80
8692	0.064940251	80
8693	0.098877372	80
8694	0.099364979	80
8695	0.082138978	80
8696	0.041920853	80
8697	0.05234095	80
8698	0.042314946	80
8699	0.041429906	80
8700	0.037998288	80
8701	0.036942362	80
8702	0.057843229	80
8703	0.066483783	80
8704	0.071708304	80
8705	0.079555105	80
8706	0.048377751	80
8707	0.03059679	80
8708	0.024772779	80
8709	0.030124769	80
8710	0.030884567	80
8711	0.039270185	80
8712	0.043387014	80
8713	0.031148966	80
8714	0.035308099	80
8715	0.053416358	80
8716	0.06272765	80
8717	0.059028849	80
8718	0.075679296	80
8719	0.058334733	80
8720	0.039151066	80
8721	0.045977009	80
8722	0.029296504	80
8723	0.038794824	80
8724	0.033473449	80
8725	0.044960605	80
8726	0.067984455	80
8727	0.077985411	80
8728	0.115745461	80
8729	0.124301408	80
8730	0.124919823	80
8731	0.090148871	80
8732	0.072695764	80
8733	0.089694661	80
8734	0.078189694	80
8735	0.052750629	80
8736	0.062899092	80
8737	0.084306491	80
8738	0.058650898	80
8739	0.088016981	80
8740	0.08739634	80
8741	0.076133506	80
8742	0.093330006	80
8743	0.068452024	80
8744	0.072225969	80
8745	0.054371533	80
8746	0.053985789	80
8747	0.053936806	80
8748	0.041301881	80
8749	0.066681943	80
8750	0.084692235	80
8751	0.114025477	80
8752	0.185430975	80
8753	0.16904771	80
8754	0.123206518	80
8755	0.173548057	80
8756	0.161524867	80
8757	0.12367186	80
8758	0.085729792	80
8759	0.109024721	80
0	0.093146319	80
1	0.083205479	80
2	0.098768273	80
3	0.120499074	80
4	0.096951435	80
5	0.116509713	80
6	0.118348259	80
7	0.135396139	80
8	0.095719615	80
9	0.066062415	80
10	0.085812173	80
11	0.087528817	80
12	0.060262896	80
13	0.098035749	80
14	0.114902725	80
15	0.182645603	80
16	0.158251888	80
17	0.219723783	80
18	0.165808685	80
19	0.159955173	80
20	0.10346177	80
21	0.122684957	80
22	0.090930378	80
23	0.112690681	80
24	0.104367962	80
25	0.102183749	80
26	0.071564694	80
27	0.122977187	80
28	0.093242059	80
29	0.109250713	80
30	0.113017979	80
31	0.1058742	80
32	0.101302049	80
33	0.056687111	80
34	0.069372688	80
35	0.083621281	80
36	0.073068706	80
37	0.09460914	80
38	0.098350801	80
39	0.141400498	80
40	0.181583555	80
41	0.204147073	80
42	0.187842293	80
43	0.122300883	80
44	0.144331707	80
45	0.114045516	80
46	0.092868004	80
47	0.072224299	80
48	0.094742731	80
49	0.077248991	80
50	0.088843575	80
51	0.087719185	80
52	0.094020226	80
53	0.112820932	80
54	0.114247572	80
55	0.116477985	80
56	0.081570659	80
57	0.045354142	80
58	0.06658175	80
59	0.050001438	80
60	0.051880061	80
61	0.06920737	80
62	0.079536736	80
63	0.125428025	80
64	0.118570911	80
65	0.142424695	80
66	0.149944198	80
67	0.137251384	80
68	0.093807594	80
69	0.121117489	80
70	0.103076582	80
71	0.078769701	80
72	0.10246095	80
73	0.11166871	80
74	0.104548866	80
75	0.080444042	80
76	0.125548814	80
77	0.102592872	80
78	0.12510351	80
79	0.083944126	80
80	0.074900016	80
81	0.056579125	80
82	0.05442497	80
83	0.072753654	80
84	0.056283554	80
85	0.075048636	80
86	0.069324818	80
87	0.149795578	80
88	0.17493796	80
89	0.153679736	80
90	0.161069545	80
91	0.144237637	80
92	0.145233446	80
93	0.112962316	80
94	0.122876994	80
95	0.104732554	80
96	0.079388116	80
97	0.101455678	80
98	0.070571668	80
99	0.078391194	80
100	0.129523145	80
101	0.104411379	80
102	0.127999652	80
103	0.118754042	80
104	0.090401024	80
105	0.066758201	80
106	0.047237774	80
107	0.05293209	80
108	0.048221895	80
109	0.07844463	80
110	0.073872478	80
111	0.129389554	80
112	0.183266801	80
113	0.158571393	80
114	0.163575489	80
115	0.148780287	80
116	0.090792891	80
117	0.110904458	80
118	0.111441605	80
119	0.076908334	80
120	0.061184674	80
121	0.081630775	80
122	0.092451645	80
123	0.067093849	80
124	0.107260207	80
125	0.104683571	80
126	0.103391634	80
127	0.07918773	80
128	0.06906042	80
129	0.055969616	80
130	0.053202056	80
131	0.047586224	80
132	0.044430694	80
133	0.049645752	80
134	0.06243041	80
135	0.099619915	80
136	0.144188653	80
137	0.112607186	80
138	0.092872457	80
139	0.083307342	80
140	0.086531895	80
141	0.074674024	80
142	0.086425022	80
143	0.060556796	80
144	0.08141035	80
145	0.068426976	80
146	0.071573043	80
147	0.093662314	80
148	0.088721117	80
149	0.091804842	80
150	0.10884326	80
151	0.067000335	80
152	0.0732613	80
153	0.040415728	80
154	0.058038606	80
155	0.038647874	80
156	0.04898893	80
157	0.05843103	80
158	0.07350566	80
159	0.105620377	80
160	0.101257518	80
161	0.144946225	80
162	0.102963587	80
163	0.083944126	80
164	0.117186017	80
165	0.107273566	80
166	0.085375776	80
167	0.094742731	80
168	0.06494526	80
169	0.060767202	80
170	0.076548751	80
171	0.088310325	80
172	0.062493866	80
173	0.074158029	80
174	0.064662493	80
175	0.075885249	80
176	0.052829671	80
177	0.038925075	80
178	0.032996975	80
179	0.045572897	80
180	0.038333935	80
181	0.037271887	80
182	0.052360989	80
183	0.068171483	80
184	0.113040244	80
185	0.106945155	80
186	0.100076351	80
187	0.088259115	80
188	0.063041589	80
189	0.058949251	80
190	0.068359623	80
191	0.071105475	80
192	0.0732613	80
193	0.066911274	80
194	0.078291	80
195	0.078128465	80
196	0.076130166	80
197	0.089896718	80
198	0.066243319	80
199	0.077093134	80
200	0.054560787	80
201	0.036056209	80
202	0.043383674	80
203	0.04360076	80
204	0.040703505	80
205	0.062273441	80
206	0.078357796	80
207	0.097460194	80
208	0.119595665	80
209	0.104817162	80
210	0.116050494	80
211	0.088353742	80
212	0.059384535	80
213	0.050893158	80
214	0.06568669	80
215	0.041827339	80
216	0.048699483	80
217	0.037957654	80
218	0.04972368	80
219	0.066121418	80
220	0.067921	80
221	0.092113215	80
222	0.093258201	80
223	0.067000335	80
224	0.051053467	80
225	0.03692455	80
226	0.0524879	80
227	0.038589428	80
228	0.040027201	80
229	0.037926482	80
230	0.07103033	80
231	0.079282913	80
232	0.128311921	80
233	0.102477649	80
234	0.1006892	80
235	0.088721117	80
236	0.066661905	80
237	0.061803646	80
238	0.075167198	80
239	0.073964879	80
240	0.060433225	80
241	0.070803225	80
242	0.052194	80
243	0.088310325	80
244	0.080766887	80
245	0.106138042	80
246	0.111996007	80
247	0.106311711	80
248	0.065381658	80
249	0.061559842	80
250	0.042397328	80
251	0.062754368	80
252	0.04611561	80
253	0.070107439	80
254	0.083605695	80
255	0.098135942	80
256	0.141507927	80
257	0.146196971	80
258	0.114403985	80
259	0.09372076	80
260	0.104101893	80
261	0.074027778	80
262	0.057408502	80
263	0.062861241	80
264	0.074620031	80
265	0.066906821	80
266	0.070213198	80
267	0.06144295	80
268	0.075079807	80
269	0.079603532	80
270	0.099044361	80
271	0.078100633	80
272	0.061051083	80
273	0.050881469	80
274	0.049434233	80
275	0.053936806	80
276	0.048615988	80
277	0.063255334	80
278	0.053053436	80
279	0.106410234	80
280	0.145180566	80
281	0.126850212	80
282	0.143349813	80
283	0.092200049	80
284	0.127138546	80
285	0.093680683	80
286	0.082353836	80
287	0.068883968	80
288	0.066123088	80
289	0.097073894	80
290	0.085732019	80
291	0.077362543	80
292	0.099531968	80
293	0.144859391	80
294	0.111239548	80
295	0.126744453	80
296	0.074809285	80
297	0.056397663	80
298	0.061152946	80
299	0.068593408	80
300	0.085878969	80
301	0.09460914	80
302	0.091261016	80
303	0.117154846	80
304	0.168294591	80
305	0.166660328	80
306	0.131022704	80
307	0.092200049	80
308	0.099914929	80
309	0.088682153	80
310	0.081974772	80
311	0.066373014	80
312	0.08288653	80
313	0.054015291	80
314	0.080644985	80
315	0.066577297	80
316	0.097337736	80
317	0.107268	80
318	0.089403544	80
319	0.101907661	80
320	0.07715492	80
321	0.062361945	80
322	0.05442163	80
323	0.067536926	80
324	0.052897023	80
325	0.071907578	80
326	0.100326834	80
327	0.107161683	80
328	0.18002054	80
329	0.111864643	80
330	0.119650771	80
331	0.108724698	80
332	0.124007507	80
333	0.114387286	80
334	0.126143293	80
335	0.096513925	80
336	0.111040832	80
337	0.107714416	80
338	0.077028566	80
