# Location:	Hot/Abu Dhabi Airport, Year: 2021-2040, Longitude: -54.650, STD Longitude: -55, Latitude: 24.430	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
1 16.91 0.00 0.00 3.00 350.47
2 15.98 0.00 0.00 2.80 347.64
3 15.05 0.00 0.00 3.20 348.23
4 14.55 0.00 0.00 2.50 346.12
5 14.06 0.00 0.00 2.30 343.38
6 13.71 0.00 0.00 2.10 341.40
7 13.36 0.00 0.00 2.30 342.38
8 14.33 42.60 122.66 2.60 340.37
9 16.24 207.29 484.02 1.80 336.06
10 18.30 389.93 626.07 1.80 333.00
11 20.17 534.53 699.93 1.70 327.19
12 21.68 621.21 703.84 2.80 329.24
13 22.87 670.87 770.54 3.30 329.27
14 23.59 637.98 752.71 3.70 327.83
15 23.65 484.15 563.80 4.20 334.04
16 23.09 337.37 493.54 4.00 333.31
17 21.86 148.15 243.52 4.20 339.21
18 20.38 23.72 0.00 4.70 339.69
19 19.54 0.00 0.00 4.00 344.57
20 18.69 0.00 0.00 3.00 340.90
21 17.85 0.00 0.00 3.00 339.94
22 17.01 0.00 0.00 3.30 339.63
23 16.17 0.00 0.00 3.70 341.05
24 15.33 0.00 0.00 3.00 342.38
25 14.74 0.00 0.00 4.20 341.70
26 14.13 0.00 0.00 5.40 339.58
27 13.52 0.00 0.00 5.40 336.89
28 13.22 0.00 0.00 6.00 334.74
29 12.91 0.00 0.00 6.00 333.36
30 12.70 0.00 0.00 4.40 331.35
31 12.49 0.00 0.00 4.00 329.69
32 13.41 35.79 33.13 3.20 334.20
33 14.92 153.31 117.46 5.70 337.58
34 16.79 310.96 288.03 5.70 334.60
35 18.79 476.71 429.31 5.40 327.82
36 21.03 675.18 779.44 6.90 320.59
37 22.64 705.99 789.28 6.30 318.91
38 23.20 545.88 428.78 7.20 328.36
39 23.64 552.80 737.14 5.40 322.53
40 23.33 372.64 679.66 4.70 327.42
41 22.28 189.65 487.74 6.00 330.66
42 20.77 32.03 87.04 4.90 329.99
43 19.87 0.00 0.00 3.00 333.83
44 18.96 0.00 0.00 2.80 328.38
45 18.05 0.00 0.00 3.00 324.91
46 17.15 0.00 0.00 3.50 325.36
47 16.24 0.00 0.00 3.00 328.32
48 15.33 0.00 0.00 4.40 329.58
49 14.48 0.00 0.00 4.70 330.91
50 13.57 0.00 0.00 4.20 332.99
51 12.66 0.00 0.00 4.90 336.68
52 12.18 0.00 0.00 3.20 334.66
53 11.69 0.00 0.00 2.50 332.21
54 11.35 0.00 0.00 2.00 328.68
55 11.01 0.00 0.00 2.60 330.21
56 11.96 39.74 56.52 2.00 332.30
57 13.75 186.15 350.37 2.00 333.12
58 15.81 365.00 496.80 2.30 328.18
59 17.29 440.61 325.67 2.00 329.33
60 19.30 665.61 756.67 2.30 318.91
61 20.64 671.60 764.08 2.80 318.92
62 21.37 613.83 692.32 3.00 322.78
63 21.58 509.27 658.78 2.80 327.72
64 21.26 382.71 723.27 3.30 325.05
65 20.20 197.35 542.00 4.00 330.95
66 18.69 34.15 109.59 4.70 331.65
67 17.89 0.00 0.00 3.30 333.59
68 17.09 0.00 0.00 2.50 334.17
69 16.29 0.00 0.00 2.40 332.93
70 15.50 0.00 0.00 3.70 332.21
71 14.70 0.00 0.00 3.70 328.58
72 13.90 0.00 0.00 5.40 327.31
73 13.35 0.00 0.00 4.90 324.87
74 12.76 0.00 0.00 5.70 322.05
75 12.18 0.00 0.00 6.30 321.90
76 11.87 0.00 0.00 9.10 321.39
77 11.56 0.00 0.00 6.90 317.41
78 11.34 0.00 0.00 4.90 316.85
79 11.12 0.00 0.00 4.70 317.71
80 12.19 42.31 125.05 3.70 325.71
81 14.47 218.46 453.11 3.70 320.23
82 16.90 412.81 754.12 4.40 317.68
83 19.06 558.97 794.25 6.00 315.37
84 20.83 652.77 811.33 5.20 319.43
85 22.17 691.57 826.90 5.20 322.33
86 23.04 672.15 878.33 5.20 321.09
87 23.30 551.70 816.76 4.00 324.18
88 22.83 387.18 734.92 4.70 330.77
89 21.56 189.11 497.64 4.00 335.31
90 19.86 28.11 25.31 2.10 334.41
91 19.24 0.00 0.00 1.80 340.94
92 18.61 0.00 0.00 1.70 340.65
93 17.98 0.00 0.00 2.10 342.03
94 17.36 0.00 0.00 2.10 341.98
95 16.73 0.00 0.00 1.00 342.71
96 16.11 0.00 0.00 1.50 345.03
97 15.63 0.00 0.00 2.40 346.97
98 15.12 0.00 0.00 2.10 351.26
99 14.61 0.00 0.00 3.00 348.79
100 14.34 0.00 0.00 3.50 348.22
101 14.08 0.00 0.00 3.50 351.62
102 13.88 0.00 0.00 4.00 351.65
103 13.69 0.00 0.00 2.80 351.67
104 14.40 28.85 0.00 2.80 354.38
105 16.11 165.84 192.11 4.00 342.31
106 17.51 265.71 148.92 4.90 348.79
107 20.01 551.92 617.51 6.30 335.21
108 20.91 435.34 179.11 6.00 350.39
109 21.58 454.49 164.02 4.70 348.87
110 22.17 490.63 300.29 3.70 345.59
111 22.39 419.80 290.79 3.50 345.09
112 21.71 216.65 77.89 3.30 354.84
113 20.92 161.28 244.42 2.60 348.07
114 19.77 35.18 97.17 3.00 348.38
115 19.31 0.00 0.00 2.80 352.17
116 18.85 0.00 0.00 1.70 355.74
117 18.38 0.00 0.00 2.40 353.74
118 17.92 0.00 0.00 2.10 355.26
119 17.46 0.00 0.00 1.80 354.01
120 17.00 0.00 0.00 2.60 351.29
121 16.67 0.00 0.00 2.50 350.96
122 16.35 0.00 0.00 2.40 350.97
123 16.02 0.00 0.00 3.30 346.53
124 15.85 0.00 0.00 4.00 342.23
125 15.69 0.00 0.00 3.30 341.06
126 15.58 0.00 0.00 4.00 344.39
127 15.47 0.00 0.00 4.70 341.25
128 16.62 42.85 91.44 4.90 344.60
129 18.70 196.50 320.39 4.70 343.97
130 20.90 364.36 502.48 4.90 344.30
131 22.62 455.52 381.03 4.90 339.10
132 24.34 584.42 572.99 3.70 339.65
133 25.61 609.88 556.08 3.30 339.63
134 26.07 552.85 453.06 3.70 342.23
135 26.08 404.36 193.41 3.50 350.18
136 25.83 309.84 336.67 2.80 348.26
137 24.81 170.08 302.46 2.50 349.14
138 23.39 31.51 53.24 1.30 350.35
139 22.70 0.00 0.00 1.30 353.90
140 22.01 0.00 0.00 0.80 351.13
141 21.31 0.00 0.00 1.50 350.53
142 20.62 0.00 0.00 1.30 349.09
143 19.93 0.00 0.00 0.80 346.84
144 19.23 0.00 0.00 0.50 343.80
145 18.55 0.00 0.00 0.80 342.14
146 17.82 0.00 0.00 0.50 338.70
147 17.09 0.00 0.00 1.10 338.87
148 16.69 0.00 0.00 1.10 339.55
149 16.30 0.00 0.00 1.30 340.43
150 16.02 0.00 0.00 1.00 341.24
151 15.74 0.00 0.00 1.90 343.32
152 16.52 33.14 20.64 2.00 346.60
153 17.73 132.56 83.40 1.50 349.61
154 20.18 378.57 474.36 1.50 337.16
155 21.58 410.51 257.45 2.50 340.43
156 22.38 407.05 124.62 3.00 344.74
157 23.19 477.07 194.07 3.30 343.12
158 23.56 424.04 165.85 3.20 347.75
159 24.10 509.66 570.00 4.00 337.00
160 24.11 370.84 570.61 3.30 346.19
161 23.28 170.04 312.83 4.00 351.18
162 22.07 34.80 98.73 2.30 351.34
163 21.31 0.00 0.00 1.90 351.89
164 20.55 0.00 0.00 2.10 349.38
165 19.79 0.00 0.00 2.40 347.53
166 19.03 0.00 0.00 0.90 345.90
167 18.27 0.00 0.00 1.10 342.94
168 17.51 0.00 0.00 1.10 340.81
169 16.98 0.00 0.00 1.90 336.72
170 16.43 0.00 0.00 1.70 330.80
171 15.88 0.00 0.00 1.50 328.33
172 15.60 0.00 0.00 1.50 328.75
173 15.32 0.00 0.00 1.10 329.22
174 15.13 0.00 0.00 0.90 327.41
175 14.93 0.00 0.00 0.70 329.05
176 15.99 40.91 121.79 1.10 335.27
177 18.00 194.15 408.90 1.30 341.11
178 20.35 386.83 601.76 2.10 336.83
179 22.70 566.11 756.45 2.30 332.02
180 24.50 640.17 730.00 1.50 334.77
181 25.65 632.26 629.93 1.90 338.38
182 26.12 598.76 614.91 2.60 338.10
183 26.34 518.63 662.97 3.00 338.90
184 26.01 374.39 614.29 4.40 341.25
185 25.11 196.43 478.96 4.40 346.44
186 23.53 32.26 50.41 4.20 347.05
187 22.65 0.00 0.00 2.80 346.07
188 21.77 0.00 0.00 3.00 344.58
189 20.89 0.00 0.00 3.00 345.96
190 20.01 0.00 0.00 4.40 345.97
191 19.12 0.00 0.00 6.30 341.59
192 18.24 0.00 0.00 9.10 338.43
193 17.44 0.00 0.00 10.30 336.95
194 16.56 0.00 0.00 7.60 334.77
195 15.68 0.00 0.00 8.20 330.52
196 15.20 0.00 0.00 7.60 331.66
197 14.73 0.00 0.00 7.60 328.34
198 14.38 0.00 0.00 5.20 329.10
199 14.04 0.00 0.00 4.20 328.55
200 15.16 49.95 224.20 4.40 329.07
201 17.26 232.55 607.73 4.70 333.94
202 19.55 439.80 805.57 7.20 335.50
203 21.65 605.73 795.91 5.70 329.10
204 22.68 563.39 435.60 5.70 339.04
205 23.54 613.85 547.79 6.00 338.43
206 23.72 491.08 272.38 6.30 344.71
207 23.82 485.75 495.34 5.40 341.14
208 23.28 331.60 337.83 7.60 343.49
209 21.84 86.74 0.00 5.70 361.59
210 20.42 23.10 0.00 9.70 362.82
211 19.78 0.00 0.00 8.20 365.64
212 19.15 0.00 0.00 5.40 364.82
213 18.52 0.00 0.00 7.60 363.12
214 17.88 0.00 0.00 6.90 362.02
215 17.25 0.00 0.00 6.60 355.38
216 16.62 0.00 0.00 6.30 350.02
217 16.30 0.00 0.00 5.20 346.60
218 15.99 0.00 0.00 6.60 343.33
219 15.68 0.00 0.00 10.30 345.35
220 15.54 0.00 0.00 9.70 343.55
221 15.39 0.00 0.00 6.90 340.97
222 15.30 0.00 0.00 5.70 335.78
223 15.20 0.00 0.00 6.30 337.19
224 16.28 37.37 68.73 6.60 339.22
225 17.75 139.83 96.47 3.70 345.98
226 20.04 329.69 320.30 2.50 340.94
227 22.22 474.53 409.07 3.20 331.41
228 23.43 455.51 204.93 3.50 339.19
229 25.14 644.66 602.86 4.20 332.30
230 26.23 673.58 803.96 4.00 329.27
231 26.85 591.18 884.52 4.40 329.97
232 26.95 452.99 915.56 3.70 330.19
233 26.20 237.24 722.41 6.60 334.70
234 24.88 45.87 162.40 6.30 337.21
235 24.01 0.00 0.00 4.70 342.28
236 23.15 0.00 0.00 4.70 345.39
237 22.28 0.00 0.00 5.70 343.16
238 21.42 0.00 0.00 5.40 343.56
239 20.55 0.00 0.00 6.60 339.57
240 19.69 0.00 0.00 6.30 344.03
241 18.76 0.00 0.00 8.20 341.18
242 17.77 0.00 0.00 7.60 340.87
243 16.79 0.00 0.00 8.60 337.89
244 16.26 0.00 0.00 5.40 339.11
245 15.74 0.00 0.00 3.20 341.06
246 15.36 0.00 0.00 2.80 340.37
247 14.99 0.00 0.00 2.60 342.38
248 15.95 40.76 84.43 2.80 345.34
249 16.98 127.76 68.80 4.20 347.57
250 19.02 335.49 314.86 4.40 339.35
251 20.08 347.71 131.40 6.90 347.40
252 21.42 492.52 272.83 6.30 345.13
253 22.83 622.19 534.85 7.60 336.72
254 24.28 751.10 852.58 5.40 325.71
255 24.82 579.89 804.28 4.90 333.04
256 24.89 458.48 878.39 3.70 333.25
257 24.07 241.43 725.00 4.00 336.77
258 22.65 49.04 188.53 3.50 334.91
259 21.74 0.00 0.00 3.50 340.87
260 20.84 0.00 0.00 3.50 340.55
261 19.93 0.00 0.00 4.40 335.95
262 19.03 0.00 0.00 4.20 333.61
263 18.12 0.00 0.00 4.20 330.08
264 17.22 0.00 0.00 4.00 326.29
265 16.59 0.00 0.00 3.00 329.57
266 15.95 0.00 0.00 2.80 325.92
267 15.32 0.00 0.00 3.20 324.87
268 15.01 0.00 0.00 4.70 326.05
269 14.69 0.00 0.00 3.20 326.66
270 14.48 0.00 0.00 3.50 330.00
271 14.27 0.00 0.00 2.00 329.63
272 15.33 50.35 229.88 2.50 329.51
273 17.29 236.03 632.14 3.30 337.09
274 19.43 446.56 829.90 3.20 334.79
275 21.41 619.86 937.13 3.70 327.44
276 23.07 731.00 833.12 4.90 324.62
277 23.49 535.51 277.83 4.20 339.98
278 23.99 603.73 532.33 4.70 334.05
279 23.17 277.28 111.47 4.40 352.55
280 21.56 34.76 0.00 3.70 371.11
281 20.22 18.23 0.00 3.70 370.52
282 19.17 34.75 69.81 3.70 364.99
283 18.79 0.00 0.00 3.30 366.81
284 18.41 0.00 0.00 4.20 367.07
285 18.03 0.00 0.00 3.20 364.72
286 17.64 0.00 0.00 4.00 360.54
287 17.26 0.00 0.00 4.70 359.31
288 16.88 0.00 0.00 4.20 356.90
289 16.49 0.00 0.00 3.30 355.52
290 16.12 0.00 0.00 4.90 350.82
291 15.74 0.00 0.00 4.70 349.96
292 15.55 0.00 0.00 4.40 349.56
293 15.37 0.00 0.00 2.80 344.98
294 15.24 0.00 0.00 2.10 342.85
295 15.12 0.00 0.00 3.00 342.91
296 16.26 41.67 122.56 2.50 340.42
297 18.46 202.43 460.99 2.50 341.32
298 20.98 398.35 657.22 3.70 340.69
299 23.22 542.61 697.80 3.50 333.86
300 25.07 633.29 693.81 2.60 335.20
301 26.29 685.66 748.80 1.70 333.84
302 27.05 644.54 738.31 1.80 336.07
303 27.35 548.40 730.02 1.90 333.31
304 27.03 389.35 624.16 1.80 339.59
305 26.03 202.99 480.21 1.10 345.39
306 24.60 38.98 101.50 1.10 342.72
307 23.72 0.00 0.00 1.40 347.23
308 22.84 0.00 0.00 1.70 344.06
309 21.96 0.00 0.00 1.50 343.60
310 21.09 0.00 0.00 1.50 343.45
311 20.21 0.00 0.00 1.10 345.53
312 19.33 0.00 0.00 0.80 344.46
313 18.43 0.00 0.00 0.40 343.74
314 17.47 0.00 0.00 0.40 340.29
315 16.51 0.00 0.00 0.40 336.67
316 16.00 0.00 0.00 0.80 334.45
317 15.50 0.00 0.00 1.30 336.56
318 15.14 0.00 0.00 1.30 334.25
319 14.78 0.00 0.00 0.40 333.49
320 15.65 38.58 58.85 0.60 338.42
321 17.24 175.78 285.59 1.00 339.56
322 18.82 310.99 234.43 1.30 341.83
323 20.93 535.38 581.81 1.70 329.68
324 22.54 610.34 599.13 1.50 329.35
325 23.48 584.04 415.13 1.30 339.29
326 24.25 615.61 616.73 1.70 340.91
327 24.56 532.76 667.50 1.50 339.27
328 24.22 362.73 434.99 1.40 342.17
329 23.09 158.06 162.46 1.00 350.03
330 21.70 34.62 32.63 1.50 349.11
331 20.80 0.00 0.00 1.70 350.19
332 19.91 0.00 0.00 2.80 351.98
333 19.01 0.00 0.00 2.50 350.16
334 18.11 0.00 0.00 2.10 349.09
335 17.21 0.00 0.00 1.70 347.69
336 16.32 0.00 0.00 1.40 344.19
337 15.67 0.00 0.00 1.90 340.67
338 14.98 0.00 0.00 1.40 337.71
339 14.28 0.00 0.00 1.80 336.68
340 13.91 0.00 0.00 2.10 334.88
341 13.54 0.00 0.00 2.40 329.32
342 13.28 0.00 0.00 3.00 325.80
343 13.01 0.00 0.00 3.30 321.99
344 13.99 38.89 53.72 4.00 321.65
345 15.82 180.92 317.70 4.00 329.40
346 18.07 370.65 500.83 4.70 327.49
347 19.88 477.83 438.05 4.90 323.56
348 21.37 556.84 417.29 5.70 325.28
349 22.46 583.53 408.54 7.20 324.53
350 23.46 644.12 638.53 6.90 322.51
351 24.00 585.05 822.31 9.70 324.48
352 23.90 419.86 711.52 8.60 327.90
353 22.92 221.44 515.89 5.40 332.15
354 21.40 48.54 199.01 4.70 338.74
355 20.63 0.00 0.00 4.90 340.80
356 19.86 0.00 0.00 4.00 342.15
357 19.09 0.00 0.00 4.90 340.79
358 18.31 0.00 0.00 4.00 339.97
359 17.54 0.00 0.00 4.90 342.64
360 16.77 0.00 0.00 4.40 341.18
361 16.21 0.00 0.00 4.70 337.69
362 15.61 0.00 0.00 3.50 334.72
363 15.01 0.00 0.00 3.20 329.33
364 14.69 0.00 0.00 2.30 327.44
365 14.37 0.00 0.00 2.40 332.18
366 14.15 0.00 0.00 2.40 333.04
367 13.93 0.00 0.00 3.00 334.07
368 14.82 35.47 47.77 2.60 338.13
369 15.69 104.52 9.16 2.60 348.33
370 16.77 196.79 17.68 4.20 345.60
371 18.38 363.27 148.94 4.40 336.87
372 20.09 508.10 279.20 4.90 331.02
373 22.15 722.74 722.59 4.90 323.67
374 23.13 593.03 502.69 6.90 331.15
375 23.82 580.08 717.75 10.90 326.26
376 23.72 375.77 465.19 6.90 335.24
377 22.72 167.90 186.99 7.60 343.40
378 21.34 33.73 27.44 5.20 346.73
379 20.92 0.00 0.00 4.20 353.83
380 20.50 0.00 0.00 4.00 352.67
381 20.07 0.00 0.00 3.20 349.23
382 19.65 0.00 0.00 3.00 346.15
383 19.23 0.00 0.00 3.20 346.54
384 18.81 0.00 0.00 3.00 342.10
385 18.53 0.00 0.00 4.00 342.02
386 18.29 0.00 0.00 3.30 346.77
387 18.05 0.00 0.00 2.80 349.92
388 17.95 0.00 0.00 3.70 345.79
389 17.85 0.00 0.00 4.20 346.99
390 17.79 0.00 0.00 2.80 347.42
391 17.74 0.00 0.00 3.30 351.36
392 18.76 43.29 138.27 2.80 356.22
393 20.09 157.37 169.48 2.50 356.68
394 22.69 439.88 713.96 2.60 342.24
395 24.95 605.51 779.61 2.80 338.37
396 25.88 507.71 258.08 3.20 351.75
397 26.08 451.38 156.69 3.50 361.57
398 25.49 214.15 7.14 4.00 376.75
399 24.76 187.34 2.45 5.40 375.14
400 24.18 182.01 13.71 5.40 372.38
401 23.25 59.91 0.00 5.20 379.30
402 22.40 31.56 6.18 5.70 366.36
403 22.07 0.00 0.00 6.30 367.37
404 21.74 0.00 0.00 8.60 368.34
405 21.41 0.00 0.00 9.10 367.34
406 21.08 0.00 0.00 9.10 371.50
407 20.75 0.00 0.00 9.10 374.13
408 20.42 0.00 0.00 9.70 370.15
409 19.94 0.00 0.00 8.60 369.01
410 19.43 0.00 0.00 8.60 364.27
411 18.93 0.00 0.00 11.51 361.91
412 18.66 0.00 0.00 13.41 359.76
413 18.40 0.00 0.00 9.70 360.66
414 18.21 0.00 0.00 8.60 360.66
415 18.03 0.00 0.00 5.70 356.71
416 18.88 34.01 21.76 5.40 355.86
417 20.57 166.88 187.83 6.00 353.18
418 23.05 391.65 537.75 6.60 345.09
419 25.61 598.90 762.69 6.00 340.24
420 26.90 620.62 576.54 7.60 349.39
421 27.72 589.39 406.35 7.60 351.86
422 28.04 506.36 253.31 8.20 355.10
423 27.99 408.64 208.77 7.60 360.91
424 27.48 298.23 152.72 8.20 363.46
425 26.48 140.97 66.38 6.00 372.17
426 25.39 37.57 33.19 7.60 369.33
427 24.74 0.00 0.00 7.60 370.68
428 24.09 0.00 0.00 8.20 368.70
429 23.44 0.00 0.00 6.30 365.23
430 22.79 0.00 0.00 4.90 364.25
431 22.14 0.00 0.00 5.40 365.04
432 21.49 0.00 0.00 5.20 365.62
433 20.94 0.00 0.00 6.00 363.87
434 20.35 0.00 0.00 6.90 362.38
435 19.75 0.00 0.00 7.20 361.93
436 19.44 0.00 0.00 4.90 362.85
437 19.12 0.00 0.00 4.40 363.85
438 18.90 0.00 0.00 4.20 364.89
439 18.68 0.00 0.00 5.40 363.06
440 19.72 39.78 64.11 3.70 367.27
441 21.40 166.03 181.92 3.30 368.59
442 24.11 407.01 578.20 5.70 359.07
443 26.03 522.90 571.87 5.70 357.40
444 27.39 583.07 489.06 5.20 359.29
445 28.39 609.64 477.69 6.00 360.04
446 29.14 620.94 590.50 6.90 355.37
447 29.63 601.20 797.15 7.20 351.49
448 29.56 435.57 728.09 7.60 358.69
449 28.70 234.75 537.80 4.90 366.24
450 27.34 55.57 228.95 4.00 370.46
451 26.67 0.00 0.00 3.30 374.73
452 26.00 0.00 0.00 2.30 378.59
453 25.42 0.00 0.00 2.10 376.54
454 24.63 0.00 0.00 2.00 375.25
455 23.85 0.00 0.00 3.50 373.15
456 23.07 0.00 0.00 2.50 366.62
457 22.45 0.00 0.00 3.00 366.12
458 21.82 0.00 0.00 2.50 362.29
459 21.20 0.00 0.00 2.00 357.03
460 20.88 0.00 0.00 1.70 359.06
461 20.57 0.00 0.00 1.80 359.74
462 20.35 0.00 0.00 2.30 358.78
463 20.14 0.00 0.00 2.10 360.69
464 21.21 42.68 106.43 2.60 361.77
465 23.23 203.18 356.84 3.00 358.05
466 25.49 392.15 546.37 3.00 358.26
467 27.23 553.92 662.60 3.20 353.18
468 28.81 660.74 725.66 3.00 350.95
469 29.99 699.52 746.84 2.50 359.33
470 30.73 666.27 619.78 2.40 360.18
471 30.14 333.43 99.07 1.40 379.53
472 29.58 307.43 192.59 0.50 377.31
473 28.47 130.47 57.38 0.80 389.14
474 27.30 51.89 132.73 0.70 381.05
475 26.46 0.00 0.00 1.00 386.70
476 25.77 0.00 0.00 0.70 383.81
477 24.80 0.00 0.00 0.60 378.16
478 23.83 0.00 0.00 1.30 378.11
479 22.86 0.00 0.00 1.30 377.53
480 21.89 0.00 0.00 1.30 373.66
481 20.86 0.00 0.00 2.00 377.92
482 19.93 0.00 0.00 2.40 379.70
483 18.88 0.00 0.00 1.30 378.67
484 18.29 0.00 0.00 2.30 376.16
485 17.80 0.00 0.00 2.10 375.25
486 17.41 0.00 0.00 2.40 373.76
487 17.01 0.00 0.00 2.30 372.27
488 17.52 25.35 0.00 2.30 376.15
489 18.66 135.75 82.77 2.10 372.80
490 18.45 92.32 0.00 3.00 388.32
491 18.66 266.53 29.35 3.30 378.68
492 20.11 279.00 18.68 4.00 379.70
493 21.23 426.18 110.21 3.70 371.69
494 21.29 376.30 73.63 4.20 378.11
495 22.00 396.79 170.98 3.70 373.23
496 22.20 312.35 198.62 4.70 374.03
497 22.04 235.60 457.51 4.20 366.48
498 21.25 57.63 195.83 3.30 369.54
499 20.42 0.00 0.00 4.40 366.82
500 19.59 0.00 0.00 4.70 362.60
501 18.75 0.00 0.00 4.20 361.64
502 17.92 0.00 0.00 4.00 360.57
503 17.09 0.00 0.00 4.00 354.98
504 16.25 0.00 0.00 3.00 355.01
505 15.77 0.00 0.00 2.10 352.89
506 15.27 0.00 0.00 2.60 350.76
507 14.76 0.00 0.00 2.00 348.21
508 14.49 0.00 0.00 1.70 346.89
509 14.22 0.00 0.00 1.90 344.07
510 14.03 0.00 0.00 1.50 343.45
511 13.85 0.00 0.00 1.00 345.12
512 14.93 40.43 57.53 1.30 350.28
513 16.56 161.37 155.52 1.90 352.27
514 18.95 364.20 402.83 2.50 347.27
515 20.64 438.85 287.42 2.00 345.49
516 21.93 490.25 233.13 2.80 348.53
517 22.28 382.41 90.64 3.30 354.37
518 23.71 682.50 649.99 2.60 337.90
519 24.41 580.15 716.18 2.60 340.00
520 24.47 420.02 606.84 2.60 343.12
521 23.66 227.63 423.00 2.00 348.33
522 22.26 56.08 163.75 1.90 351.80
523 21.49 0.00 0.00 0.70 353.75
524 20.71 0.00 0.00 1.10 352.25
525 19.94 0.00 0.00 0.80 350.47
526 19.16 0.00 0.00 0.70 349.58
527 18.39 0.00 0.00 0.90 345.45
528 17.61 0.00 0.00 0.60 344.72
529 16.95 0.00 0.00 0.80 341.49
530 16.26 0.00 0.00 1.90 342.05
531 15.56 0.00 0.00 2.60 337.98
532 15.20 0.00 0.00 3.30 335.74
533 14.83 0.00 0.00 2.30 339.35
534 14.58 0.00 0.00 2.50 339.81
535 14.32 0.00 0.00 2.30 342.46
536 15.37 42.01 110.64 1.90 343.49
537 17.48 207.88 453.89 1.50 341.82
538 19.86 404.96 628.42 1.50 340.33
539 22.09 567.57 713.40 1.40 331.17
540 23.83 649.46 672.67 1.70 333.21
541 25.18 693.90 701.46 1.40 335.50
542 25.79 650.58 664.45 2.00 337.47
543 26.08 574.03 660.00 2.40 341.70
544 25.84 387.27 473.01 2.50 348.80
545 24.64 199.17 312.17 3.00 352.46
546 23.04 48.48 117.56 3.00 359.74
547 22.21 0.00 0.00 2.50 364.48
548 21.38 0.00 0.00 1.30 361.24
549 20.55 0.00 0.00 1.30 363.60
550 19.72 0.00 0.00 1.40 363.80
551 18.89 0.00 0.00 1.10 360.27
552 18.06 0.00 0.00 1.50 361.08
553 17.39 0.00 0.00 1.50 358.29
554 16.67 0.00 0.00 0.90 356.98
555 15.96 0.00 0.00 1.30 355.25
556 15.58 0.00 0.00 1.90 355.48
557 15.21 0.00 0.00 1.50 353.61
558 14.94 0.00 0.00 1.10 351.80
559 14.68 0.00 0.00 1.70 352.34
560 15.67 39.86 57.54 1.70 350.77
561 17.40 175.90 175.91 2.40 349.24
562 19.46 351.05 378.45 2.00 344.66
563 21.54 515.57 499.82 3.50 339.50
564 23.46 648.38 613.13 3.30 337.92
565 25.01 715.17 746.75 4.40 340.53
566 25.78 671.02 714.30 5.20 344.14
567 26.11 574.96 686.63 5.70 348.07
568 25.80 395.92 495.93 6.00 352.15
569 24.82 202.78 323.67 7.60 356.64
570 23.27 51.80 159.57 7.20 358.72
571 22.52 0.00 0.00 5.20 362.94
572 21.77 0.00 0.00 4.90 360.74
573 21.02 0.00 0.00 4.40 357.77
574 20.28 0.00 0.00 5.70 357.99
575 19.53 0.00 0.00 5.20 355.98
576 18.78 0.00 0.00 3.70 355.51
577 18.20 0.00 0.00 4.70 351.50
578 17.58 0.00 0.00 4.70 350.00
579 16.96 0.00 0.00 6.60 348.15
580 16.63 0.00 0.00 6.00 343.65
581 16.30 0.00 0.00 5.20 340.34
582 16.06 0.00 0.00 3.70 340.64
583 15.83 0.00 0.00 4.70 338.36
584 16.94 43.58 132.32 3.70 338.88
585 18.98 200.01 389.41 3.00 336.40
586 21.26 384.71 524.69 3.00 336.45
587 23.44 542.72 625.25 3.50 334.41
588 25.15 623.20 582.98 4.00 338.98
589 26.30 685.45 639.56 5.70 337.56
590 27.09 665.72 685.03 6.60 338.07
591 27.41 573.35 668.38 6.30 340.06
592 27.08 397.23 489.07 7.60 349.13
593 26.12 219.75 400.85 6.00 349.54
594 24.75 55.25 169.53 6.30 358.17
595 24.09 0.00 0.00 4.70 362.05
596 23.43 0.00 0.00 5.40 362.30
597 22.77 0.00 0.00 4.00 358.69
598 22.11 0.00 0.00 3.20 357.71
599 21.45 0.00 0.00 2.60 361.30
600 20.79 0.00 0.00 2.00 360.58
601 20.31 0.00 0.00 1.90 362.01
602 19.84 0.00 0.00 2.40 358.10
603 19.37 0.00 0.00 1.80 357.55
604 19.13 0.00 0.00 2.10 356.45
605 18.90 0.00 0.00 1.80 358.04
606 18.74 0.00 0.00 1.90 358.67
607 18.59 0.00 0.00 2.80 363.62
608 19.54 34.18 23.29 1.90 366.69
609 20.09 73.34 0.00 2.30 379.29
610 21.68 224.72 59.07 2.50 371.02
611 23.94 433.79 255.90 3.00 356.88
612 25.57 483.18 190.49 4.00 362.82
613 26.76 576.08 313.84 3.00 361.04
614 28.10 693.42 687.82 4.20 355.66
615 28.82 597.99 761.66 3.20 357.83
616 29.00 457.53 735.61 4.70 358.71
617 28.45 260.53 552.51 3.20 364.17
618 27.29 69.76 267.47 3.50 371.72
619 26.52 0.00 0.00 3.70 377.31
620 25.90 0.00 0.00 3.20 376.89
621 25.00 0.00 0.00 4.20 371.97
622 24.10 0.00 0.00 3.20 370.37
623 23.20 0.00 0.00 4.00 370.77
624 22.30 0.00 0.00 3.20 366.94
625 21.38 0.00 0.00 2.60 368.74
626 20.41 0.00 0.00 3.70 369.30
627 19.43 0.00 0.00 5.20 366.29
628 18.92 0.00 0.00 5.70 367.32
629 18.40 0.00 0.00 3.50 363.56
630 18.04 0.00 0.00 4.20 363.90
631 17.68 0.00 0.00 5.20 370.15
