# Location:	Subtropic/Chennai airport, Year: 2021-2040, Longitude: -80.183, STD longitude: -82.5, Latitude: 13.000	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
1 22.90 0.00 0.00 0.90 369.59
2 22.02 0.00 0.00 0.80 370.20
3 21.14 0.00 0.00 1.20 367.95
4 20.65 0.00 0.00 0.50 366.95
5 20.16 0.00 0.00 0.50 366.75
6 19.81 0.00 0.00 0.50 368.15
7 19.45 11.71 0.00 0.60 367.16
8 22.08 149.62 389.31 1.20 376.68
9 23.84 354.59 549.60 0.30 376.21
10 25.39 549.37 677.22 0.30 373.20
11 26.73 699.45 708.69 0.20 368.82
12 27.77 779.99 698.58 1.80 373.09
13 28.51 809.28 747.33 2.40 370.97
14 28.89 756.35 760.09 3.21 374.03
15 28.89 626.85 728.33 3.81 376.72
16 28.37 448.88 673.54 2.71 379.61
17 27.34 234.81 480.64 3.51 382.38
18 26.00 45.14 118.86 4.11 390.29
19 25.45 0.00 0.00 2.71 393.65
20 24.99 0.00 0.00 1.20 397.30
21 24.38 0.00 0.00 1.50 399.08
22 23.76 0.00 0.00 1.80 399.27
23 23.14 0.00 0.00 2.71 397.34
24 22.53 0.00 0.00 1.30 395.33
25 22.31 0.00 0.00 3.51 397.41
26 22.09 0.00 0.00 6.81 399.53
27 21.88 0.00 0.00 4.41 400.03
28 21.77 0.00 0.00 5.21 401.96
29 21.67 0.00 0.00 6.21 402.37
30 21.60 0.00 0.00 2.71 403.95
31 21.53 4.94 0.00 2.00 407.85
32 22.39 39.53 0.00 1.10 409.19
33 22.91 87.50 0.00 4.11 410.85
34 23.95 206.77 7.36 3.81 407.42
35 23.71 65.43 0.00 2.40 414.75
36 25.67 596.08 300.83 4.11 383.81
37 26.68 507.06 134.67 2.40 393.18
38 27.09 395.75 37.02 3.51 398.21
39 27.20 314.20 38.26 1.50 403.59
40 27.29 319.95 184.52 0.80 395.72
41 27.28 274.61 556.03 2.40 380.60
42 26.63 64.78 354.15 1.50 382.52
43 26.02 0.00 0.00 0.40 381.78
44 25.41 0.00 0.00 0.50 378.14
45 24.89 0.00 0.00 0.90 376.90
46 24.22 0.00 0.00 1.60 377.39
47 23.54 0.00 0.00 1.10 376.71
48 22.87 0.00 0.00 3.21 373.76
49 22.18 0.00 0.00 3.21 372.06
50 21.40 0.00 0.00 2.40 371.47
51 20.62 0.00 0.00 2.91 367.90
52 20.18 0.00 0.00 0.80 367.62
53 19.74 0.00 0.00 0.50 367.91
54 19.42 0.00 0.00 0.30 364.47
55 19.10 9.87 0.00 0.80 364.62
56 21.25 130.58 291.84 0.30 371.92
57 22.85 328.14 461.94 0.40 371.10
58 24.33 503.95 497.04 0.50 373.25
59 25.23 586.50 376.44 0.40 369.61
60 25.92 636.22 336.34 0.70 368.50
61 26.55 712.52 497.05 1.50 366.48
62 27.03 740.54 648.64 1.60 363.69
63 27.10 597.37 622.76 1.50 364.48
64 26.69 415.77 491.89 2.20 364.93
65 25.79 208.45 347.79 3.51 369.22
66 24.73 44.09 58.55 4.41 375.40
67 24.00 0.00 0.00 2.00 378.52
68 23.28 0.00 0.00 0.80 374.42
69 22.55 0.00 0.00 0.80 372.52
70 21.83 0.00 0.00 3.21 370.28
71 21.10 0.00 0.00 2.91 367.44
72 20.38 0.00 0.00 6.21 363.24
73 20.04 0.00 0.00 4.41 363.73
74 19.67 0.00 0.00 5.61 361.22
75 19.31 0.00 0.00 5.21 360.31
76 19.11 0.00 0.00 10.32 359.48
77 18.91 0.00 0.00 5.61 357.06
78 18.76 0.00 0.00 2.00 354.94
79 18.61 10.71 0.00 1.80 354.71
80 21.42 147.89 396.16 0.90 363.27
81 23.34 351.00 543.53 0.90 364.50
82 25.04 539.25 635.93 1.60 361.83
83 26.42 670.04 606.66 3.81 359.92
84 27.49 743.65 627.82 2.20 361.82
85 28.19 745.17 594.52 2.20 362.08
86 28.59 705.26 594.22 2.20 363.90
87 28.54 553.39 437.32 1.10 368.83
88 27.91 371.49 342.49 2.00 373.40
89 26.90 205.73 288.95 1.20 371.00
90 25.65 47.10 121.83 0.10 376.50
91 25.08 0.00 0.00 0.10 378.77
92 24.59 0.00 0.00 0.10 375.78
93 23.97 0.00 0.00 0.50 375.93
94 23.34 0.00 0.00 0.70 375.44
95 22.72 0.00 0.00 0.10 373.67
96 22.10 0.00 0.00 0.30 372.33
97 21.63 0.00 0.00 1.50 372.43
98 21.10 0.00 0.00 1.10 369.22
99 20.58 0.00 0.00 2.20 370.39
100 20.29 0.00 0.00 3.21 370.86
101 20.01 0.00 0.00 3.51 369.21
102 19.80 0.00 0.00 3.81 368.18
103 19.59 12.06 0.00 1.20 372.14
104 21.42 93.09 50.72 1.20 376.66
105 22.82 236.82 114.92 3.21 376.54
106 24.79 465.34 348.43 4.41 368.31
107 25.71 496.73 176.54 6.81 370.02
108 26.50 551.13 200.73 4.71 369.02
109 27.54 725.46 506.97 2.20 361.92
110 28.54 832.33 835.83 1.20 354.94
111 29.10 753.07 1020.27 1.20 356.55
112 29.11 545.06 963.05 1.10 364.88
113 28.34 285.63 778.29 0.60 371.81
114 27.08 68.37 372.09 1.10 377.79
115 26.62 0.00 0.00 0.90 387.29
116 26.15 0.00 0.00 0.20 385.46
117 25.68 0.00 0.00 1.10 390.04
118 25.22 0.00 0.00 0.60 391.10
119 24.84 0.00 0.00 0.40 392.90
120 24.32 0.00 0.00 1.60 394.64
121 24.02 0.00 0.00 1.60 395.77
122 23.74 0.00 0.00 1.50 394.54
123 23.46 0.00 0.00 2.40 394.48
124 23.33 0.00 0.00 3.51 392.93
125 23.20 0.00 0.00 2.91 393.91
126 23.13 0.00 0.00 4.11 397.42
127 23.05 7.03 0.00 5.21 401.60
128 23.81 36.85 0.00 4.71 408.80
129 23.88 41.43 0.00 3.21 412.83
130 23.95 45.97 0.00 2.91 413.20
131 25.03 254.37 10.49 2.20 400.87
132 25.54 259.16 6.83 0.90 400.37
133 26.55 457.96 94.81 0.50 390.55
134 27.76 643.79 375.92 0.90 378.28
135 28.42 535.91 381.16 0.80 381.45
136 28.75 436.71 511.26 0.40 377.78
137 28.36 165.69 107.04 0.40 393.00
138 27.67 32.40 0.00 0.00 401.99
139 27.15 0.00 0.00 0.10 403.06
140 26.63 0.00 0.00 0.00 397.90
141 26.10 0.00 0.00 0.50 397.81
142 25.58 0.00 0.00 0.40 395.52
143 25.06 0.00 0.00 0.10 392.42
144 24.60 0.00 0.00 0.10 388.67
145 23.91 0.00 0.00 0.20 388.40
146 23.15 0.00 0.00 0.10 385.16
147 22.39 0.00 0.00 0.60 383.64
148 21.97 0.00 0.00 0.50 381.45
149 21.56 0.00 0.00 0.80 379.69
150 21.25 0.00 0.00 0.50 379.60
151 20.95 8.48 0.00 1.80 380.57
152 23.10 122.56 231.77 1.80 386.49
153 24.95 334.73 485.24 0.60 379.77
154 26.35 514.37 536.48 0.60 379.51
155 27.51 625.08 466.45 2.20 378.84
156 28.16 618.10 296.78 2.91 384.86
157 28.80 700.91 446.30 3.51 381.50
158 29.03 613.30 343.72 2.71 383.95
159 29.10 568.90 470.74 4.11 380.10
160 28.69 401.74 410.90 2.40 384.21
161 27.77 193.49 158.23 3.81 392.12
162 26.63 44.36 54.62 0.70 395.80
163 26.02 0.00 0.00 0.50 394.62
164 25.42 0.00 0.00 0.90 395.87
165 24.91 0.00 0.00 1.20 397.36
166 24.24 0.00 0.00 0.10 399.85
167 23.57 0.00 0.00 0.20 395.82
168 22.90 0.00 0.00 0.30 394.33
169 22.55 0.00 0.00 1.10 397.10
170 22.24 0.00 0.00 0.70 399.98
171 21.92 0.00 0.00 0.50 399.56
172 21.79 0.00 0.00 0.50 400.61
173 21.65 0.00 0.00 0.30 400.82
174 21.57 0.00 0.00 0.30 406.02
175 21.49 5.43 0.00 0.10 408.61
176 21.77 11.53 0.00 0.50 406.26
177 21.98 28.67 0.00 0.50 404.40
178 22.19 44.79 0.00 1.80 404.92
179 24.38 445.39 135.13 1.80 380.89
180 26.68 752.57 566.33 0.50 371.20
181 28.73 905.00 912.25 0.90 368.22
182 30.05 846.49 986.55 2.40 373.29
183 30.73 712.77 961.60 2.91 374.97
184 30.86 515.68 896.37 6.21 375.05
185 30.28 280.26 706.31 5.61 381.11
186 29.20 66.74 336.00 4.41 388.99
187 28.53 0.00 0.00 1.60 395.25
188 27.86 0.00 0.00 1.80 392.16
189 27.20 0.00 0.00 1.80 395.54
190 26.53 0.00 0.00 4.41 395.98
191 25.86 0.00 0.00 9.32 395.99
192 25.19 0.00 0.00 13.43 395.33
193 24.42 0.00 0.00 13.43 394.84
194 23.42 0.00 0.00 7.31 392.72
195 22.43 0.00 0.00 6.21 390.61
196 21.88 0.00 0.00 4.71 390.12
197 21.34 0.00 0.00 5.21 387.16
198 20.94 0.00 0.00 1.60 386.39
199 20.55 8.09 0.00 0.90 385.70
200 22.09 91.02 58.77 1.20 392.70
201 23.67 276.88 216.21 1.30 386.13
202 25.42 517.93 520.86 4.71 381.91
203 27.01 705.72 646.42 2.20 376.42
204 27.88 692.34 461.37 2.20 380.29
205 28.44 694.70 411.01 2.91 380.79
206 28.83 700.51 568.02 2.91 378.80
207 29.03 665.09 748.00 2.00 374.52
208 28.79 492.93 789.01 5.21 376.49
209 27.96 266.70 616.34 2.40 381.42
210 26.76 64.57 287.67 8.72 384.45
211 26.02 0.00 0.00 6.21 385.59
212 25.28 0.00 0.00 2.00 384.25
213 24.60 0.00 0.00 5.21 380.95
214 23.78 0.00 0.00 3.81 374.87
215 22.96 0.00 0.00 3.51 371.61
216 22.14 0.00 0.00 3.21 368.26
217 21.72 0.00 0.00 1.50 367.96
218 21.27 0.00 0.00 3.51 364.20
219 20.82 0.00 0.00 7.91 366.89
220 20.58 0.00 0.00 6.21 365.79
221 20.34 0.00 0.00 3.21 366.67
222 20.17 0.00 0.00 1.80 366.83
223 20.00 9.12 0.00 2.71 365.56
224 22.88 147.66 463.81 2.91 371.79
225 24.96 371.61 697.61 0.30 367.79
226 26.83 579.15 800.17 0.10 369.29
227 28.47 740.09 842.03 0.40 363.56
228 29.75 826.94 831.21 0.60 369.14
229 30.66 848.46 837.34 1.50 366.86
230 31.15 788.90 815.29 1.30 367.93
231 31.24 667.84 807.56 1.80 373.31
232 30.74 482.15 733.89 1.30 377.65
233 29.66 257.42 509.97 6.81 386.51
234 28.20 52.54 145.53 4.71 398.77
235 27.48 0.00 0.00 2.20 403.76
236 26.76 0.00 0.00 2.40 397.92
237 26.04 0.00 0.00 4.11 398.05
238 25.32 0.00 0.00 3.51 398.01
239 24.67 0.00 0.00 5.61 394.09
240 23.87 0.00 0.00 4.41 389.63
241 23.20 0.00 0.00 7.31 387.09
242 22.48 0.00 0.00 5.61 385.92
243 21.75 0.00 0.00 5.61 381.98
244 21.36 0.00 0.00 1.60 381.38
245 20.98 0.00 0.00 0.40 380.87
246 20.70 0.00 0.00 0.30 379.61
247 20.42 9.25 0.00 0.30 379.28
248 22.82 131.65 338.95 0.50 387.21
249 24.69 337.72 525.35 1.60 382.42
250 26.22 528.71 596.32 2.00 382.37
251 27.59 668.94 610.55 6.21 377.08
252 28.80 790.32 685.76 4.11 375.68
253 29.68 821.62 739.39 6.21 376.16
254 30.13 754.31 689.43 2.40 381.03
255 30.24 652.44 724.27 1.80 382.26
256 29.76 450.98 576.31 0.80 387.47
257 28.77 239.56 435.66 1.30 390.59
258 27.47 57.62 171.81 1.10 396.24
259 26.71 0.00 0.00 1.30 397.05
260 25.95 0.00 0.00 1.50 399.20
261 25.20 0.00 0.00 2.71 399.32
262 24.50 0.00 0.00 2.20 397.72
263 23.66 0.00 0.00 2.20 393.82
264 22.83 0.00 0.00 2.00 393.53
265 22.23 0.00 0.00 0.90 395.70
266 21.59 0.00 0.00 0.80 396.91
267 20.95 0.00 0.00 0.90 397.08
268 20.62 0.00 0.00 3.21 397.00
269 20.28 0.00 0.00 1.20 397.00
270 20.05 0.00 0.00 1.60 399.04
271 19.81 6.02 0.00 0.30 398.61
272 19.99 11.35 0.00 0.60 400.90
273 21.76 198.46 151.21 1.60 384.39
274 24.81 585.60 563.36 1.30 368.10
275 25.58 468.94 157.40 2.00 380.51
276 27.42 853.64 800.76 3.81 365.91
277 28.70 876.52 911.79 2.20 369.84
278 29.47 820.74 903.86 2.71 373.69
279 29.75 690.62 846.53 2.40 371.34
280 29.51 498.58 736.69 1.60 379.90
281 28.59 255.74 527.13 1.60 383.27
282 27.33 68.11 247.54 1.80 389.10
283 26.72 0.00 0.00 1.50 390.94
284 26.12 0.00 0.00 2.91 386.86
285 25.51 0.00 0.00 1.30 384.61
286 25.01 0.00 0.00 2.40 386.40
287 24.34 0.00 0.00 3.81 382.59
288 23.67 0.00 0.00 2.40 380.39
289 23.15 0.00 0.00 1.30 378.86
290 22.59 0.00 0.00 3.81 380.48
291 22.04 0.00 0.00 2.91 379.99
292 21.74 0.00 0.00 2.00 380.93
293 21.45 0.00 0.00 0.60 380.68
294 21.24 0.00 0.00 0.20 381.72
295 21.03 8.45 0.00 1.10 380.29
296 23.41 126.88 307.30 0.50 390.00
297 25.13 324.96 439.93 0.60 385.82
298 26.68 502.56 473.73 2.20 386.80
299 28.30 703.40 655.16 1.50 381.20
300 29.66 818.73 738.25 0.60 380.39
301 30.42 771.83 593.64 0.10 384.03
302 30.79 707.38 560.17 0.20 382.58
303 30.77 569.98 448.22 0.40 383.43
304 30.23 407.46 402.56 0.40 386.46
305 29.23 215.04 287.18 0.10 390.21
306 27.98 54.39 144.40 0.20 392.28
307 27.24 0.00 0.00 0.50 395.65
308 26.50 0.00 0.00 0.90 392.17
309 25.77 0.00 0.00 0.60 390.09
310 25.03 0.00 0.00 0.80 386.09
311 24.34 0.00 0.00 0.40 383.68
312 23.52 0.00 0.00 0.20 377.50
313 22.85 0.00 0.00 0.00 378.55
314 22.13 0.00 0.00 0.00 374.78
315 21.41 0.00 0.00 0.10 369.46
316 21.02 0.00 0.00 0.50 368.89
317 20.63 0.00 0.00 1.30 365.52
318 20.35 0.00 0.00 1.10 364.23
319 20.07 8.46 0.00 0.10 365.26
320 22.54 133.96 351.03 0.20 371.14
321 24.51 348.84 583.40 0.60 370.47
322 26.15 551.05 673.45 0.80 369.96
323 27.72 724.25 755.38 1.30 363.80
324 28.91 805.60 738.31 1.10 366.53
325 29.79 840.04 782.76 0.60 366.70
326 30.29 794.19 801.89 1.10 369.55
327 30.37 661.47 729.33 0.90 373.47
328 29.90 477.18 669.50 0.60 374.02
329 28.87 253.03 485.46 0.40 379.58
330 27.50 57.90 190.31 0.90 391.07
331 26.72 0.00 0.00 1.20 396.49
332 25.94 0.00 0.00 4.71 393.70
333 25.15 0.00 0.00 3.21 391.61
334 24.42 0.00 0.00 1.60 387.98
335 23.55 0.00 0.00 0.80 382.16
336 22.68 0.00 0.00 0.50 380.52
337 22.05 0.00 0.00 1.10 379.36
338 21.37 0.00 0.00 0.50 373.46
339 20.68 0.00 0.00 0.80 371.02
340 20.31 0.00 0.00 1.30 368.64
341 19.93 0.00 0.00 2.00 371.43
342 19.67 0.00 0.00 3.21 370.82
343 19.40 8.63 0.00 3.51 371.21
344 21.97 138.58 387.19 4.41 379.97
345 23.95 353.09 607.05 3.81 379.34
346 25.70 561.95 712.98 4.11 381.41
347 27.24 722.16 762.49 3.81 378.14
348 28.51 829.65 815.95 5.21 378.27
349 29.40 853.28 821.16 8.42 377.37
350 29.88 790.99 782.20 6.21 381.23
351 29.96 668.40 744.92 9.82 380.23
352 29.46 478.82 665.88 7.31 385.08
353 28.41 256.26 492.25 2.40 386.04
354 27.02 58.89 194.44 1.50 393.17
355 26.31 0.00 0.00 2.20 392.22
356 25.61 0.00 0.00 1.30 388.27
357 25.01 0.00 0.00 2.40 384.72
358 24.23 0.00 0.00 1.50 378.55
359 23.45 0.00 0.00 2.71 372.56
360 22.67 0.00 0.00 2.00 370.71
361 22.13 0.00 0.00 2.40 368.93
362 21.50 0.00 0.00 0.90 367.39
363 20.87 0.00 0.00 0.60 369.19
364 20.51 0.00 0.00 0.20 363.97
365 20.14 0.00 0.00 0.50 362.13
366 19.87 0.00 0.00 0.50 360.61
367 19.59 8.25 0.00 1.20 359.53
368 22.24 139.55 342.84 0.80 374.54
369 24.32 361.09 599.51 0.80 375.18
370 26.13 577.94 755.83 2.91 373.95
371 27.58 707.22 690.01 2.91 376.36
372 28.71 788.71 630.50 3.51 385.45
373 29.08 670.21 330.96 3.21 397.73
374 29.31 667.67 421.66 7.31 396.11
375 29.20 551.87 351.83 11.52 395.69
376 28.92 501.42 660.95 4.71 390.43
377 28.00 275.85 522.89 6.81 393.23
378 26.68 72.64 240.44 2.20 401.56
379 26.31 0.00 0.00 1.20 405.65
380 25.94 0.00 0.00 1.30 404.86
381 25.57 0.00 0.00 0.70 406.39
382 25.21 0.00 0.00 0.60 406.73
383 24.93 0.00 0.00 1.10 407.25
384 24.53 0.00 0.00 0.80 410.39
385 24.53 0.00 0.00 2.00 411.23
386 24.56 0.00 0.00 1.30 412.24
387 24.58 0.00 0.00 0.60 415.32
388 24.60 0.00 0.00 2.00 419.18
389 24.62 0.00 0.00 2.40 420.69
390 24.64 0.00 0.00 0.70 421.39
391 24.65 2.47 0.00 1.50 423.71
392 25.54 56.03 0.00 0.90 428.40
393 26.38 154.08 5.35 0.60 428.62
394 27.10 217.22 7.27 0.90 429.82
395 27.40 270.03 9.25 1.10 436.52
396 27.94 247.53 2.56 1.80 435.16
397 27.99 202.81 1.27 2.40 436.93
398 28.04 214.27 1.74 2.91 440.82
399 27.69 134.55 0.00 5.21 444.35
400 27.39 64.57 0.00 4.41 445.20
401 26.88 41.79 0.00 3.81 444.26
402 26.63 20.48 0.00 4.41 434.63
403 26.53 0.00 0.00 5.61 431.38
404 25.64 0.00 0.00 9.12 430.21
405 26.13 0.00 0.00 8.72 430.44
406 25.60 0.00 0.00 7.91 432.30
407 25.58 0.00 0.00 6.81 433.61
408 24.08 0.00 0.00 7.31 429.01
409 25.49 0.00 0.00 6.21 436.88
410 24.84 0.00 0.00 6.21 431.91
411 25.00 0.00 0.00 7.91 432.54
412 25.09 0.00 0.00 10.82 436.09
413 24.95 0.00 0.00 6.21 430.67
414 24.94 0.00 0.00 4.41 434.85
415 24.98 0.74 0.00 1.60 433.08
416 25.11 11.48 0.00 1.50 431.59
417 25.27 27.53 0.00 1.80 427.05
418 25.45 50.46 0.00 2.00 427.20
419 25.62 59.62 0.00 1.30 422.82
420 25.74 65.75 0.00 2.91 421.85
421 25.86 77.39 0.00 2.71 423.73
422 27.23 557.10 239.50 2.91 395.06
423 28.06 472.56 163.27 2.40 400.16
424 28.43 341.82 123.33 2.91 401.14
425 28.45 188.82 103.66 1.30 402.28
426 28.08 50.66 57.27 3.21 407.27
427 27.74 0.00 0.00 3.81 409.16
428 27.40 0.00 0.00 5.21 409.98
429 27.06 0.00 0.00 2.71 411.65
430 26.71 0.00 0.00 1.50 408.99
431 26.37 0.00 0.00 2.40 408.32
432 26.03 0.00 0.00 2.00 407.34
433 25.64 0.00 0.00 3.21 409.90
434 25.22 0.00 0.00 4.71 403.48
435 24.89 0.00 0.00 4.11 403.14
436 24.64 0.00 0.00 1.20 405.02
437 24.39 0.00 0.00 1.60 406.03
438 24.21 0.00 0.00 1.50 405.41
439 24.03 5.27 0.00 3.21 406.21
440 25.18 65.07 0.00 1.20 409.45
441 26.20 180.26 18.21 0.60 407.78
442 27.59 356.52 127.73 3.21 404.12
443 28.23 348.49 26.19 2.71 409.03
444 28.68 370.36 27.20 1.60 408.17
445 28.98 372.58 24.83 2.20 407.88
446 29.74 583.08 282.11 3.51 394.81
447 30.36 609.25 499.36 3.51 388.06
448 30.61 500.46 677.05 4.11 383.00
449 30.26 271.97 483.55 0.90 392.14
450 29.43 84.00 315.05 0.60 393.32
451 28.85 0.00 0.00 0.50 399.94
452 28.26 0.00 0.00 0.20 403.69
453 27.67 0.00 0.00 0.20 398.39
454 27.09 0.00 0.00 0.30 396.86
455 26.50 0.00 0.00 2.40 397.81
456 25.92 0.00 0.00 0.90 397.34
457 25.46 0.00 0.00 1.30 398.43
458 24.98 0.00 0.00 0.80 396.01
459 24.57 0.00 0.00 0.30 396.66
460 24.29 0.00 0.00 0.20 396.17
461 24.02 0.00 0.00 0.40 392.55
462 23.84 0.00 0.00 0.90 395.13
463 23.65 5.19 0.00 0.80 396.07
464 25.23 94.32 81.44 1.60 401.87
465 26.76 281.51 193.18 2.00 392.90
466 27.95 406.08 195.56 1.80 398.04
467 28.78 463.44 142.52 1.80 396.17
468 30.42 810.05 605.16 1.30 383.07
469 31.29 733.87 481.96 0.80 391.87
470 31.86 713.21 535.51 0.60 391.45
471 32.03 587.35 411.51 0.10 395.19
472 31.49 344.09 153.05 0.00 403.97
473 30.49 142.35 20.02 0.00 414.85
474 29.36 22.05 0.00 0.10 427.05
475 28.73 0.00 0.00 0.40 427.92
476 28.10 0.00 0.00 0.10 423.33
477 27.47 0.00 0.00 0.20 421.09
478 26.84 0.00 0.00 0.90 416.58
479 26.21 0.00 0.00 0.80 417.68
480 25.58 0.00 0.00 0.80 414.57
481 25.01 0.00 0.00 1.60 411.75
482 24.44 0.00 0.00 2.20 409.93
483 23.76 0.00 0.00 0.50 406.28
484 23.38 0.00 0.00 2.20 401.76
485 23.01 0.00 0.00 1.10 399.69
486 22.74 0.00 0.00 1.30 398.27
487 22.48 5.55 0.00 1.20 391.87
488 24.18 93.56 66.33 1.20 397.06
489 25.42 249.16 121.19 1.10 391.92
490 26.15 310.52 57.23 2.71 402.29
491 27.16 466.77 127.12 3.51 395.82
492 27.89 511.81 129.13 5.21 398.68
493 28.58 589.40 200.85 4.11 395.35
494 28.94 540.98 182.47 5.21 397.68
495 29.10 494.90 212.13 3.51 397.28
496 28.94 374.19 173.37 5.61 397.76
497 28.44 247.55 330.28 3.51 397.93
498 27.59 84.12 227.91 2.00 394.23
499 26.87 0.00 0.00 3.21 394.00
500 26.16 0.00 0.00 3.21 393.88
501 25.44 0.00 0.00 2.20 394.91
502 24.80 0.00 0.00 1.80 394.33
503 24.01 0.00 0.00 1.60 392.31
504 23.21 0.00 0.00 0.70 392.34
505 22.67 0.00 0.00 0.30 389.95
506 22.08 0.00 0.00 0.80 388.89
507 21.49 0.00 0.00 0.30 386.93
508 21.17 0.00 0.00 0.10 385.27
509 20.86 0.00 0.00 0.50 383.60
510 20.64 0.00 0.00 0.20 382.49
511 20.41 6.79 0.00 0.10 381.37
512 22.74 122.46 272.97 0.20 395.01
513 24.38 296.53 337.22 0.70 394.33
514 25.93 489.50 418.82 1.80 393.23
515 27.50 671.86 564.61 0.70 383.74
516 28.88 801.13 661.75 2.00 383.80
517 29.82 814.61 629.58 3.21 386.15
518 30.46 802.85 711.28 1.50 389.02
519 30.59 646.28 611.32 1.50 389.32
520 30.15 459.78 511.55 1.30 390.38
521 29.20 261.20 410.77 0.50 391.97
522 27.91 69.92 197.97 0.60 396.45
523 27.23 0.00 0.00 0.00 398.18
524 26.54 0.00 0.00 0.30 397.69
525 25.86 0.00 0.00 0.10 395.18
526 25.18 0.00 0.00 0.10 392.21
527 24.56 0.00 0.00 0.40 392.83
528 23.81 0.00 0.00 0.10 388.86
529 23.24 0.00 0.00 0.40 386.00
530 22.60 0.00 0.00 2.00 384.07
531 21.96 0.00 0.00 3.81 382.68
532 21.60 0.00 0.00 5.21 385.76
533 21.25 0.00 0.00 1.80 384.42
534 20.99 0.00 0.00 2.00 384.22
535 20.74 6.71 0.00 1.30 383.85
536 22.79 109.25 126.19 0.70 392.79
537 24.58 299.63 334.99 0.30 390.72
538 26.09 483.45 398.46 0.40 389.19
539 27.72 683.05 588.79 0.30 383.38
540 29.03 785.72 661.05 0.50 384.67
541 30.00 825.17 667.03 0.40 387.92
542 30.57 782.42 683.60 1.10 389.68
543 30.74 669.55 691.32 1.60 390.49
544 30.37 487.24 635.24 2.00 392.10
545 29.45 279.62 458.84 3.21 393.86
546 28.13 74.62 202.56 2.71 403.62
547 27.64 0.00 0.00 1.60 410.55
548 27.16 0.00 0.00 0.30 407.66
549 26.67 0.00 0.00 0.40 406.75
550 26.19 0.00 0.00 0.40 409.63
551 25.70 0.00 0.00 0.40 412.52
552 25.22 0.00 0.00 0.60 417.01
553 24.99 0.00 0.00 0.90 415.90
554 24.87 0.00 0.00 0.40 418.56
555 24.63 0.00 0.00 0.40 421.80
556 24.52 0.00 0.00 1.20 424.48
557 24.40 0.00 0.00 1.20 429.24
558 24.33 0.00 0.00 0.50 431.22
559 24.26 2.39 0.00 1.30 433.26
560 24.41 9.75 0.00 1.10 433.94
561 25.08 85.27 0.00 2.40 429.74
562 25.55 128.71 0.00 1.20 430.55
563 26.35 255.50 7.73 3.81 427.29
564 26.85 262.64 6.93 2.40 429.64
565 27.89 505.83 107.83 4.11 417.14
566 28.39 405.35 35.11 4.41 423.64
567 28.66 355.09 34.65 4.71 427.86
568 28.54 211.95 11.41 5.21 431.20
569 28.12 96.21 0.00 8.42 439.81
570 27.57 21.97 0.00 6.21 441.45
571 27.11 0.00 0.00 2.71 432.79
572 26.66 0.00 0.00 2.71 430.18
573 26.20 0.00 0.00 2.20 426.83
574 25.75 0.00 0.00 4.41 422.05
575 25.29 0.00 0.00 3.51 417.86
576 24.93 0.00 0.00 1.50 413.75
577 24.36 0.00 0.00 2.40 410.52
578 23.74 0.00 0.00 2.40 409.56
579 23.11 0.00 0.00 4.71 407.17
580 22.77 0.00 0.00 3.51 405.12
581 22.43 0.00 0.00 2.40 405.62
582 22.18 0.00 0.00 1.10 402.36
583 21.93 4.93 0.00 2.00 399.61
584 23.14 63.90 0.00 0.90 401.48
585 24.55 211.01 68.79 0.40 397.00
586 25.98 396.01 171.16 0.50 393.97
587 27.20 508.72 175.71 0.90 396.73
588 28.35 628.44 286.41 1.60 395.98
589 29.26 686.92 329.56 4.11 392.07
590 30.22 809.81 681.53 6.21 386.43
591 30.69 705.24 797.69 4.71 388.78
592 30.71 534.88 718.67 7.31 391.31
593 30.04 302.75 535.91 3.21 396.19
594 28.89 88.27 259.20 3.81 399.74
595 28.40 0.00 0.00 1.80 403.70
596 27.92 0.00 0.00 3.21 403.69
597 27.43 0.00 0.00 1.20 404.04
598 26.95 0.00 0.00 0.60 405.60
599 26.46 0.00 0.00 0.50 402.16
600 25.97 0.00 0.00 0.10 404.72
601 25.71 0.00 0.00 0.30 404.01
602 25.44 0.00 0.00 0.80 405.76
603 25.17 0.00 0.00 0.20 404.76
604 25.02 0.00 0.00 0.50 408.63
605 24.98 0.00 0.00 0.60 409.53
606 24.88 0.00 0.00 0.70 412.32
607 24.77 3.18 0.00 2.71 412.65
608 25.49 51.15 0.00 0.70 416.05
609 26.47 175.13 19.90 1.10 411.34
610 27.53 313.54 41.52 1.30 406.95
611 28.42 406.43 68.98 1.60 404.02
612 28.85 373.62 22.72 2.71 411.83
613 29.22 409.17 26.92 1.10 412.53
614 29.34 342.74 18.18 2.40 417.67
615 29.45 356.08 44.39 0.90 416.04
616 28.98 152.43 0.00 2.91 429.96
617 28.30 41.22 0.00 1.10 435.61
618 27.66 6.82 0.00 1.60 436.77
619 27.35 0.00 0.00 2.20 438.34
620 27.04 0.00 0.00 1.60 435.22
621 26.73 0.00 0.00 3.81 430.46
622 26.43 0.00 0.00 1.60 428.65
623 26.12 0.00 0.00 3.51 424.63
624 25.81 0.00 0.00 1.60 419.64
625 25.54 0.00 0.00 1.10 419.56
626 25.28 0.00 0.00 2.91 420.65
627 25.01 0.00 0.00 4.41 419.19
628 24.99 0.00 0.00 5.21 421.03
629 24.84 0.00 0.00 2.00 417.53
630 24.74 0.00 0.00 3.21 414.24
631 24.65 4.68 0.00 4.71 417.91
