# Location:	Subtropic/Chennai airport, Year: 2021-2040, Longitude: -80.183, STD longitude: -82.5, Latitude: 13.000	
# NB: The longitudes are defined negative for values to the east and positive to the west.
TIME ta Ghoris Gbn w10 EL
2059 31.35 2.14 0.00 1.70 439.20
2060 30.90 0.00 0.00 1.30 441.75
2061 30.46 0.00 0.00 0.80 439.44
2062 30.01 0.00 0.00 0.60 436.32
2063 29.57 0.00 0.00 0.50 433.93
2064 29.13 0.00 0.00 1.70 430.52
2065 28.70 0.00 0.00 0.60 425.85
2066 28.25 0.00 0.00 0.20 418.37
2067 27.80 0.00 0.00 0.40 417.01
2068 27.57 0.00 0.00 0.30 415.17
2069 27.33 0.00 0.00 0.30 412.10
2070 27.17 0.00 0.00 0.30 413.99
2071 27.93 47.41 129.95 0.10 413.66
2072 29.62 255.03 404.52 0.10 410.32
2073 30.26 270.32 63.11 0.20 431.14
2074 31.99 614.61 375.96 0.20 414.39
2075 31.84 258.52 27.40 0.30 444.54
2076 32.58 564.24 105.46 1.00 430.13
2077 33.13 645.71 163.14 0.70 424.51
2078 33.56 552.01 114.15 1.50 427.66
2079 34.22 692.01 429.36 1.50 413.65
2080 34.49 575.76 512.29 1.30 410.92
2081 33.63 191.48 38.59 1.70 436.71
2082 32.75 37.15 0.00 1.10 449.71
2083 32.06 0.50 0.00 1.10 443.64
2084 31.36 0.00 0.00 1.00 442.87
2085 30.66 0.00 0.00 1.50 436.29
2086 29.96 0.00 0.00 1.50 433.05
2087 29.27 0.00 0.00 1.30 430.93
2088 28.57 0.00 0.00 1.50 425.20
2089 27.97 0.00 0.00 2.11 418.94
2090 27.29 0.00 0.00 1.90 417.19
2091 26.61 0.00 0.00 2.81 414.33
2092 26.23 0.00 0.00 2.81 414.31
2093 25.86 0.00 0.00 1.10 412.18
2094 25.58 0.00 0.00 0.80 411.63
2095 26.31 46.38 104.36 1.50 412.56
2096 27.95 243.81 475.44 1.30 410.92
2097 29.79 475.37 593.45 1.70 410.38
2098 31.60 687.10 618.67 1.90 411.22
2099 33.02 843.33 620.75 3.21 414.84
2100 34.70 938.84 617.39 2.31 416.90
2101 35.94 962.06 624.59 2.11 417.58
2102 36.65 887.40 650.95 2.31 418.73
2103 36.88 769.79 653.02 1.50 420.57
2104 36.48 570.56 576.17 1.30 424.85
2105 35.36 344.74 465.51 1.00 427.37
2106 33.71 125.31 304.13 0.70 430.53
2107 32.79 6.14 0.00 1.30 431.59
2108 32.30 0.00 0.00 0.80 436.85
2109 31.58 0.00 0.00 1.50 438.68
2110 30.86 0.00 0.00 1.30 437.58
2111 30.14 0.00 0.00 1.30 437.86
2112 29.42 0.00 0.00 1.30 439.12
2113 29.07 0.00 0.00 2.61 439.67
2114 28.71 0.00 0.00 3.01 436.95
2115 28.34 0.00 0.00 3.01 436.36
2116 28.15 0.00 0.00 2.61 439.49
2117 27.90 0.00 0.00 2.31 436.64
2118 27.63 0.00 0.00 2.61 436.08
2119 28.26 28.85 0.00 2.31 441.19
2120 29.67 209.07 217.27 4.11 431.48
2121 29.49 222.90 23.42 3.91 444.58
2122 28.73 206.17 6.29 3.71 449.26
2123 30.89 321.58 14.09 2.11 444.76
2124 31.38 482.39 59.41 1.10 442.98
2125 32.05 382.27 19.77 1.90 450.65
2126 32.06 408.27 38.67 1.30 447.89
2127 31.66 237.71 5.74 1.30 455.57
2128 32.06 284.71 27.23 1.50 448.03
2129 31.77 208.29 41.75 3.21 445.48
2130 31.50 59.98 0.00 3.71 452.55
2131 30.85 3.79 0.00 3.01 447.44
2132 30.20 0.00 0.00 1.90 443.52
2133 29.55 0.00 0.00 1.30 441.18
2134 28.90 0.00 0.00 0.60 438.16
2135 28.21 0.00 0.00 0.50 434.81
2136 27.53 0.00 0.00 1.30 430.03
2137 27.04 0.00 0.00 0.70 431.12
2138 26.43 0.00 0.00 1.10 426.32
2139 25.82 0.00 0.00 3.71 421.55
2140 25.49 0.00 0.00 4.61 418.55
2141 25.16 0.00 0.00 3.71 415.57
2142 24.93 0.00 0.00 3.91 413.18
2143 25.58 43.36 65.56 3.01 416.25
2144 27.32 266.68 473.35 3.01 406.87
2145 29.32 535.78 745.84 2.11 403.02
2146 31.24 773.05 829.34 3.01 399.11
2147 32.62 848.31 569.52 2.81 401.56
2148 33.19 777.68 341.06 4.11 413.36
2149 33.76 756.94 286.03 4.81 416.00
2150 33.97 675.52 191.47 5.81 419.30
2151 33.88 577.54 225.87 5.81 417.93
2152 33.10 378.18 103.92 6.72 418.35
2153 32.48 270.23 133.94 5.21 414.95
2154 31.43 96.81 78.20 8.42 421.89
2155 30.70 5.46 0.00 9.02 419.06
2156 29.97 0.00 0.00 7.62 419.39
2157 29.24 0.00 0.00 6.72 419.37
2158 28.51 0.00 0.00 5.21 419.76
2159 27.77 0.00 0.00 5.51 418.34
2160 27.04 0.00 0.00 5.21 415.08
2161 26.90 0.00 0.00 5.43 410.76
2162 26.35 0.00 0.00 4.42 410.00
2163 25.80 0.00 0.00 3.82 407.54
2164 25.50 0.00 0.00 4.62 407.22
2165 25.20 0.00 0.00 3.82 405.18
2166 25.06 0.00 0.00 3.52 408.35
2167 25.59 44.45 70.81 3.82 409.80
2168 26.98 235.58 354.70 6.03 407.53
2169 28.19 393.18 193.52 3.82 410.57
2170 29.44 571.43 311.95 3.62 407.88
2171 30.38 641.79 228.25 4.62 407.70
2172 31.21 728.50 216.17 4.62 407.27
2173 31.89 780.13 320.85 3.52 404.74
2174 32.30 731.87 318.28 3.32 405.34
2175 32.72 801.34 646.65 2.31 397.11
2176 32.71 572.47 562.20 0.50 399.70
2177 32.14 328.31 349.26 0.40 403.47
2178 31.16 94.54 82.34 0.70 417.50
2179 30.47 4.47 0.00 1.61 413.82
2180 29.78 0.00 0.00 1.61 412.88
2181 29.09 0.00 0.00 1.21 409.84
2182 28.39 0.00 0.00 1.91 406.10
2183 27.70 0.00 0.00 2.51 407.46
2184 27.01 0.00 0.00 3.32 403.65
2185 26.58 0.00 0.00 2.81 400.02
2186 26.10 0.00 0.00 2.51 398.06
2187 25.61 0.00 0.00 2.81 397.44
2188 25.35 0.00 0.00 4.62 398.86
2189 25.17 0.00 0.00 6.43 396.84
2190 24.96 0.00 0.00 5.43 396.80
2191 25.56 47.90 61.90 5.73 397.18
2192 26.87 226.54 302.74 4.92 397.89
2193 28.60 488.26 545.97 5.13 394.01
2194 30.08 658.54 539.76 5.73 393.97
2195 31.47 827.38 564.92 6.03 391.38
2196 32.41 842.45 481.52 5.73 393.34
2197 33.09 851.63 489.00 8.54 393.14
2198 33.37 828.29 513.03 8.54 392.17
2199 33.41 646.86 333.20 8.04 400.26
2200 33.02 504.00 347.83 7.64 403.00
2201 32.57 314.83 324.34 8.54 408.90
2202 31.55 118.72 220.48 6.73 413.22
2203 30.94 6.03 0.00 4.92 410.59
2204 30.33 0.00 0.00 4.42 414.84
2205 29.72 0.00 0.00 4.42 415.59
2206 29.10 0.00 0.00 6.03 413.96
2207 28.49 0.00 0.00 7.14 416.53
2208 27.88 0.00 0.00 6.73 417.71
2209 27.52 0.00 0.00 7.14 415.71
2210 27.15 0.00 0.00 6.03 414.25
2211 26.78 0.00 0.00 7.14 414.21
2212 26.59 0.00 0.00 8.04 412.04
2213 26.40 0.00 0.00 9.04 411.68
2214 26.28 0.00 0.00 6.03 414.71
2215 26.82 36.04 2.84 4.62 416.46
2216 27.74 158.76 50.36 4.62 411.60
2217 29.13 372.76 182.72 6.03 405.09
2218 30.22 479.87 148.51 5.13 404.03
2219 31.61 721.96 337.37 4.92 399.23
2220 32.98 896.74 545.79 4.42 394.35
2221 33.59 787.07 328.83 5.73 400.74
2222 34.00 666.50 235.55 5.73 409.90
2223 34.25 635.55 311.81 5.73 407.94
2224 33.89 423.50 177.33 4.22 409.94
2225 32.96 211.97 65.56 3.52 417.86
2226 32.24 37.36 0.00 3.82 430.61
2227 31.62 5.23 0.00 4.62 433.11
2228 30.99 0.00 0.00 4.92 433.22
2229 30.36 0.00 0.00 5.33 431.79
2230 29.73 0.00 0.00 4.92 433.94
2231 29.11 0.00 0.00 5.13 427.55
2232 28.48 0.00 0.00 4.02 425.77
2233 27.89 0.00 0.00 4.92 419.69
2234 27.26 0.00 0.00 4.62 418.70
2235 26.63 0.00 0.00 4.92 417.24
2236 26.30 0.00 0.00 5.73 414.36
2237 25.96 0.00 0.00 4.02 408.33
2238 25.72 0.00 0.00 4.02 410.53
2239 26.42 50.11 102.05 3.62 412.06
2240 27.81 246.75 349.59 4.22 407.00
2241 29.51 504.00 546.76 3.62 401.74
2242 30.77 623.64 401.46 2.71 403.75
2243 31.84 734.49 358.45 1.91 405.02
2244 32.64 774.39 331.40 0.90 407.75
2245 33.10 844.87 448.34 2.11 404.46
2246 33.73 833.06 518.42 2.11 405.00
2247 33.75 610.52 279.41 3.62 412.42
2248 33.14 405.11 137.41 2.81 420.41
2249 32.61 249.53 92.36 3.32 425.08
2250 31.64 85.54 38.93 3.82 428.83
2251 30.98 5.14 0.00 4.22 428.93
2252 30.32 0.00 0.00 3.01 425.22
2253 29.65 0.00 0.00 3.01 421.12
2254 28.99 0.00 0.00 3.32 418.43
2255 28.33 0.00 0.00 4.62 417.65
2256 27.67 0.00 0.00 3.82 417.45
2257 27.21 0.00 0.00 4.22 415.21
2258 26.72 0.00 0.00 4.22 411.51
2259 26.23 0.00 0.00 3.62 409.66
2260 25.97 0.00 0.00 3.82 407.66
2261 25.71 0.00 0.00 2.51 406.31
2262 25.52 0.00 0.00 2.51 405.85
2263 26.34 55.42 171.48 1.21 408.12
2264 27.82 251.26 415.66 0.90 402.65
2265 29.55 496.13 620.90 1.41 398.63
2266 31.22 709.27 657.90 1.91 395.25
2267 32.66 855.81 625.10 1.91 396.24
2268 33.66 920.90 587.08 3.32 396.17
2269 34.64 909.27 536.11 5.13 402.35
2270 35.15 825.01 514.80 4.62 402.48
2271 35.21 678.72 393.31 6.03 404.16
2272 34.72 498.67 344.36 6.43 409.05
2273 33.74 313.00 337.56 4.92 406.16
2274 32.75 112.02 143.00 4.22 414.57
2275 32.01 6.10 0.00 3.32 415.30
2276 31.26 0.00 0.00 3.32 418.99
2277 30.51 0.00 0.00 2.71 417.48
2278 29.77 0.00 0.00 2.51 413.46
2279 29.02 0.00 0.00 3.32 413.27
2280 28.27 0.00 0.00 3.01 413.83
2281 27.69 0.00 0.00 3.01 413.33
2282 27.08 0.00 0.00 1.41 409.89
2283 26.48 0.00 0.00 1.41 406.77
2284 26.16 0.00 0.00 1.21 405.59
2285 25.84 0.00 0.00 0.50 408.87
2286 25.62 0.00 0.00 0.50 410.06
2287 26.23 41.94 23.51 0.50 413.73
2288 27.31 187.29 92.74 0.20 411.18
2289 28.46 346.13 130.47 0.10 411.62
2290 30.12 637.91 421.92 0.40 401.10
2291 31.81 868.59 600.90 0.20 397.96
2292 33.12 1034.56 853.40 0.20 392.14
2293 34.56 1052.08 882.60 0.60 394.85
2294 35.48 988.81 858.46 0.90 397.69
2295 35.83 819.25 702.73 1.11 400.99
2296 35.12 461.37 260.39 0.50 413.64
2297 34.26 368.03 510.47 0.60 405.05
2298 32.93 144.47 370.12 1.41 409.13
2299 32.48 7.45 0.00 1.21 408.34
2300 31.76 0.00 0.00 1.91 409.72
2301 31.04 0.00 0.00 1.61 409.37
2302 30.32 0.00 0.00 1.41 407.78
2303 29.61 0.00 0.00 1.61 407.12
2304 28.89 0.00 0.00 1.41 403.68
2305 28.30 0.00 0.00 0.90 402.86
2306 27.66 0.00 0.00 0.60 402.89
2307 27.03 0.00 0.00 0.30 403.90
2308 26.69 0.00 0.00 0.30 403.21
2309 26.35 0.00 0.00 0.20 406.28
2310 26.11 0.00 0.00 1.11 409.12
2311 26.91 54.97 152.34 0.70 411.05
2312 28.33 246.72 387.12 0.80 404.22
2313 29.90 467.38 475.98 1.61 406.87
2314 31.39 655.68 510.15 3.01 405.75
2315 32.80 830.26 551.58 3.62 400.68
2316 33.97 946.04 596.76 4.22 400.14
2317 35.09 952.40 570.58 4.02 401.31
2318 35.69 862.32 566.89 3.52 404.60
2319 35.94 767.67 613.74 3.52 402.86
2320 35.63 565.35 560.62 2.31 410.91
2321 34.67 337.18 435.44 0.90 415.47
2322 33.27 122.22 278.78 0.70 419.45
2323 32.67 6.23 0.00 0.60 419.10
2324 31.86 0.00 0.00 1.11 423.84
2325 31.05 0.00 0.00 1.21 423.63
2326 30.25 0.00 0.00 1.91 421.21
2327 29.44 0.00 0.00 1.21 417.11
2328 28.63 0.00 0.00 0.60 413.80
2329 28.04 0.00 0.00 0.60 410.34
2330 27.39 0.00 0.00 0.80 407.98
2331 26.74 0.00 0.00 0.80 402.30
2332 26.40 0.00 0.00 1.91 403.33
2333 26.05 0.00 0.00 1.61 402.30
2334 25.80 0.00 0.00 2.11 404.89
2335 26.63 56.79 115.27 2.71 409.03
2336 28.46 297.39 544.20 1.91 398.85
2337 30.35 551.50 808.22 2.51 402.07
2338 32.14 773.23 857.11 2.71 399.80
2339 33.57 938.32 872.82 4.02 401.19
2340 35.19 1031.43 869.66 2.51 401.40
2341 36.37 1045.80 863.74 3.52 404.42
2342 37.08 981.86 868.82 3.52 401.90
2343 37.32 846.98 867.33 4.02 403.55
2344 36.98 644.93 834.31 5.73 404.06
2345 35.95 401.55 748.12 5.73 404.57
2346 34.38 151.42 513.88 4.92 414.64
2347 33.24 6.39 0.00 4.02 411.64
2348 32.55 0.00 0.00 2.81 415.13
2349 31.65 0.00 0.00 2.81 411.29
2350 30.76 0.00 0.00 3.01 408.61
2351 29.87 0.00 0.00 3.01 411.33
2352 28.97 0.00 0.00 3.52 412.55
2353 28.32 0.00 0.00 2.51 410.55
2354 27.60 0.00 0.00 1.61 413.00
2355 26.88 0.00 0.00 2.51 408.98
2356 26.49 0.00 0.00 1.91 409.83
2357 26.10 0.00 0.00 1.11 408.30
2358 25.82 0.00 0.00 0.80 408.92
2359 26.65 58.09 159.96 1.91 410.95
2360 28.36 288.59 564.24 0.90 396.94
2361 30.14 533.42 715.98 0.80 397.81
2362 31.84 750.72 776.42 1.61 391.89
2363 33.06 905.98 769.72 2.31 396.67
2364 34.57 992.57 750.26 2.31 400.43
2365 35.68 1013.09 765.87 1.21 404.20
2366 36.35 952.32 779.80 0.30 409.01
2367 36.55 813.40 759.62 0.60 409.50
2368 36.21 623.43 756.24 0.80 412.57
2369 35.19 382.73 653.36 0.60 414.65
2370 33.66 143.48 444.08 1.21 419.26
2371 32.99 6.31 0.00 1.21 416.30
2372 32.21 0.00 0.00 0.80 422.30
2373 31.43 0.00 0.00 1.11 420.95
2374 30.65 0.00 0.00 1.11 420.17
2375 29.87 0.00 0.00 0.90 420.65
2376 29.09 0.00 0.00 1.61 418.11
2377 28.61 0.00 0.00 3.01 413.19
2378 28.08 0.00 0.00 3.62 409.44
2379 27.55 0.00 0.00 3.01 407.90
2380 27.27 0.00 0.00 3.32 408.19
2381 26.98 0.00 0.00 2.81 408.98
2382 26.78 0.00 0.00 3.01 414.46
2383 27.63 57.69 132.36 4.22 421.30
2384 29.03 242.53 339.77 3.82 415.57
2385 30.67 475.45 483.34 3.62 413.97
2386 32.23 669.79 566.31 3.32 409.89
2387 33.37 799.55 497.05 3.62 411.25
2388 34.62 842.82 471.48 2.31 413.37
2389 35.58 870.70 490.90 3.32 415.65
2390 36.09 794.64 475.85 2.51 416.28
2391 36.22 680.92 426.37 2.71 417.66
2392 35.93 533.64 429.67 3.32 419.70
2393 35.05 328.96 402.80 4.92 418.97
2394 33.72 121.36 272.12 7.64 423.19
2395 33.11 6.29 0.00 7.14 417.92
2396 32.39 0.00 0.00 8.54 420.70
2397 31.67 0.00 0.00 7.14 419.07
2398 30.95 0.00 0.00 6.73 419.31
2399 30.24 0.00 0.00 7.14 419.17
2400 29.52 0.00 0.00 8.04 412.47
2401 29.02 0.00 0.00 9.45 418.02
2402 28.48 0.00 0.00 8.54 420.17
2403 27.95 0.00 0.00 6.73 417.74
2404 27.66 0.00 0.00 7.64 419.27
2405 27.38 0.00 0.00 7.64 416.59
2406 27.18 0.00 0.00 7.64 417.88
2407 27.89 48.27 40.81 9.04 416.87
2408 29.00 194.61 98.96 6.43 411.14
2409 30.52 421.11 302.39 6.43 406.81
2410 31.88 581.03 305.25 6.73 403.58
2411 33.19 741.41 364.73 10.05 403.78
2412 33.91 712.12 248.77 10.05 411.65
2413 34.85 796.98 341.33 9.45 412.71
2414 35.73 871.08 573.51 7.64 406.69
2415 36.06 714.49 501.71 11.16 411.67
2416 35.92 533.59 441.64 9.04 414.74
2417 35.13 320.80 356.84 13.17 416.82
2418 33.88 109.42 126.25 9.04 427.08
2419 33.18 5.33 0.00 11.16 426.11
2420 32.42 0.00 0.00 11.16 426.51
2421 31.65 0.00 0.00 10.35 424.41
2422 30.88 0.00 0.00 8.04 425.94
2423 30.12 0.00 0.00 5.73 427.03
2424 29.35 0.00 0.00 5.33 422.72
2425 28.74 0.00 0.00 4.62 420.40
2426 28.09 0.00 0.00 4.62 420.06
2427 27.44 0.00 0.00 6.03 416.20
2428 27.09 0.00 0.00 6.43 412.95
2429 26.74 0.00 0.00 4.42 413.29
2430 26.49 0.00 0.00 5.13 411.40
2431 27.21 50.17 68.15 4.22 414.15
2432 27.97 155.72 31.22 4.42 420.95
2433 28.99 313.85 93.35 5.13 420.68
2434 30.64 618.61 355.49 4.42 405.46
2435 32.45 890.97 648.13 4.62 400.69
2436 33.48 890.83 525.98 5.73 412.15
2437 33.91 663.37 180.39 5.33 427.49
2438 34.32 707.38 297.57 4.62 420.38
2439 34.58 680.41 408.55 5.33 416.82
2440 34.48 539.83 447.34 6.43 415.75
2441 33.68 307.02 307.05 6.03 418.87
2442 32.84 108.79 123.40 5.13 422.59
2443 32.10 5.53 0.00 6.73 421.16
2444 31.36 0.00 0.00 7.64 418.90
2445 30.61 0.00 0.00 6.73 414.44
2446 29.87 0.00 0.00 6.43 407.77
2447 29.13 0.00 0.00 6.03 405.63
2448 28.38 0.00 0.00 5.43 401.13
2449 27.86 0.00 0.00 5.43 402.17
2450 27.29 0.00 0.00 4.42 404.42
2451 26.72 0.00 0.00 4.22 406.76
2452 26.40 0.00 0.00 2.31 404.02
2453 26.09 0.00 0.00 1.11 405.29
2454 25.86 0.00 0.00 1.11 405.74
2455 26.77 61.51 164.75 3.01 411.91
2456 28.26 260.33 401.88 2.31 410.00
2457 29.90 487.32 518.66 1.11 410.13
2458 31.51 697.33 594.16 0.80 403.42
2459 32.91 843.23 563.51 0.90 406.25
2460 34.11 957.96 619.42 1.21 408.40
2461 35.26 980.51 658.56 1.21 410.33
2462 35.94 914.73 658.60 2.51 412.09
2463 36.16 779.53 651.50 3.32 416.01
2464 35.83 588.16 642.20 4.02 417.16
2465 34.82 350.86 499.82 5.73 421.44
2466 33.35 129.85 265.01 4.92 426.67
2467 32.89 6.58 0.00 4.42 429.23
2468 32.25 0.00 0.00 3.62 435.04
2469 31.62 0.00 0.00 3.62 433.87
2470 30.98 0.00 0.00 4.92 435.43
2471 30.34 0.00 0.00 4.22 435.11
2472 29.70 0.00 0.00 7.14 433.40
2473 29.32 0.00 0.00 6.43 427.99
2474 28.90 0.00 0.00 5.13 423.40
2475 28.48 0.00 0.00 4.92 425.13
2476 28.25 0.00 0.00 4.22 423.65
2477 28.01 0.00 0.00 4.02 423.63
2478 27.84 0.00 0.00 2.31 426.64
2479 28.86 68.04 169.01 1.91 429.92
2480 30.45 278.63 429.48 1.41 425.50
2481 32.16 511.08 615.58 1.41 425.40
2482 33.67 714.68 618.43 1.41 420.98
2483 35.32 823.57 570.84 1.61 421.52
2484 36.64 895.46 532.54 1.91 423.12
2485 37.48 861.90 478.92 3.32 427.47
2486 38.02 835.50 520.23 3.62 425.42
2487 38.01 640.76 325.01 3.62 433.53
2488 37.54 504.19 350.74 3.62 432.08
2489 36.45 275.38 146.91 2.81 441.67
2490 35.04 99.43 87.89 1.91 443.83
2491 34.30 5.11 0.00 1.61 445.62
2492 33.55 0.00 0.00 2.11 450.20
2493 33.11 0.00 0.00 1.41 448.26
2494 32.53 0.00 0.00 1.11 444.00
2495 31.95 0.00 0.00 1.91 441.96
2496 31.37 0.00 0.00 1.61 444.63
2497 28.99 0.00 0.00 1.91 441.52
2498 29.00 0.00 0.00 0.80 441.79
2499 29.81 0.00 0.00 1.91 446.69
2500 29.45 0.00 0.00 2.51 444.63
2501 29.46 0.00 0.00 1.91 444.89
2502 29.49 0.00 0.00 1.61 444.31
2503 30.32 51.34 46.14 1.21 447.91
2504 31.48 209.62 113.55 2.31 441.17
2505 32.99 388.92 211.91 1.91 440.90
2506 33.38 381.08 41.70 2.31 451.77
2507 33.13 427.76 24.99 3.01 452.55
2508 33.91 440.35 41.65 3.62 455.53
2509 35.49 693.38 215.58 3.52 444.35
2510 36.18 581.61 136.66 3.32 450.30
2511 36.47 543.61 180.04 3.82 442.68
2512 36.74 568.69 532.51 3.01 424.47
2513 36.55 383.16 595.52 2.51 421.52
2514 35.66 141.66 335.23 3.01 431.61
2515 34.83 6.16 0.00 2.31 429.12
2516 34.01 0.00 0.00 1.21 431.11
2517 33.18 0.00 0.00 1.61 431.95
2518 32.76 0.00 0.00 1.11 433.20
2519 32.11 0.00 0.00 1.91 432.99
2520 31.47 0.00 0.00 1.61 431.36
2521 31.01 0.00 0.00 1.61 430.92
2522 30.52 0.00 0.00 1.21 430.12
2523 30.02 0.00 0.00 1.91 430.37
2524 29.75 0.00 0.00 3.52 426.78
2525 29.48 0.00 0.00 1.61 425.62
2526 29.29 0.00 0.00 2.31 428.36
2527 30.16 59.23 79.45 0.90 431.55
2528 31.30 212.58 124.16 1.91 427.46
2529 32.40 359.05 153.61 1.61 432.09
2530 34.34 716.98 569.06 2.31 415.37
2531 36.54 911.85 703.28 3.01 414.19
2532 37.76 841.39 462.60 2.81 423.76
2533 38.01 621.93 138.93 3.32 438.69
2534 37.93 522.08 90.68 3.52 438.93
2535 38.15 657.22 346.96 3.82 425.69
2536 37.98 508.38 345.38 1.91 428.00
2537 37.03 244.09 108.86 1.11 440.92
2538 35.79 88.74 49.87 1.91 446.04
2539 34.89 2.97 0.00 2.11 440.87
2540 33.99 0.00 0.00 1.41 444.19
2541 33.09 0.00 0.00 0.80 438.39
2542 32.62 0.00 0.00 1.91 436.61
2543 31.92 0.00 0.00 2.81 436.13
2544 31.21 0.00 0.00 4.92 434.01
2545 30.71 0.00 0.00 3.82 426.43
2546 30.18 0.00 0.00 4.62 423.69
2547 29.65 0.00 0.00 4.02 418.20
2548 29.37 0.00 0.00 3.01 414.98
2549 29.09 0.00 0.00 1.91 413.22
2550 28.90 0.00 0.00 2.11 414.13
2551 29.89 74.97 213.20 1.91 416.51
2552 31.34 294.42 485.96 0.90 408.86
2553 32.95 551.36 677.90 0.90 408.30
2554 34.59 775.85 736.54 0.50 403.36
2555 35.48 691.38 297.68 1.61 419.51
2556 36.18 732.86 284.78 2.71 423.88
2557 36.71 748.72 219.75 2.81 425.71
2558 37.09 745.82 343.26 2.31 427.36
2559 36.53 410.18 41.72 2.31 441.46
2560 35.61 252.92 16.51 2.31 447.96
2561 34.48 115.98 0.00 1.61 451.10
2562 33.29 11.13 0.00 2.51 460.76
2563 32.97 1.66 0.00 2.71 460.85
2564 32.46 0.00 0.00 2.31 460.45
2565 31.95 0.00 0.00 2.71 457.62
2566 31.43 0.00 0.00 1.41 451.83
2567 30.92 0.00 0.00 1.91 446.88
2568 30.40 0.00 0.00 3.01 445.82
2569 30.00 0.00 0.00 3.32 445.45
2570 29.58 0.00 0.00 1.91 438.31
2571 29.15 0.00 0.00 2.71 439.70
2572 28.93 0.00 0.00 3.52 439.65
2573 28.71 0.00 0.00 1.91 436.15
2574 28.55 0.00 0.00 2.71 432.81
2575 29.39 55.27 55.77 3.62 429.90
2576 30.69 223.50 144.07 4.62 425.60
2577 31.73 341.69 123.08 5.33 429.78
2578 33.05 550.28 249.95 7.14 425.66
2579 34.08 636.45 176.40 7.14 426.06
2580 35.23 714.45 249.68 6.43 428.13
2581 35.79 627.08 140.58 4.62 432.65
2582 36.28 654.38 169.34 3.62 428.03
2583 36.43 557.63 200.42 4.92 428.50
2584 36.60 584.81 584.79 3.82 422.30
2585 36.03 320.09 305.19 2.51 431.47
2586 34.73 29.75 0.00 2.51 462.28
2587 33.70 3.13 0.00 1.91 456.23
2588 32.99 0.00 0.00 1.41 456.03
2589 32.18 0.00 0.00 0.80 452.15
2590 31.37 0.00 0.00 1.11 449.80
2591 30.56 0.00 0.00 1.91 449.25
2592 29.75 0.00 0.00 2.71 443.19
2593 29.04 0.00 0.00 4.02 437.59
2594 28.29 0.00 0.00 4.62 429.69
2595 27.54 0.00 0.00 5.13 426.16
2596 27.14 0.00 0.00 4.92 421.96
2597 26.75 0.00 0.00 4.92 421.62
2598 26.47 0.00 0.00 5.73 418.23
2599 27.49 82.44 127.63 5.73 421.40
2600 28.47 241.73 224.45 5.13 422.13
2601 29.26 355.88 143.46 7.14 426.74
2602 30.59 651.52 448.10 7.64 412.18
2603 31.46 685.09 282.96 8.04 415.91
2604 32.13 738.84 293.75 7.14 415.65
2605 32.60 734.92 204.51 7.64 417.80
2606 32.94 737.83 327.05 6.03 416.13
2607 32.90 533.85 184.81 5.13 423.62
2608 32.15 211.92 11.38 4.42 443.02
2609 31.17 29.65 0.00 2.81 457.09
2610 30.37 44.89 0.00 3.32 445.97
2611 29.92 1.13 0.00 2.31 443.12
2612 29.46 0.00 0.00 2.81 446.62
2613 29.00 0.00 0.00 2.31 444.23
2614 28.55 0.00 0.00 2.81 438.94
2615 28.09 0.00 0.00 2.71 433.68
2616 27.63 0.00 0.00 3.32 432.76
2617 27.40 0.00 0.00 2.81 431.98
2618 27.17 0.00 0.00 1.61 430.88
2619 26.94 0.00 0.00 4.62 427.54
2620 26.82 0.00 0.00 6.43 424.40
2621 26.70 0.00 0.00 5.13 422.44
2622 26.62 0.00 0.00 4.42 421.42
2623 27.54 55.13 43.35 4.22 421.55
2624 28.75 199.81 87.92 5.43 417.11
2625 29.50 263.69 31.72 6.43 422.39
2626 31.03 539.50 228.99 6.43 411.04
2627 32.39 672.97 218.68 9.75 415.91
2628 33.17 706.24 238.29 6.03 423.41
2629 34.50 845.78 452.05 4.92 416.23
2630 35.58 874.75 585.67 5.73 413.09
2631 36.28 814.20 728.50 4.42 410.02
2632 36.40 609.22 631.66 4.42 415.84
2633 35.77 367.65 469.75 3.82 421.52
2634 34.55 137.78 234.21 4.22 424.97
2635 33.55 7.59 0.00 2.81 422.38
2636 32.90 0.00 0.00 2.51 429.86
2637 32.12 0.00 0.00 3.52 429.01
2638 31.33 0.00 0.00 3.52 424.93
2639 30.55 0.00 0.00 3.62 422.18
2640 29.76 0.00 0.00 3.32 421.13
2641 28.98 0.00 0.00 3.62 416.42
2642 28.12 0.00 0.00 2.81 414.38
2643 27.27 0.00 0.00 3.62 411.28
2644 26.81 0.00 0.00 2.81 410.36
2645 26.35 0.00 0.00 0.90 409.94
2646 26.02 0.00 0.00 1.11 410.26
2647 27.11 76.87 243.37 1.41 416.28
2648 28.24 236.63 200.02 1.21 416.85
2649 29.68 456.61 346.10 1.91 414.87
2650 31.32 711.95 613.04 1.91 408.95
2651 32.56 805.77 526.83 2.51 411.28
2652 33.54 929.53 579.27 2.51 408.70
2653 34.24 826.34 407.83 3.32 416.61
2654 35.02 937.71 683.84 3.01 411.99
2655 35.29 787.36 671.77 3.01 414.96
2656 35.00 580.81 604.96 3.62 413.86
2657 34.18 389.22 638.01 4.22 411.67
2658 33.12 145.41 376.68 3.82 420.61
2659 32.29 8.18 0.00 3.62 417.71
2660 31.45 0.00 0.00 3.32 420.69
2661 30.62 0.00 0.00 2.31 419.37
