TIME ta Ghoris Gbn w10 EL
1 2.21 0.00 0.00 0.91 253.68
2 1.50 0.00 0.00 1.01 253.29
3 0.76 0.00 0.00 1.01 252.49
4 0.39 0.00 0.00 0.30 252.25
5 0.02 0.00 0.00 0.60 252.03
6 -0.35 0.00 0.00 0.50 253.04
7 -0.62 0.00 0.00 0.91 253.69
8 -0.88 0.00 0.00 1.21 253.59
9 -0.18 25.58 58.70 0.20 254.44
10 1.52 143.65 623.47 0.20 254.80
11 3.08 246.05 753.68 0.10 254.17
12 4.29 308.65 795.90 1.41 257.55
13 5.17 335.86 835.96 1.71 259.33
14 5.60 309.10 821.16 2.22 257.84
15 5.57 232.24 751.64 2.22 260.07
16 4.87 125.00 629.33 1.61 264.43
17 3.69 14.16 0.00 1.91 263.74
18 3.10 0.00 0.00 2.52 262.90
19 2.51 0.00 0.00 1.61 258.78
20 1.92 0.00 0.00 0.91 256.92
21 1.33 0.00 0.00 1.01 258.43
22 0.71 0.00 0.00 1.61 255.65
23 0.14 0.00 0.00 2.22 252.37
24 -0.43 0.00 0.00 1.01 252.43
25 -0.83 0.00 0.00 2.82 249.88
26 -1.24 0.00 0.00 5.64 246.03
27 -1.65 0.00 0.00 3.12 248.74
28 -1.87 0.00 0.00 3.53 248.00
29 -2.08 0.00 0.00 4.64 246.89
30 -2.29 0.00 0.00 1.61 243.99
31 -2.44 0.00 0.00 1.21 245.60
32 -2.59 0.00 0.00 0.50 244.51
33 -1.83 23.44 39.73 3.12 245.77
34 -0.26 120.31 425.97 2.52 247.91
35 1.10 194.38 425.83 1.61 248.07
36 2.38 266.52 567.82 2.82 245.87
37 3.42 307.61 679.12 1.61 244.51
38 4.03 293.20 731.35 2.52 244.73
39 4.25 251.00 753.21 0.91 240.78
40 3.90 160.32 589.71 0.40 238.08
41 2.71 19.16 0.00 1.71 235.32
42 2.22 0.00 0.00 1.01 236.25
43 1.73 0.00 0.00 0.20 236.50
44 1.24 0.00 0.00 0.30 232.74
45 0.73 0.00 0.00 0.60 232.14
46 0.25 0.00 0.00 1.41 233.08
47 -0.22 0.00 0.00 0.91 230.08
48 -0.70 0.00 0.00 2.82 229.70
49 -1.12 0.00 0.00 3.12 228.40
50 -1.56 0.00 0.00 2.22 229.57
51 -2.01 0.00 0.00 2.22 227.88
52 -2.25 0.00 0.00 0.40 226.06
53 -2.49 0.00 0.00 0.40 227.47
54 -2.72 0.00 0.00 0.20 226.52
55 -2.89 0.00 0.00 1.01 223.89
56 -3.06 0.00 0.00 0.30 221.09
57 -2.19 27.80 85.47 0.30 224.22
58 0.35 185.92 634.96 0.40 227.35
59 2.05 260.80 659.18 0.20 234.84
60 2.91 265.84 503.56 0.40 240.47
61 3.45 269.17 481.15 1.01 237.27
62 3.73 257.92 543.71 1.01 235.53
63 3.64 204.89 534.44 0.71 237.88
64 3.26 160.61 443.66 1.41 229.53
65 2.08 21.54 30.92 2.22 229.40
66 1.54 0.00 0.00 3.12 227.57
67 1.00 0.00 0.00 1.21 227.74
68 0.45 0.00 0.00 0.50 227.44
69 -0.08 0.00 0.00 0.60 226.40
70 -0.60 0.00 0.00 2.82 228.13
71 -1.13 0.00 0.00 2.52 224.24
72 -1.65 0.00 0.00 6.05 226.52
73 -2.06 0.00 0.00 4.13 225.24
74 -2.46 0.00 0.00 5.14 223.82
75 -2.85 0.00 0.00 3.53 223.92
76 -3.05 0.00 0.00 7.66 224.88
77 -3.24 0.00 0.00 4.64 226.43
78 -3.43 0.00 0.00 1.41 224.75
79 -3.56 0.00 0.00 1.41 227.25
80 -3.68 0.00 0.00 0.60 228.77
81 -2.85 25.41 54.21 0.50 229.44
82 -0.75 154.35 660.18 1.01 235.81
83 1.14 261.35 785.84 2.52 232.62
84 2.67 330.65 842.29 1.21 234.05
85 3.76 354.97 860.29 1.21 236.57
86 4.36 331.60 841.76 1.01 234.74
87 4.41 250.04 774.38 0.30 236.19
88 3.66 135.66 635.82 0.91 237.63
89 2.32 15.91 0.00 0.50 241.25
90 1.61 0.00 0.00 0.00 238.53
91 0.90 0.00 0.00 0.00 233.50
92 0.18 0.00 0.00 0.10 229.51
93 -0.51 0.00 0.00 0.50 226.48
94 -1.20 0.00 0.00 0.91 225.99
95 -1.89 0.00 0.00 0.10 225.44
96 -2.59 0.00 0.00 0.30 224.47
97 -3.32 0.00 0.00 1.91 221.35
98 -4.12 0.00 0.00 1.41 216.93
99 -4.91 0.00 0.00 1.91 213.50
100 -5.33 0.00 0.00 2.82 210.54
101 -5.76 0.00 0.00 4.13 210.17
102 -6.18 0.00 0.00 4.13 211.08
103 -6.48 0.00 0.00 1.21 213.66
104 -6.78 0.00 0.00 1.01 214.94
105 -6.10 27.14 74.31 2.52 214.58
106 -4.41 154.10 659.49 3.53 219.62
107 -2.71 283.28 790.29 4.64 221.97
108 -1.04 407.23 848.18 2.52 219.21
109 0.09 433.19 862.90 1.01 218.62
110 0.66 399.03 815.46 0.40 218.92
111 0.28 234.88 610.60 0.40 231.72
112 -0.90 83.13 153.03 0.40 241.98
113 -2.22 8.60 0.00 0.20 241.07
114 -2.57 0.00 0.00 0.50 239.90
115 -2.93 0.00 0.00 0.60 240.44
116 -3.28 0.00 0.00 0.10 236.55
117 -3.63 0.00 0.00 0.91 236.11
118 -3.98 0.00 0.00 0.60 237.63
119 -4.33 0.00 0.00 0.40 236.31
120 -4.69 0.00 0.00 1.71 234.08
121 -4.82 0.00 0.00 1.61 232.72
122 -4.92 0.00 0.00 1.21 231.92
123 -5.02 0.00 0.00 2.22 233.29
124 -5.05 0.00 0.00 2.82 233.90
125 -5.07 0.00 0.00 2.22 235.13
126 -5.10 0.00 0.00 3.12 231.61
127 -5.11 0.00 0.00 4.13 229.90
128 -5.11 0.00 0.00 3.53 230.06
129 -4.13 26.62 66.14 1.91 228.61
130 -1.70 160.81 664.78 1.91 232.34
131 0.48 274.18 792.76 1.41 229.40
132 2.29 345.65 851.49 0.40 231.17
133 3.54 366.86 867.36 0.30 232.87
134 4.19 334.78 844.84 0.60 236.54
135 4.27 258.16 780.37 0.50 238.91
136 3.46 142.98 642.14 0.20 241.76
137 1.98 17.95 0.00 0.20 238.35
138 1.46 0.00 0.00 0.00 238.97
139 0.95 0.00 0.00 0.00 238.63
140 0.42 0.00 0.00 0.00 236.19
141 -0.08 0.00 0.00 0.60 239.38
142 -0.59 0.00 0.00 0.40 239.75
143 -1.09 0.00 0.00 0.10 241.01
144 -1.59 0.00 0.00 0.10 242.82
145 -2.27 0.00 0.00 0.20 248.73
146 -2.96 0.00 0.00 0.10 250.18
147 -3.67 0.00 0.00 0.71 255.11
148 -4.18 0.00 0.00 0.60 254.19
149 -6.32 0.00 0.00 1.21 246.29
150 -5.71 0.00 0.00 0.60 250.53
151 -5.28 0.00 0.00 2.52 252.31
152 -5.36 0.00 0.00 1.91 254.87
153 -5.39 3.36 0.00 0.50 252.38
154 -5.65 15.60 0.00 0.40 254.20
155 -5.39 26.15 0.00 1.71 252.73
156 -5.82 32.89 0.00 1.91 254.67
157 -5.66 35.03 0.00 1.91 255.98
158 -4.48 272.46 467.19 1.61 228.79
159 -4.16 207.21 489.58 2.22 231.55
160 -4.14 114.24 409.28 1.21 232.26
161 -4.54 14.54 0.00 2.22 230.23
162 -5.04 0.00 0.00 0.20 227.72
163 -5.77 0.00 0.00 0.20 227.28
164 -6.24 0.00 0.00 0.71 229.02
165 -6.63 0.00 0.00 1.01 225.91
166 -7.08 0.00 0.00 0.10 224.42
167 -7.61 0.00 0.00 0.20 221.48
168 -8.07 0.00 0.00 0.30 222.71
169 -8.45 0.00 0.00 1.21 220.79
170 -8.82 0.00 0.00 0.91 218.94
171 -9.18 0.00 0.00 0.40 217.09
172 -9.36 0.00 0.00 0.40 215.90
173 -9.54 0.00 0.00 0.40 215.16
174 -9.71 0.00 0.00 0.30 212.15
175 -9.83 0.00 0.00 0.10 213.54
176 -9.94 0.00 0.00 0.60 212.88
177 -9.10 25.45 47.87 0.60 214.83
178 -7.28 137.60 322.64 1.71 212.40
179 -6.92 113.59 65.69 1.41 220.19
180 -5.20 303.38 547.17 0.30 208.97
181 -3.91 343.07 774.69 0.50 205.58
182 -2.94 361.43 629.95 1.61 202.39
183 -3.33 163.48 223.67 1.71 218.04
184 -3.57 170.52 386.86 4.13 207.36
185 -4.63 26.26 87.33 3.53 207.11
186 -5.21 0.00 0.00 2.82 207.22
187 -5.80 0.00 0.00 0.91 207.06
188 -6.38 0.00 0.00 1.41 206.60
189 -6.97 0.00 0.00 1.41 206.17
190 -7.55 0.00 0.00 4.13 207.84
191 -8.14 0.00 0.00 7.66 205.43
192 -8.72 0.00 0.00 10.98 204.54
193 -9.35 0.00 0.00 9.37 202.42
194 -10.03 0.00 0.00 5.64 201.11
195 -10.71 0.00 0.00 3.53 198.84
196 -11.08 0.00 0.00 2.82 198.15
197 -11.44 0.00 0.00 4.13 197.74
198 -11.80 0.00 0.00 1.01 196.67
199 -12.06 0.00 0.00 0.60 196.92
200 -12.32 0.00 0.00 0.91 197.52
201 -11.67 24.87 47.37 0.91 197.38
202 -9.85 156.14 659.87 3.53 199.35
203 -7.64 328.53 795.93 1.21 193.35
204 -6.55 330.44 619.55 1.01 201.64
205 -6.86 182.81 87.01 1.41 215.10
206 -7.11 180.43 105.61 1.61 211.41
207 -7.08 211.07 425.99 0.91 203.07
208 -7.43 152.05 496.37 3.12 199.56
209 -8.38 29.00 124.73 1.21 196.01
210 -8.98 0.00 0.00 6.05 195.22
211 -9.58 0.00 0.00 4.13 193.36
212 -10.18 0.00 0.00 1.21 190.98
213 -10.78 0.00 0.00 4.13 189.53
214 -11.38 0.00 0.00 2.82 189.17
215 -11.98 0.00 0.00 2.52 194.03
216 -12.57 0.00 0.00 2.22 195.47
217 -12.98 0.00 0.00 1.21 194.74
218 -13.50 0.00 0.00 2.82 194.85
219 -14.01 0.00 0.00 6.05 193.90
220 -14.32 0.00 0.00 4.64 192.75
221 -14.63 0.00 0.00 2.52 191.61
222 -14.94 0.00 0.00 1.41 190.28
223 -15.18 0.00 0.00 2.22 189.63
224 -15.42 0.00 0.00 2.52 188.79
225 -14.87 26.59 56.47 0.10 191.41
226 -13.61 138.25 530.15 0.00 192.75
227 -12.39 244.41 710.60 0.20 192.90
228 -11.56 289.20 630.06 0.30 191.67
229 -11.00 311.63 657.57 0.91 193.27
230 -10.68 305.82 714.96 0.71 191.03
231 -10.70 243.55 700.51 1.01 189.80
232 -11.21 144.10 582.65 0.60 190.01
233 -12.19 21.57 25.41 5.14 188.82
234 -12.65 0.00 0.00 3.12 190.05
235 -13.11 0.00 0.00 1.41 188.31
236 -13.57 0.00 0.00 1.71 184.57
237 -14.02 0.00 0.00 3.53 184.07
238 -14.48 0.00 0.00 2.82 184.59
239 -14.94 0.00 0.00 5.14 185.51
240 -15.39 0.00 0.00 3.53 184.86
241 -15.45 0.00 0.00 6.05 185.18
242 -15.49 0.00 0.00 5.14 185.86
243 -15.53 0.00 0.00 3.53 187.88
244 -15.55 0.00 0.00 0.71 187.08
245 -15.62 0.00 0.00 0.20 189.39
246 -15.60 0.00 0.00 0.20 190.04
247 -15.58 0.00 0.00 0.20 190.30
248 -15.58 0.00 0.00 0.40 193.03
249 -14.89 18.59 0.00 1.61 195.17
250 -13.65 85.06 79.42 1.61 195.89
251 -11.92 193.00 323.88 4.64 197.12
252 -10.11 293.91 627.21 2.52 189.20
253 -8.89 313.00 534.69 3.53 190.98
254 -9.59 112.10 0.00 1.01 207.61
255 -9.11 220.57 452.84 0.71 197.90
256 -9.48 127.37 476.61 0.20 199.37
257 -10.43 31.70 188.11 0.60 196.24
258 -10.56 0.00 0.00 0.50 195.77
259 -10.69 0.00 0.00 0.91 194.90
260 -10.82 0.00 0.00 1.21 193.22
261 -10.95 0.00 0.00 2.52 190.54
262 -11.08 0.00 0.00 1.91 190.71
263 -11.22 0.00 0.00 1.91 193.20
264 -11.35 0.00 0.00 1.71 193.91
265 -11.53 0.00 0.00 0.71 191.67
266 -11.75 0.00 0.00 0.71 188.08
267 -11.96 0.00 0.00 0.60 191.14
268 -12.09 0.00 0.00 2.52 189.75
269 -12.21 0.00 0.00 1.21 189.88
270 -12.33 0.00 0.00 1.71 191.49
271 -12.42 0.00 0.00 0.20 192.60
272 -12.51 0.00 0.00 0.60 197.65
273 -11.55 28.05 90.02 1.61 206.48
274 -9.82 128.40 433.45 1.01 207.77
275 -8.35 206.73 393.99 1.41 206.93
276 -6.75 306.51 675.32 2.52 206.18
277 -5.54 343.17 756.68 1.21 206.85
278 -5.00 300.71 654.76 1.61 210.40
279 -4.83 258.53 640.08 1.21 210.00
280 -5.54 132.08 377.67 0.71 216.43
281 -6.82 23.91 43.57 0.71 217.73
282 -6.77 0.00 0.00 1.01 218.17
283 -6.72 0.00 0.00 0.91 222.57
284 -6.66 0.00 0.00 2.22 224.21
285 -6.61 0.00 0.00 1.01 225.56
286 -6.56 0.00 0.00 1.91 227.14
287 -6.50 0.00 0.00 3.53 227.35
288 -6.45 0.00 0.00 1.91 228.44
289 -6.37 0.00 0.00 1.01 231.73
290 -6.18 0.00 0.00 3.53 235.67
291 -5.99 0.00 0.00 1.91 236.15
292 -5.83 0.00 0.00 1.41 237.21
293 -5.68 0.00 0.00 0.50 238.43
294 -5.52 0.00 0.00 0.20 237.02
295 -5.38 0.00 0.00 1.21 238.01
296 -5.24 0.00 0.00 0.50 237.87
297 -4.31 25.83 47.60 0.50 238.65
298 -3.44 74.01 72.47 1.71 240.28
299 -0.95 276.50 585.19 1.01 221.68
300 1.44 410.44 642.55 0.30 215.56
301 1.77 228.47 194.95 0.00 232.74
302 1.37 164.43 66.12 0.10 251.09
303 0.45 55.69 0.00 0.10 273.55
304 -0.44 19.32 0.00 0.10 272.35
305 -1.15 11.23 0.00 0.10 266.89
306 -1.44 0.00 0.00 0.10 263.67
307 -1.73 0.00 0.00 0.40 260.47
308 -2.01 0.00 0.00 1.01 257.30
309 -2.83 0.00 0.00 0.71 254.33
310 -2.59 0.00 0.00 0.91 253.85
311 -2.88 0.00 0.00 0.40 250.73
312 -3.16 0.00 0.00 0.20 247.63
313 -4.11 0.00 0.00 0.00 241.33
314 -5.18 0.00 0.00 0.00 234.54
315 -6.25 0.00 0.00 0.10 227.86
316 -6.84 0.00 0.00 0.50 223.52
317 -7.43 0.00 0.00 1.91 219.22
318 -8.03 0.00 0.00 1.41 216.54
319 -8.46 0.00 0.00 0.10 216.37
320 -8.90 0.00 0.00 0.30 206.42
321 -8.18 29.95 82.80 0.71 212.66
322 -6.30 173.95 679.19 0.71 212.39
323 -4.63 294.52 806.55 1.01 214.22
324 -3.30 375.56 867.63 0.60 216.39
325 -2.39 402.94 886.03 0.30 216.64
326 -1.96 373.32 866.30 0.60 219.05
327 -2.01 292.96 803.58 0.40 221.34
328 -2.76 170.92 672.77 0.30 225.58
329 -4.13 27.45 63.42 0.10 225.70
330 -4.55 0.00 0.00 0.60 223.66
331 -4.97 0.00 0.00 1.01 219.30
332 -5.40 0.00 0.00 5.14 220.20
333 -5.82 0.00 0.00 2.82 222.41
334 -6.24 0.00 0.00 1.41 219.54
335 -6.67 0.00 0.00 0.71 220.50
336 -7.09 0.00 0.00 0.40 218.62
337 -7.05 0.00 0.00 1.01 220.58
338 -6.95 0.00 0.00 0.50 223.62
339 -6.85 0.00 0.00 0.60 225.56
340 -6.77 0.00 0.00 1.01 225.85
341 -6.69 0.00 0.00 2.22 228.83
342 -6.60 0.00 0.00 3.53 227.93
343 -6.53 0.00 0.00 3.53 231.67
344 -6.50 0.00 0.00 4.64 236.94
345 -5.58 19.95 0.00 2.82 239.50
346 -4.15 86.83 79.80 2.82 240.50
347 -3.79 84.30 0.00 2.22 248.39
348 -3.07 157.89 32.55 3.12 249.15
349 -1.42 232.50 195.12 4.64 248.33
350 0.05 320.48 564.14 3.12 245.21
351 0.49 213.84 413.82 6.05 253.35
352 0.61 171.94 440.27 3.53 247.45
353 -0.25 40.42 283.92 0.91 233.39
354 -0.74 0.00 0.00 0.50 223.77
355 -1.23 0.00 0.00 1.21 222.08
356 -1.72 0.00 0.00 0.91 221.20
357 -2.21 0.00 0.00 1.71 217.87
358 -2.70 0.00 0.00 1.01 216.95
359 -3.19 0.00 0.00 2.22 213.48
360 -3.68 0.00 0.00 1.61 213.39
361 -4.41 0.00 0.00 1.91 210.13
362 -5.18 0.00 0.00 0.91 214.60
363 -5.94 0.00 0.00 0.30 214.62
364 -6.34 0.00 0.00 0.10 212.52
365 -6.73 0.00 0.00 0.50 210.55
366 -7.13 0.00 0.00 0.60 210.87
367 -7.41 0.00 0.00 1.41 211.99
368 -7.68 0.00 0.00 0.91 210.00
369 -6.88 27.30 54.74 0.71 211.23
370 -5.05 148.80 553.20 2.52 216.31
371 -3.37 256.55 683.06 1.91 214.26
372 -1.55 386.93 788.68 2.22 208.84
373 -0.44 392.06 884.91 1.71 210.75
374 0.18 368.73 868.57 4.64 213.31
375 0.40 320.90 810.32 8.57 211.08
376 -0.16 190.96 668.24 2.22 211.03
377 -1.46 40.85 276.66 3.53 209.27
378 -2.34 0.00 0.00 0.91 204.29
379 -3.22 0.00 0.00 0.50 203.63
380 -4.09 0.00 0.00 0.71 204.36
381 -4.97 0.00 0.00 0.40 200.09
382 -5.85 0.00 0.00 0.40 196.82
383 -6.73 0.00 0.00 1.01 199.13
384 -7.60 0.00 0.00 0.71 201.35
385 -8.36 0.00 0.00 1.61 201.51
386 -9.20 0.00 0.00 0.91 201.35
387 -10.04 0.00 0.00 0.40 202.52
388 -10.51 0.00 0.00 1.61 200.29
389 -10.97 0.00 0.00 1.91 199.42
390 -11.43 0.00 0.00 0.50 196.77
391 -11.77 0.00 0.00 1.01 196.56
392 -12.11 0.00 0.00 0.60 197.85
393 -11.29 31.56 126.48 0.40 199.87
394 -9.91 133.75 377.94 0.71 204.22
395 -8.28 261.82 700.53 0.91 200.23
396 -7.07 323.12 735.52 1.61 200.87
397 -6.37 324.05 600.03 1.91 206.14
398 -5.93 325.88 750.35 2.22 207.14
399 -5.89 262.39 735.43 4.64 206.61
400 -6.51 151.52 563.80 3.53 207.15
401 -7.66 30.31 97.21 2.52 204.30
402 -8.08 0.00 0.00 3.12 202.34
403 -8.51 0.00 0.00 4.13 201.95
404 -8.93 0.00 0.00 6.95 198.67
405 -9.36 0.00 0.00 6.65 200.04
406 -9.78 0.00 0.00 5.64 201.25
407 -10.21 0.00 0.00 4.13 201.21
408 -10.63 0.00 0.00 4.64 199.07
409 -10.72 0.00 0.00 4.13 203.27
410 -10.76 0.00 0.00 3.53 204.68
411 -10.81 0.00 0.00 5.14 204.83
412 -10.81 0.00 0.00 7.66 206.03
413 -10.86 0.00 0.00 3.53 213.62
414 -10.81 0.00 0.00 2.52 217.17
415 -10.87 0.00 0.00 0.71 215.40
416 -11.70 0.00 0.00 0.71 218.18
417 -9.77 32.39 63.55 1.01 223.26
418 -9.58 57.60 0.00 1.41 226.55
419 -8.71 89.54 0.00 0.71 224.04
420 -7.19 234.14 233.61 1.91 219.76
421 -5.23 393.67 660.25 1.71 216.49
422 -4.75 241.46 259.25 1.91 230.66
423 -4.79 163.91 138.98 1.71 234.46
424 -5.86 15.43 0.00 1.91 247.08
425 -6.72 12.89 0.00 0.91 245.18
426 -7.09 0.00 0.00 2.52 244.09
427 -7.04 0.00 0.00 2.82 242.71
428 -7.21 0.00 0.00 4.13 238.65
429 -7.39 0.00 0.00 1.71 237.45
430 -7.71 0.00 0.00 0.91 234.88
431 -7.73 0.00 0.00 1.61 234.53
432 -7.90 0.00 0.00 1.41 233.85
433 -8.24 0.00 0.00 2.52 232.24
434 -8.61 0.00 0.00 4.13 229.09
435 -8.99 0.00 0.00 2.82 225.96
436 -9.19 0.00 0.00 0.60 223.67
437 -9.40 0.00 0.00 1.01 221.39
438 -9.61 0.00 0.00 1.01 219.13
439 -9.76 0.00 0.00 2.52 216.29
440 -9.91 0.00 0.00 0.71 215.19
441 -8.91 29.35 66.44 0.30 215.11
442 -6.76 153.31 420.25 2.52 220.73
443 -5.21 226.09 428.42 1.91 220.08
444 -4.14 262.66 374.56 1.01 221.91
445 -3.39 278.53 362.08 1.71 220.25
446 -2.87 285.23 426.79 2.52 219.37
447 -2.54 280.33 645.52 2.52 211.89
448 -2.66 205.58 621.00 2.82 209.20
449 -3.82 46.78 325.04 0.50 208.97
450 -4.17 0.00 0.00 0.30 212.84
451 -4.53 0.00 0.00 0.30 215.31
452 -4.89 0.00 0.00 0.10 215.40
453 -5.24 0.00 0.00 0.10 218.47
454 -5.60 0.00 0.00 0.20 217.90
455 -6.00 0.00 0.00 2.22 222.22
456 -6.31 0.00 0.00 0.71 226.09
457 -6.52 0.00 0.00 1.41 228.48
458 -6.74 0.00 0.00 0.91 229.95
459 -6.95 0.00 0.00 0.20 232.88
460 -7.06 0.00 0.00 0.10 232.01
461 -7.17 0.00 0.00 0.50 233.93
462 -7.29 0.00 0.00 1.21 235.81
463 -7.36 0.00 0.00 1.01 236.75
464 -7.44 0.00 0.00 1.91 237.85
465 -6.02 38.66 114.48 1.71 245.61
466 -5.64 59.86 0.00 1.41 243.31
467 -4.26 178.76 165.32 1.21 238.69
468 -3.09 203.06 111.50 0.71 242.54
469 -1.75 298.49 388.88 0.30 241.60
470 -1.11 261.67 310.48 0.30 234.81
471 -0.70 252.83 559.46 0.00 229.89
472 -0.83 167.86 600.44 0.00 224.68
473 -1.72 55.48 398.85 0.00 222.73
474 -2.07 0.00 0.00 0.00 223.09
475 -2.42 0.00 0.00 0.40 223.27
476 -2.77 0.00 0.00 0.20 223.34
477 -3.12 0.00 0.00 0.20 223.72
478 -3.46 0.00 0.00 1.21 226.22
479 -3.81 0.00 0.00 1.21 227.40
480 -4.16 0.00 0.00 0.91 228.08
481 -4.49 0.00 0.00 1.91 228.77
482 -4.78 0.00 0.00 2.52 226.89
483 -5.07 0.00 0.00 0.30 223.88
484 -5.20 0.00 0.00 1.91 224.02
485 -5.33 0.00 0.00 1.21 225.76
486 -5.45 0.00 0.00 1.61 228.78
487 -5.53 0.00 0.00 1.41 231.01
488 -5.69 0.00 0.00 1.21 233.14
489 -4.46 34.02 125.83 0.91 240.26
490 -3.09 116.51 128.18 2.22 241.60
491 -1.76 198.51 234.01 2.52 245.54
492 -1.75 147.76 20.53 3.12 257.54
493 -0.42 274.33 289.43 2.22 250.48
494 0.43 304.48 488.27 2.82 250.32
495 0.89 266.39 493.74 1.61 236.46
496 0.21 91.12 53.43 3.12 243.09
497 -0.63 36.01 101.95 1.71 241.72
498 -1.39 0.00 0.00 0.91 233.82
499 -2.15 0.00 0.00 1.91 231.49
500 -2.91 0.00 0.00 2.22 229.89
501 -3.66 0.00 0.00 1.61 231.57
502 -4.42 0.00 0.00 1.41 227.66
503 -5.18 0.00 0.00 1.41 221.48
504 -5.94 0.00 0.00 0.50 217.72
505 -6.83 0.00 0.00 0.20 213.95
506 -7.86 0.00 0.00 0.91 211.90
507 -8.90 0.00 0.00 0.10 211.39
508 -9.48 0.00 0.00 0.10 205.70
509 -10.06 0.00 0.00 0.60 201.97
510 -10.65 0.00 0.00 0.30 201.75
511 -11.08 0.00 0.00 0.10 199.25
512 -11.52 0.00 0.00 0.30 197.19
513 -10.55 38.11 178.40 0.71 202.71
514 -8.66 178.16 672.10 1.71 206.34
515 -7.07 287.75 782.93 0.50 205.23
516 -5.74 369.68 857.94 1.41 204.79
517 -4.86 393.84 848.48 1.91 206.47
518 -4.52 352.50 795.38 0.71 207.61
519 -4.60 285.06 762.61 0.71 205.98
520 -5.30 180.74 670.12 0.60 210.20
521 -6.55 56.78 348.37 0.20 208.03
522 -6.82 0.00 0.00 0.30 210.16
523 -7.10 0.00 0.00 0.00 209.22
524 -7.38 0.00 0.00 0.30 210.62
525 -7.66 0.00 0.00 0.10 211.70
526 -7.93 0.00 0.00 0.10 213.83
527 -8.21 0.00 0.00 0.40 216.63
528 -8.49 0.00 0.00 0.20 214.38
529 -8.24 0.00 0.00 0.50 210.91
530 -7.87 0.00 0.00 2.52 212.03
531 -7.51 0.00 0.00 3.53 215.82
532 -7.27 0.00 0.00 5.14 218.47
533 -7.03 0.00 0.00 1.91 219.70
534 -6.79 0.00 0.00 2.22 220.23
535 -6.59 0.00 0.00 1.41 222.99
536 -6.39 0.00 0.00 0.60 223.74
537 -5.34 26.29 11.95 0.20 224.80
538 -3.19 140.91 384.13 0.20 232.05
539 -1.00 258.77 562.74 0.10 229.66
540 1.61 417.38 663.60 0.30 223.88
541 2.20 275.71 273.87 0.20 240.33
542 1.55 149.90 12.94 0.60 250.39
543 0.43 102.82 0.00 1.01 264.99
544 -0.04 93.88 37.74 1.21 262.01
545 -0.95 25.04 0.00 1.91 257.53
546 -0.97 0.00 0.00 1.71 257.53
547 -1.01 0.00 0.00 1.21 257.42
548 -1.05 0.00 0.00 0.10 257.30
549 -1.09 0.00 0.00 0.20 257.19
550 -1.13 0.00 0.00 0.40 257.08
551 -1.17 0.00 0.00 0.30 256.97
552 -1.21 0.00 0.00 0.71 256.85
553 -2.43 0.00 0.00 0.91 253.67
554 -2.47 0.00 0.00 0.30 253.57
555 -2.84 0.00 0.00 0.30 250.47
556 -3.03 0.00 0.00 1.01 248.71
557 -3.17 0.00 0.00 1.01 250.32
558 -3.42 0.00 0.00 0.40 249.17
559 -3.59 0.00 0.00 1.21 248.43
560 -3.76 0.00 0.00 0.91 247.69
561 -3.22 20.14 0.00 1.91 247.69
562 -2.33 81.15 20.97 0.91 252.19
563 -1.01 190.92 179.17 3.12 236.86
564 0.01 247.07 172.77 1.71 250.39
565 0.50 225.99 109.86 3.12 260.09
566 1.29 300.09 419.74 3.53 240.06
567 1.41 208.36 254.01 3.53 236.71
568 0.67 67.06 0.00 3.53 247.58
569 -0.21 6.05 0.00 6.65 247.53
570 -0.76 0.00 0.00 4.64 245.28
571 -1.31 0.00 0.00 1.61 245.12
572 -1.86 0.00 0.00 1.61 241.49
573 -2.42 0.00 0.00 1.41 240.37
574 -2.97 0.00 0.00 3.12 233.99
575 -3.52 0.00 0.00 2.22 229.28
576 -4.07 0.00 0.00 0.71 227.72
577 -4.60 0.00 0.00 1.61 226.84
578 -5.15 0.00 0.00 1.61 225.04
579 -5.71 0.00 0.00 3.53 222.82
580 -6.00 0.00 0.00 2.52 222.11
581 -6.30 0.00 0.00 1.61 219.37
582 -6.59 0.00 0.00 0.50 214.54
583 -6.80 0.00 0.00 1.21 213.11
584 -7.00 0.00 0.00 0.50 207.93
585 -4.86 64.46 507.70 0.20 210.07
586 -2.51 205.02 714.92 0.30 211.50
587 -0.31 333.14 835.93 0.71 210.00
588 1.52 416.88 894.97 1.41 207.47
589 2.83 447.73 913.91 4.13 207.64
590 3.53 420.26 897.67 5.64 210.00
591 3.62 338.11 842.23 4.13 210.61
592 2.82 213.96 729.14 6.05 208.78
593 1.28 75.61 548.86 2.52 213.06
594 0.55 0.00 0.00 2.82 213.75
595 -0.14 0.00 0.00 1.21 214.45
596 -0.83 0.00 0.00 2.22 215.18
597 -1.52 0.00 0.00 0.71 212.99
598 -2.21 0.00 0.00 0.30 212.38
599 -2.90 0.00 0.00 0.20 209.76
600 -3.59 0.00 0.00 0.10 209.13
601 -4.16 0.00 0.00 0.20 211.11
602 -4.76 0.00 0.00 0.71 211.70
603 -5.36 0.00 0.00 0.10 210.23
604 -5.67 0.00 0.00 0.40 208.42
605 -5.99 0.00 0.00 0.50 211.19
606 -6.31 0.00 0.00 0.60 211.82
607 -6.53 0.00 0.00 2.52 211.64
608 -6.75 0.00 0.00 0.60 213.65
609 -4.81 60.08 372.10 0.91 216.13
610 -2.77 185.67 674.07 1.01 221.55
611 -0.79 307.21 811.96 1.41 219.87
