TIME ta Ghoris Gbn w10 EL
2098 3.99 545.79 922.57 1.20 241.91
2099 5.68 671.76 950.07 2.71 244.94
2100 7.08 750.32 961.61 1.41 247.39
2101 8.12 771.70 959.37 1.20 247.96
2102 8.73 743.86 961.18 1.61 252.25
2103 9.06 661.85 952.97 0.70 251.69
2104 8.98 530.76 922.67 0.70 253.15
2105 8.35 360.98 839.43 0.50 252.74
2106 7.17 176.54 666.93 0.40 254.57
2107 5.70 21.39 7.52 0.90 252.12
2108 4.67 0.00 0.00 0.50 252.88
2109 3.64 0.00 0.00 1.41 251.09
2110 2.61 0.00 0.00 1.10 251.62
2111 1.58 0.00 0.00 1.10 249.64
2112 0.54 0.00 0.00 0.90 246.27
2113 -0.08 0.00 0.00 2.01 247.69
2114 -0.75 0.00 0.00 2.21 243.75
2115 -1.42 0.00 0.00 2.41 240.86
2116 -1.79 0.00 0.00 2.01 242.98
2117 -2.15 0.00 0.00 1.10 240.46
2118 -2.42 0.00 0.00 1.41 239.83
2119 -1.73 32.28 82.87 1.10 240.66
2120 -0.05 183.98 581.60 3.11 246.38
2121 1.87 357.61 747.39 3.31 245.65
2122 3.76 521.41 842.84 2.91 244.11
2123 5.39 631.27 827.43 1.10 243.90
2124 6.70 694.19 793.48 0.60 248.08
2125 7.68 711.88 776.07 1.41 249.48
2126 8.30 675.49 750.51 0.90 252.80
2127 8.52 583.16 706.18 1.10 257.08
2128 8.33 455.88 619.20 1.41 260.67
2129 7.63 310.67 600.59 3.71 265.49
2130 6.53 159.56 537.25 4.01 268.27
2131 5.16 22.16 8.40 2.71 265.98
2132 4.47 0.00 0.00 0.90 267.47
2133 3.78 0.00 0.00 0.50 267.60
2134 3.08 0.00 0.00 0.10 266.33
2135 2.39 0.00 0.00 0.10 266.83
2136 1.70 0.00 0.00 0.70 268.27
2137 1.30 0.00 0.00 0.30 262.73
2138 0.90 0.00 0.00 0.90 262.74
2139 0.48 0.00 0.00 3.71 259.81
2140 0.29 0.00 0.00 5.32 261.84
2141 0.09 0.00 0.00 3.31 259.81
2142 -0.04 0.00 0.00 3.51 259.80
2143 0.89 43.06 220.89 2.21 264.33
2144 2.54 195.34 647.86 2.01 269.51
2145 4.24 355.50 673.79 0.90 270.53
2146 6.16 554.02 779.42 1.81 263.78
2147 7.04 490.09 309.84 1.61 276.43
2148 7.75 524.43 249.98 3.11 272.95
2149 8.50 606.31 413.92 4.01 270.11
2150 8.99 595.56 417.93 5.72 269.18
2151 8.09 200.24 13.14 5.32 302.53
2152 6.94 129.27 0.00 6.12 308.15
2153 6.64 219.13 162.85 4.01 291.81
2154 6.15 197.96 416.41 9.03 264.32
2155 5.27 33.60 171.57 9.64 259.09
2156 4.75 0.00 0.00 7.03 262.30
2157 4.24 0.00 0.00 5.32 261.47
2158 3.72 0.00 0.00 3.51 261.65
2159 3.21 0.00 0.00 3.71 258.43
2160 2.69 0.00 0.00 3.31 258.07
2161 2.30 0.00 0.00 4.32 247.32
2162 1.77 0.00 0.00 3.11 247.33
2163 1.23 0.00 0.00 2.01 250.20
2164 0.94 0.00 0.00 3.11 250.89
2165 0.63 0.00 0.00 2.21 256.78
2166 0.43 0.00 0.00 1.61 264.58
2167 1.14 37.75 141.62 2.51 268.73
2168 2.44 175.82 454.80 5.42 275.56
2169 3.77 318.67 490.77 2.01 275.45
2170 5.17 473.90 616.45 1.61 273.01
2171 6.46 592.56 656.40 3.31 274.90
2172 7.62 689.90 723.62 3.11 268.72
2173 8.54 726.75 794.30 1.51 267.31
2174 9.06 683.86 730.05 1.51 268.47
2175 9.26 572.54 637.83 0.60 271.61
2176 9.10 441.58 548.40 0.00 276.31
2177 8.58 296.08 456.25 0.00 278.12
2178 7.69 146.24 345.41 0.10 280.47
2179 6.62 24.35 21.15 0.80 278.03
2180 6.04 0.00 0.00 0.90 278.14
2181 5.45 0.00 0.00 0.60 275.18
2182 4.87 0.00 0.00 1.20 272.66
2183 4.29 0.00 0.00 1.81 270.64
2184 3.71 0.00 0.00 2.91 266.65
2185 3.34 0.00 0.00 2.21 269.31
2186 2.92 0.00 0.00 1.81 268.77
2187 2.51 0.00 0.00 2.01 266.79
2188 2.28 0.00 0.00 4.62 269.24
2189 2.05 0.00 0.00 8.43 266.00
2190 1.89 0.00 0.00 5.82 262.46
2191 2.69 42.47 191.16 6.22 265.90
2192 4.12 189.22 523.01 4.02 269.87
2193 5.69 357.89 665.21 4.02 269.25
2194 7.25 517.69 767.77 4.92 268.14
2195 8.63 632.19 772.47 5.12 272.35
2196 9.70 684.49 687.67 4.32 273.20
2197 10.51 685.33 624.20 7.83 277.75
2198 11.05 660.19 639.56 7.83 275.91
2199 11.25 575.75 618.40 7.23 278.33
2200 11.11 455.14 565.78 5.82 279.79
2201 10.49 305.71 515.88 7.23 283.29
2202 9.50 150.71 394.60 4.92 283.52
2203 8.41 26.83 43.80 2.91 281.15
2204 7.84 0.00 0.00 2.71 284.24
2205 7.28 0.00 0.00 2.71 284.59
2206 6.71 0.00 0.00 4.62 284.49
2207 6.15 0.00 0.00 6.22 280.74
2208 5.58 0.00 0.00 5.42 277.61
2209 5.21 0.00 0.00 5.42 274.06
2210 4.80 0.00 0.00 4.32 269.63
2211 4.40 0.00 0.00 5.42 272.72
2212 4.18 0.00 0.00 6.22 271.92
2213 3.97 0.00 0.00 8.43 272.58
2214 3.81 0.00 0.00 4.32 272.27
2215 4.67 43.70 175.51 2.51 272.89
2216 6.30 208.65 627.44 2.51 277.69
2217 8.01 385.27 778.47 3.81 275.89
2218 9.64 543.45 843.81 3.11 268.78
2219 11.20 663.09 861.33 2.51 270.44
2220 12.50 740.78 879.51 2.01 270.68
2221 13.49 760.49 873.68 3.81 272.51
2222 14.12 724.47 857.33 3.61 271.34
2223 14.39 634.49 823.98 3.81 273.81
2224 14.28 499.85 767.25 2.01 275.07
2225 13.66 344.04 703.32 1.00 277.92
2226 12.61 172.43 537.08 1.61 279.55
2227 11.31 28.55 55.91 3.11 277.80
2228 10.44 0.00 0.00 3.61 284.50
2229 9.56 0.00 0.00 4.32 283.55
2230 8.77 0.00 0.00 3.61 284.79
2231 7.95 0.00 0.00 3.81 284.93
2232 7.14 0.00 0.00 2.51 285.57
2233 6.47 0.00 0.00 3.61 282.44
2234 5.76 0.00 0.00 3.31 282.29
2235 5.06 0.00 0.00 3.51 284.67
2236 4.69 0.00 0.00 4.62 284.96
2237 4.32 0.00 0.00 2.51 284.30
2238 4.06 0.00 0.00 2.51 287.47
2239 4.82 42.23 139.47 1.81 292.18
2240 5.70 139.69 130.30 2.71 297.02
2241 7.08 318.52 409.07 1.81 292.00
2242 8.33 443.53 428.41 0.80 285.10
2243 9.51 567.45 503.09 0.30 277.58
2244 10.30 549.56 266.46 0.10 284.10
2245 11.03 610.85 399.67 0.60 275.97
2246 11.56 605.98 467.25 0.70 276.23
2247 11.84 551.24 519.83 2.51 280.19
2248 11.77 416.54 394.37 1.51 283.12
2249 11.13 246.77 157.47 1.81 302.05
2250 10.38 134.73 168.66 3.11 288.28
2251 9.42 30.81 53.37 3.51 283.87
2252 8.34 0.00 0.00 1.81 280.71
2253 7.23 0.00 0.00 2.01 277.64
2254 6.12 0.00 0.00 2.51 274.09
2255 5.01 0.00 0.00 4.02 269.68
2256 3.90 0.00 0.00 2.91 265.53
2257 2.94 0.00 0.00 3.51 265.77
2258 1.87 0.00 0.00 3.51 261.88
2259 0.77 0.00 0.00 2.21 256.73
2260 0.20 0.00 0.00 2.51 255.17
2261 -0.38 0.00 0.00 1.00 253.53
2262 -0.80 0.00 0.00 1.20 248.08
2263 0.32 67.36 394.28 0.30 250.26
2264 1.78 234.62 721.68 0.20 250.25
2265 3.32 417.50 855.89 0.50 246.28
2266 4.80 580.54 917.63 0.80 246.33
2267 6.10 703.17 938.06 0.80 248.91
2268 7.16 778.28 946.67 2.21 254.37
2269 7.94 799.58 947.02 4.92 255.42
2270 8.43 766.98 944.37 4.02 254.33
2271 8.60 681.96 934.18 6.22 255.28
2272 8.46 549.92 906.56 6.22 259.42
2273 7.84 382.85 836.89 3.81 260.22
2274 6.82 199.18 679.94 3.11 264.18
2275 5.53 32.05 81.20 1.81 262.97
2276 4.99 0.00 0.00 1.81 269.96
2277 4.45 0.00 0.00 1.20 268.47
2278 3.91 0.00 0.00 1.20 269.86
2279 3.37 0.00 0.00 2.21 269.16
2280 2.83 0.00 0.00 1.81 269.29
2281 2.84 0.00 0.00 2.21 272.27
2282 2.89 0.00 0.00 0.70 274.90
2283 2.94 0.00 0.00 0.40 277.15
2284 2.98 0.00 0.00 0.40 278.35
2285 3.03 0.00 0.00 0.20 280.68
2286 3.07 0.00 0.00 0.20 279.75
2287 4.29 61.67 183.74 0.30 278.88
2288 5.18 151.43 167.12 0.10 282.70
2289 5.36 143.45 1.79 0.00 295.04
2290 7.06 446.59 335.49 0.10 276.87
2291 7.62 353.71 95.33 0.00 298.71
2292 9.18 705.15 593.35 0.00 270.85
2293 9.86 539.95 229.42 0.20 295.37
2294 10.20 447.17 137.88 0.30 286.42
2295 8.99 163.92 0.32 0.40 313.44
2296 8.67 110.35 0.00 0.10 318.33
2297 8.41 147.65 11.77 0.20 309.72
2298 8.10 164.88 270.90 0.90 294.12
2299 7.53 43.77 183.66 1.00 291.48
2300 7.04 0.00 0.00 1.81 280.52
2301 6.55 0.00 0.00 1.81 275.22
2302 6.05 0.00 0.00 1.51 274.11
2303 5.56 0.00 0.00 1.61 272.41
2304 5.07 0.00 0.00 1.51 270.12
2305 4.37 0.00 0.00 0.70 268.17
2306 3.61 0.00 0.00 0.30 264.99
2307 2.85 0.00 0.00 0.10 262.83
2308 2.45 0.00 0.00 0.10 263.65
2309 2.04 0.00 0.00 0.10 261.91
2310 1.75 0.00 0.00 1.00 258.60
2311 2.84 60.63 269.07 0.60 263.52
2312 4.01 190.81 386.15 0.70 260.20
2313 5.04 299.70 203.99 1.51 261.97
2314 6.15 429.72 316.45 3.11 260.77
2315 6.62 397.11 113.75 3.61 281.48
2316 6.73 384.87 84.63 4.62 297.19
2317 7.96 689.40 507.74 3.81 270.71
2318 8.44 580.93 352.59 2.91 262.45
2319 8.70 527.45 391.28 2.71 258.25
2320 8.70 429.38 396.01 1.20 256.37
2321 8.33 291.23 350.50 0.30 260.45
2322 7.64 151.82 275.54 0.20 264.25
2323 6.77 38.92 173.52 0.20 264.04
2324 5.88 0.00 0.00 0.70 264.58
2325 4.99 0.00 0.00 0.90 265.37
2326 4.10 0.00 0.00 1.51 262.93
2327 3.21 0.00 0.00 0.90 258.53
2328 2.32 0.00 0.00 0.30 258.58
2329 1.70 0.00 0.00 0.30 257.19
2330 1.04 0.00 0.00 0.60 254.22
2331 0.37 0.00 0.00 0.50 254.28
2332 0.03 0.00 0.00 1.30 251.71
2333 -0.32 0.00 0.00 1.30 248.60
2334 -0.56 0.00 0.00 1.61 243.97
2335 1.13 86.26 315.96 2.51 248.26
2336 2.36 211.00 445.25 1.51 248.94
2337 3.81 370.18 559.88 1.81 248.65
2338 5.49 562.24 762.18 2.01 239.26
2339 7.13 721.85 862.62 3.81 237.45
2340 8.27 741.49 720.79 1.51 241.99
2341 9.37 854.52 910.89 2.71 239.13
2342 10.40 903.73 1003.53 2.71 234.33
2343 10.83 753.97 993.85 3.51 239.03
2344 10.81 592.19 952.06 6.73 238.91
2345 10.39 466.76 888.82 6.22 235.32
2346 9.42 273.13 728.62 4.32 237.41
2347 8.10 52.18 335.70 3.11 238.18
2348 6.83 0.00 0.00 1.51 240.93
2349 5.56 0.00 0.00 1.61 240.28
2350 4.29 0.00 0.00 2.01 240.18
2351 3.02 0.00 0.00 2.01 241.57
2352 1.75 0.00 0.00 2.71 242.81
2353 0.67 0.00 0.00 1.30 241.48
2354 -0.46 0.00 0.00 0.60 239.37
2355 -1.60 0.00 0.00 1.30 236.76
2356 -2.23 0.00 0.00 0.80 234.99
2357 -2.85 0.00 0.00 0.30 233.85
2358 -3.31 0.99 0.00 0.20 232.42
2359 -1.67 95.90 561.21 1.00 233.93
2360 -0.09 282.18 781.02 0.30 234.21
2361 1.56 471.47 909.52 0.20 239.59
2362 3.09 634.57 963.48 0.80 235.01
2363 4.43 757.70 985.72 1.30 237.11
2364 5.51 833.50 995.51 1.20 237.10
2365 6.31 853.32 996.16 0.60 235.28
2366 6.80 820.11 993.85 0.00 236.35
2367 6.97 733.31 982.36 0.20 237.20
2368 6.82 597.98 953.82 0.30 238.71
2369 6.18 426.69 884.41 0.30 239.63
2370 5.12 234.91 737.66 0.80 242.33
2371 3.72 38.96 104.09 1.00 240.98
2372 2.82 0.00 0.00 0.60 241.32
2373 1.91 0.00 0.00 0.90 238.82
2374 1.01 0.00 0.00 0.90 239.73
2375 0.10 0.00 0.00 0.80 242.77
2376 -0.78 0.00 0.00 1.51 244.34
2377 -1.11 0.00 0.00 3.11 246.63
2378 -1.49 0.00 0.00 3.81 249.89
2379 -1.86 0.00 0.00 2.71 254.05
2380 -2.07 0.00 0.00 2.91 253.93
2381 -2.27 0.00 0.00 2.71 252.80
2382 -2.43 1.48 0.00 2.51 250.27
2383 -1.01 73.51 301.18 4.32 255.49
2384 0.40 219.37 483.37 3.31 254.07
2385 1.95 379.04 579.47 2.91 256.86
2386 3.33 501.47 549.81 2.21 250.78
2387 4.60 616.40 576.99 2.51 252.54
2388 5.67 684.94 578.43 1.00 251.29
2389 6.42 683.00 546.36 2.01 250.49
2390 6.93 669.16 570.36 1.20 251.76
2391 7.16 598.94 593.40 1.30 255.16
2392 7.12 490.99 634.71 2.01 253.55
2393 6.56 325.50 485.29 4.62 259.15
2394 5.64 172.34 353.47 10.54 263.79
2395 4.49 38.93 137.33 8.43 260.21
2396 3.76 0.00 0.00 12.35 264.98
2397 3.02 0.00 0.00 7.23 263.51
2398 2.29 0.00 0.00 6.22 262.52
2399 1.55 0.00 0.00 7.23 258.88
2400 0.79 0.00 0.00 7.83 257.34
2401 0.27 0.00 0.00 10.54 254.10
2402 -0.31 0.00 0.00 7.83 251.13
2403 -0.88 0.00 0.00 4.92 250.56
2404 -1.20 0.00 0.00 5.42 249.64
2405 -1.51 0.00 0.00 6.22 245.64
2406 -1.73 2.07 0.00 5.82 245.50
2407 -0.18 82.94 365.30 7.83 246.96
2408 1.27 234.84 557.48 4.32 251.09
2409 2.82 400.47 636.30 4.32 249.88
2410 4.32 552.30 722.99 4.62 242.63
2411 5.64 663.81 724.32 9.13 245.27
2412 6.74 734.34 730.15 7.83 248.12
2413 7.55 750.18 717.96 6.73 250.58
2414 8.07 716.68 714.18 4.62 249.73
2415 8.27 632.66 700.77 10.54 250.73
2416 8.15 509.46 658.03 5.82 255.05
2417 7.59 362.77 633.74 15.56 255.07
2418 6.64 195.93 492.06 5.42 257.42
2419 5.44 42.91 167.96 12.35 256.11
2420 4.50 0.00 0.00 12.35 258.83
2421 3.56 0.00 0.00 8.43 258.26
2422 2.62 0.00 0.00 4.92 256.38
2423 1.68 0.00 0.00 3.11 255.20
2424 0.72 0.00 0.00 2.91 255.33
2425 0.06 0.00 0.00 2.01 256.65
2426 -0.66 0.00 0.00 2.21 258.57
2427 -1.39 0.00 0.00 3.81 254.74
2428 -1.78 0.00 0.00 4.02 252.75
2429 -2.17 0.00 0.00 2.21 252.19
2430 -2.45 2.84 0.00 3.31 250.90
2431 -0.74 93.10 451.71 2.01 257.22
2432 0.82 264.24 718.16 2.21 251.20
2433 2.54 448.24 833.36 3.11 244.97
2434 4.14 609.51 896.09 2.21 243.79
2435 5.55 730.30 921.79 2.71 245.72
2436 6.68 795.33 910.69 3.81 246.74
2437 7.51 811.93 903.59 3.31 245.08
2438 8.02 770.34 880.87 2.71 245.61
2439 8.21 680.59 856.71 3.51 245.01
2440 8.06 552.47 837.86 4.92 245.07
2441 7.43 386.17 757.01 4.32 246.89
2442 6.39 206.40 604.07 3.31 251.22
2443 5.09 44.27 174.28 5.12 249.85
2444 3.97 0.00 0.00 6.22 256.68
2445 2.85 0.00 0.00 5.42 253.37
2446 1.72 0.00 0.00 4.92 253.21
2447 0.58 0.00 0.00 4.32 250.50
2448 -0.51 0.00 0.00 3.81 246.60
2449 -1.31 0.00 0.00 4.02 246.47
2450 -2.20 0.00 0.00 2.71 244.99
2451 -3.10 0.00 0.00 2.01 239.73
2452 -3.60 0.00 0.00 0.30 235.10
2453 -4.09 0.00 0.00 0.10 233.12
2454 -4.46 3.51 0.00 0.10 234.10
2455 -2.76 95.83 449.90 1.51 233.06
2456 -1.28 264.98 684.53 0.70 231.32
2457 0.24 440.19 798.79 0.20 233.63
2458 1.74 596.21 849.43 0.10 229.28
2459 3.03 711.67 858.47 0.20 227.55
2460 4.08 779.74 854.81 0.30 230.98
2461 4.84 794.52 841.36 0.30 230.86
2462 5.31 764.42 851.32 1.30 231.60
2463 5.47 680.86 845.68 2.21 234.09
2464 5.33 556.60 839.70 3.51 233.91
2465 4.71 395.19 784.22 6.73 235.30
2466 3.70 216.55 627.60 4.62 240.30
2467 2.39 46.54 192.23 3.81 248.59
2468 1.67 0.00 0.00 2.71 249.93
2469 0.95 0.00 0.00 2.91 248.58
2470 0.22 0.00 0.00 4.62 246.46
2471 -0.48 0.00 0.00 3.51 243.70
2472 -1.18 0.00 0.00 9.13 240.28
2473 -1.41 0.00 0.00 6.22 237.66
2474 -1.65 0.00 0.00 4.32 234.79
2475 -1.90 0.00 0.00 3.61 235.04
2476 -2.03 0.00 0.00 2.71 235.31
2477 -2.16 0.00 0.00 2.91 235.75
2478 -2.26 4.39 0.00 0.60 237.41
2479 -0.21 100.65 462.91 0.50 240.04
2480 1.56 271.20 695.06 0.30 238.52
2481 3.40 450.19 818.62 0.30 238.09
2482 5.13 606.61 867.42 0.30 233.16
2483 6.67 725.87 886.98 0.50 233.56
2484 7.95 799.67 899.16 0.60 232.94
2485 8.83 814.69 888.79 2.21 234.31
2486 9.50 783.48 895.36 2.71 236.35
2487 9.81 699.61 891.05 2.71 236.73
2488 9.75 574.88 885.53 2.51 243.88
2489 9.12 407.48 817.01 1.61 242.47
2490 8.14 227.62 697.72 0.70 246.41
2491 6.82 65.34 373.81 0.60 247.93
2492 5.54 0.00 0.00 1.00 251.03
2493 4.26 0.00 0.00 0.70 248.45
2494 2.99 0.00 0.00 0.50 246.07
2495 1.71 0.00 0.00 1.20 242.45
2496 0.42 0.00 0.00 1.00 239.57
2497 -0.73 0.00 0.00 1.20 236.06
2498 -2.01 0.00 0.00 0.30 229.44
2499 -3.29 0.00 0.00 1.00 225.88
2500 -4.00 0.00 0.00 1.61 225.31
2501 -4.70 0.00 0.00 1.20 224.76
2502 -5.21 5.32 0.00 1.00 220.95
2503 -3.44 106.70 486.49 0.70 224.90
2504 -2.03 279.42 716.62 1.61 226.17
2505 -0.63 451.48 805.76 1.00 227.87
2506 0.68 600.42 831.83 1.51 223.32
2507 1.87 714.45 838.54 2.51 226.53
2508 2.80 780.50 829.84 3.11 227.50
2509 3.48 799.20 830.27 2.71 228.25
2510 3.88 766.51 833.48 2.51 227.93
2511 4.00 686.09 839.05 3.11 228.96
2512 3.83 562.47 835.70 1.81 230.23
2513 3.20 400.58 779.26 1.30 233.09
2514 2.21 224.88 638.30 2.01 237.89
2515 0.96 66.64 294.09 1.20 236.99
2516 0.07 0.00 0.00 0.60 239.95
2517 -0.78 0.00 0.00 0.90 241.36
2518 -1.64 0.00 0.00 0.40 241.55
2519 -2.50 0.00 0.00 1.20 238.00
2520 -3.36 0.00 0.00 0.90 235.48
2521 -3.60 0.00 0.00 1.00 234.54
2522 -3.87 0.00 0.00 0.70 233.95
2523 -4.15 0.00 0.00 1.20 231.59
2524 -4.30 0.00 0.00 3.11 233.32
2525 -4.46 0.00 0.00 1.00 231.24
2526 -4.58 6.31 0.00 1.61 233.52
2527 -2.26 115.06 526.01 0.40 235.84
2528 -0.50 290.55 750.00 1.20 232.60
2529 1.34 471.51 859.06 0.90 233.37
2530 3.05 623.85 889.96 1.51 232.27
2531 4.53 737.04 892.92 2.21 232.28
2532 5.76 807.95 898.38 2.01 232.73
2533 6.68 828.89 904.69 2.51 233.29
2534 7.28 793.52 901.53 2.91 233.35
2535 7.54 711.43 903.01 3.11 234.61
2536 7.43 578.76 876.69 0.80 234.50
2537 6.82 418.67 835.11 0.30 235.32
2538 5.75 235.47 706.52 0.90 240.92
2539 4.39 72.19 399.22 1.20 244.36
2540 3.35 0.00 0.00 0.90 249.19
2541 2.32 0.00 0.00 0.30 247.17
2542 1.28 0.00 0.00 1.30 245.67
2543 0.23 0.00 0.00 2.71 239.30
2544 -0.78 0.00 0.00 5.42 234.14
2545 -1.61 0.00 0.00 3.61 231.68
2546 -2.56 0.00 0.00 4.92 227.83
2547 -3.52 0.00 0.00 3.31 228.43
2548 -4.06 0.00 0.00 1.81 226.22
2549 -4.61 0.00 0.00 0.90 223.38
2550 -5.01 7.44 0.00 1.00 216.69
2551 -2.72 127.71 594.48 0.90 227.75
2552 -1.03 319.59 811.19 0.30 226.44
2553 0.68 514.09 924.14 0.30 232.35
2554 2.33 682.88 972.73 0.10 228.62
2555 3.74 805.99 994.06 0.80 227.49
2556 4.88 881.54 1003.99 1.81 229.42
2557 5.70 898.25 1003.98 2.01 233.01
2558 6.19 859.32 998.79 1.30 234.26
2559 6.34 766.16 984.64 1.30 236.24
2560 6.12 624.31 954.64 1.30 238.30
2561 5.38 446.20 889.15 0.80 240.21
2562 4.20 250.78 748.44 1.61 246.19
2563 2.73 76.56 468.03 2.01 249.97
2564 2.27 0.00 0.00 1.51 257.63
2565 1.82 0.00 0.00 2.01 255.75
2566 1.36 0.00 0.00 0.80 256.07
2567 0.90 0.00 0.00 1.20 252.75
2568 0.42 0.00 0.00 2.71 256.37
2569 0.60 0.00 0.00 2.91 255.81
2570 0.83 0.00 0.00 1.20 259.75
2571 1.10 0.00 0.00 1.81 257.01
2572 1.24 0.00 0.00 2.91 256.72
2573 1.39 0.00 0.00 1.20 257.06
2574 1.50 11.39 0.00 2.01 254.25
2575 4.42 138.14 559.45 3.31 257.26
2576 6.18 302.80 635.97 4.62 256.18
2577 7.63 422.62 553.13 5.42 257.52
2578 9.96 724.23 775.10 9.13 247.93
2579 10.93 603.87 386.11 7.83 262.66
2580 12.62 879.39 806.81 5.82 254.67
2581 13.08 639.49 346.35 3.31 263.49
2582 13.21 556.29 262.50 1.61 263.40
2583 12.69 396.50 99.74 3.51 268.94
2584 11.51 200.49 12.46 2.21 290.94
2585 10.97 303.69 271.61 0.80 261.74
2586 10.42 277.64 645.30 0.80 248.15
2587 9.41 87.58 479.96 0.50 254.57
2588 8.10 0.00 0.00 0.40 259.12
2589 6.76 0.00 0.00 0.20 253.41
2590 5.42 0.00 0.00 0.40 249.86
2591 4.08 0.00 0.00 1.00 245.21
2592 2.74 0.00 0.00 1.81 240.34
2593 0.92 0.00 0.00 3.81 244.33
2594 -1.15 0.00 0.00 4.32 237.75
2595 -3.19 0.00 0.00 4.92 233.49
2596 -4.35 0.00 0.00 4.62 232.15
2597 -5.51 0.00 0.00 4.32 230.25
2598 -6.37 10.06 0.00 5.82 227.58
2599 -4.94 127.84 486.31 5.82 228.82
2600 -3.99 313.26 732.22 4.32 222.81
2601 -3.01 504.57 875.79 6.73 224.04
2602 -2.10 670.15 935.27 7.23 222.98
2603 -1.34 792.82 966.38 6.73 222.08
2604 -0.77 865.80 981.87 5.42 219.68
2605 -0.40 881.83 980.54 6.22 220.36
2606 -0.26 843.55 972.66 4.32 220.32
2607 -0.34 750.40 947.32 2.91 220.49
2608 -0.68 607.34 897.49 2.21 222.32
2609 -1.37 431.83 819.92 0.70 223.73
2610 -2.34 242.40 676.64 1.20 224.10
2611 -3.50 75.29 400.74 0.50 228.57
2612 -4.39 0.77 0.00 1.20 229.19
2613 -5.29 0.00 0.00 0.70 227.69
2614 -6.19 0.00 0.00 1.51 224.72
2615 -7.09 0.00 0.00 1.30 224.01
2616 -7.98 0.00 0.00 2.01 222.33
2617 -7.57 0.00 0.00 1.61 224.21
2618 -7.23 0.00 0.00 0.50 223.96
2619 -6.88 0.00 0.00 3.81 226.71
2620 -6.73 0.00 0.00 6.73 229.10
2621 -6.59 0.00 0.00 4.62 228.15
2622 -6.51 9.74 0.00 3.61 228.89
2623 -3.72 119.55 420.66 3.31 235.09
2624 -0.86 363.74 614.25 4.62 225.69
2625 -0.20 332.07 224.86 5.82 240.13
2626 0.82 452.83 264.94 5.12 236.19
2627 1.06 386.13 91.91 10.54 256.53
2628 2.35 646.37 360.83 4.32 235.12
2629 2.71 508.35 148.17 3.11 255.68
2630 2.50 437.46 97.39 4.02 270.81
2631 2.86 457.63 156.75 2.21 255.20
2632 2.81 415.63 259.20 2.51 241.85
2633 2.60 372.49 498.99 1.81 239.21
2634 2.06 270.49 646.90 2.71 234.42
2635 0.96 73.35 262.31 0.90 243.80
2636 0.89 0.93 0.00 0.80 244.92
2637 0.79 0.00 0.00 2.01 253.81
2638 0.73 0.00 0.00 2.21 257.55
2639 0.66 0.00 0.00 2.51 263.27
2640 0.59 0.00 0.00 1.81 266.31
2641 0.86 0.00 0.00 2.71 270.19
2642 1.20 0.00 0.00 1.81 269.99
2643 1.39 0.00 0.00 2.21 271.07
2644 1.57 0.00 0.00 1.30 272.54
2645 1.71 0.00 0.00 0.30 278.08
2646 1.90 5.68 0.00 0.50 278.49
2647 2.03 12.29 0.00 0.90 279.44
2648 2.64 132.17 12.33 0.60 281.07
2649 3.88 174.36 5.62 0.90 286.16
2650 5.14 360.12 105.09 0.80 283.83
2651 6.53 441.66 118.74 1.00 289.68
2652 8.17 635.64 348.88 0.90 271.50
2653 9.18 584.87 252.96 1.61 271.22
2654 9.95 540.44 216.28 1.30 278.26
2655 10.54 527.45 286.76 1.30 275.47
2656 10.12 239.95 31.80 1.81 302.96
2657 9.81 218.32 46.61 3.11 284.87
2658 9.10 97.58 0.00 2.21 291.84
2659 8.50 69.07 141.22 2.71 279.90
2660 8.07 1.21 0.00 2.51 283.17
2661 7.65 0.00 0.00 1.20 287.65
2662 7.22 0.00 0.00 2.01 287.91
2663 6.80 0.00 0.00 1.51 287.86
2664 6.38 0.00 0.00 0.90 285.89
2665 5.68 0.00 0.00 1.30 279.37
2666 4.90 0.00 0.00 0.90 276.77
2667 4.45 0.00 0.00 2.01 276.61
2668 4.01 0.00 0.00 2.51 275.09
2669 3.68 0.00 0.00 1.00 274.50
2670 3.88 14.18 0.00 1.00 273.61
2671 5.17 146.57 618.69 2.51 272.70
2672 6.84 334.43 812.30 3.31 268.54
2673 8.61 522.08 912.46 5.12 267.92
2674 10.37 692.06 964.62 2.91 268.43
2675 12.06 820.47 796.12 0.40 268.19
2676 12.40 562.36 253.89 0.30 285.36
2677 12.75 601.43 238.52 0.30 282.56
2678 12.93 576.52 241.65 0.10 285.13
2679 12.91 513.75 210.10 0.30 288.47
2680 12.66 434.36 274.13 0.10 288.60
2681 11.97 289.38 144.16 0.60 291.36
2682 11.02 172.07 125.20 0.60 293.85
2683 9.89 56.69 81.73 1.00 294.39
2684 9.22 1.86 0.00 3.11 297.22
2685 8.64 0.00 0.00 0.20 301.05
2686 8.02 0.00 0.00 0.30 301.43
2687 7.39 0.00 0.00 1.20 305.07
2688 6.77 0.00 0.00 0.90 304.85
2689 6.54 0.00 0.00 0.10 308.44
2690 6.61 0.00 0.00 0.10 307.35
2691 6.59 0.00 0.00 0.00 306.84
2692 6.55 0.00 0.00 0.00 308.10
2693 6.62 0.00 0.00 0.50 313.01
2694 6.76 5.30 0.00 0.80 315.26
2695 6.87 12.65 0.00 1.20 314.20
2696 7.40 80.13 0.00 0.80 310.25
2697 8.89 305.98 147.06 2.21 302.19
2698 10.86 543.35 468.69 1.30 282.33
2699 12.48 606.69 370.17 2.01 284.88
