709.6	1052.0	1630.8	1989.3	1904.6	1404.9	1038.6	939.3	1209.0	1241.5	613.6	515.0
3.6	-7.2	-16.2	-8.4	10.0	64.2	91.7	103.9	107.9	74.5	38.9	16.5
-264.3	-225.5	-165.4	32.4	467.1	520.7	414.8	234.8	75.9	-331.4	-384.6	-318.4
-22.35	3.52	53.54	24.94	35.50	55.59	-21.39	-18.22	-116.92	9.89	-24.55	21.88
122.1	122.6	105.1	51.5	11.6	0.0	0.0	3.2	3.6	75.2	113.5	119.0
3655.7	3029.1	1408.5	640.6	46.6	0.0	0.0	7.0	45.2	818.4	2519.5	3490.3
4761.4	4423.9	3263.7	2622.7	1438.2	751.0	542.4	617.0	1179.3	2373.3	3608.1	4395.9
