Hour	Heat demand [kW]
1657	0.139099798
1658	0.145855344
1659	0.157377548
1660	0.196321936
1661	0.282255144
1662	0.36246614
1663	0.339588394
1664	0.312466212
1665	0.27125516
1666	0.24008854
1667	0.206955254
1668	0.185377508
1669	0.160188656
1670	0.15759977
1671	0.154199776
1672	0.161221988
1673	0.175099746
1674	0.187677504
1675	0.204733036
1676	0.20732192
1677	0.193755274
1678	0.135688692
1679	0.113166502
1680	0.110755394
1681	0.110899838
1682	0.1150665
1683	0.125588706
1684	0.158766436
1685	0.22761078
1686	0.295855124
1687	0.284299586
1688	0.272099604
1689	0.249066304
1690	0.234066326
1691	0.219788568
1692	0.205755256
1693	0.196544158
1694	0.185933062
1695	0.185755286
1696	0.189721946
1697	0.20072193
1698	0.20884414
1699	0.227544114
1700	0.227021892
1701	0.20945525
1702	0.149510894
1703	0.125488706
1704	0.120710936
1705	0.121022046
1706	0.124833152
1707	0.13618869
1708	0.172977526
1709	0.249177416
1710	0.317455094
1711	0.30676622
1712	0.292288464
1713	0.261744064
1714	0.241588538
1715	0.22548856
1716	0.204399702
1717	0.190055278
1718	0.176077522
1719	0.168766422
1720	0.176088632
1721	0.195599716
1722	0.215455242
1723	0.23157744
1724	0.23227744
1725	0.215499686
1726	0.150377558
1727	0.121144268
1728	0.117866496
1729	0.11739983
1730	0.120322048
1731	0.130488698
1732	0.163844206
1733	0.234799658
1734	0.304855112
1735	0.287755136
1736	0.272099604
1737	0.247488528
1738	0.226544114
1739	0.201255262
1740	0.185377508
1741	0.17057753
1742	0.152666444
1743	0.148133118
1744	0.153788666
1745	0.167410868
1746	0.178421962
1747	0.18996639
1748	0.18762195
1749	0.175633078
1750	0.12532204
1751	0.101566518
1752	0.096544304
1753	0.09498875
1754	0.098544302
1755	0.11011095
1756	0.138466466
1757	0.198855266
1758	0.261655174
1759	0.249755192
1760	0.231732996
1761	0.207866364
1762	0.191921942
1763	0.165621982
1764	0.156833106
1765	0.15109978
1766	0.147733118
1767	0.151766446
1768	0.158744214
1769	0.16996642
1770	0.177099742
1771	0.183255288
1772	0.181055292
1773	0.167177534
1774	0.12186649
1775	0.100844298
1776	0.096544304
1777	0.096433192
1778	0.097788746
1779	0.106033178
1780	0.133388694
1781	0.191666388
1782	0.252655188
1783	0.24111076
1784	0.228366334
1785	0.20945525
1786	0.19493305
1787	0.178444184
1788	0.170421974
1789	0.15759977
1790	0.144044234
1791	0.134777582
1792	0.138910908
1793	0.146899786
1794	0.155933106
1795	0.164477538
1796	0.16134421
1797	0.151477558
1798	0.105455402
1799	0.086333208
1800	0.082333214
1801	0.08269988
1802	0.085022098
1803	0.092999864
1804	0.116133164
1805	0.170099752
1806	0.225644116
1807	0.213477468
1808	0.199766376
1809	0.176177522
1810	0.157299772
1811	0.147088674
1812	0.136455356
1813	0.129033146
1814	0.12186649
1815	0.121422046
1816	0.130233144
1817	0.141777572
1818	0.151966446
1819	0.163133096
1820	0.165288648
1821	0.153888664
1822	0.108910952
1823	0.089966536
1824	0.086599874
1825	0.087033206
1826	0.090277646
1827	0.103588738
1828	0.130344254
1829	0.194544162
1830	0.26525517
1831	0.23247744
1832	0.193044164
1833	0.1603331
1834	0.13171092
1835	0.112877614
1836	0.109266508
1837	0.104366514
1838	0.09721097
1839	0.094710974
1840	0.099255412
1841	0.119988714
1842	0.150644226
1843	0.167155312
1844	0.169233088
1845	0.167177534
1846	0.113233168
1847	0.0921332
1848	0.087310984
1849	0.085588764
1850	0.088777648
1851	0.094633196
1852	0.118155384
1853	0.175844188
1854	0.232844106
1855	0.227288558
1856	0.223321898
1857	0.196777492
1858	0.166333092
1859	0.154210886
1860	0.150044226
1861	0.134222026
1862	0.120633158
1863	0.117777606
1864	0.130233144
1865	0.146899786
1866	0.161221988
1867	0.176555298
1868	0.186299728
1869	0.176844188
1870	0.130510922
1871	0.111710948
1872	0.105788734
1873	0.104388736
1874	0.1150665
1875	0.127222038
1876	0.166888646
1877	0.24486631
1878	0.313855098
1879	0.265299614
1880	0.228366334
1881	0.207866364
1882	0.188910836
1883	0.16418865
1884	0.143244236
1885	0.13942202
1886	0.135410914
1887	0.133555362
1888	0.140155352
1889	0.153310888
1890	0.16652198
1891	0.176555298
1892	0.179733072
1893	0.17322197
1894	0.12186649
1895	0.101566518
1896	0.098677634
1897	0.097877636
1898	0.097044304
1899	0.10522207
1900	0.132377586
1901	0.193099718
1902	0.263455172
1903	0.253210742
1904	0.238455208
1905	0.23005522
1906	0.211488582
1907	0.186999728
1908	0.18265529
1909	0.171877528
1910	0.164988648
1911	0.161477542
1912	0.171133084
1913	0.193033052
1914	0.220755234
1915	0.240966316
1916	0.246721864
1917	0.229999666
1918	0.16592198
1919	0.140722018
1920	0.135633136
1921	0.136922022
1922	0.142855348
1923	0.157377548
1924	0.202410816
1925	0.292321796
1926	0.373266124
1927	0.332677294
1928	0.290599578
1929	0.23005522
1930	0.199444154
1931	0.177021964
1932	0.163633096
1933	0.147210896
1934	0.137877578
1935	0.134777582
1936	0.146344232
1937	0.16612198
1938	0.194299718
1939	0.21412191
1940	0.223077454
1941	0.203421926
1942	0.140010908
1943	0.113166502
1944	0.108633176
1945	0.11234428
1946	0.117322052
1947	0.130488698
1948	0.166888646
1949	0.237677432
1950	0.29945512
1951	0.279121816
1952	0.265377392
1953	0.241144094
1954	0.225033006
1955	0.228333
1956	0.209833028
1957	0.192655276
1958	0.184710842
1959	0.195466382
1960	0.19219972
1961	0.20072193
1962	0.223399674
1963	0.251699634
1964	0.25592185
1965	0.242077426
1966	0.170244196
1967	0.139988686
1968	0.134922026
1969	0.13475536
1970	0.138344244
1971	0.151666446
1972	0.190233056
1973	0.273621824
1974	0.351666154
1975	0.336132844
1976	0.324243972
1977	0.29661068
1978	0.282232922
1979	0.262544062
1980	0.239732984
1981	0.222510788
1982	0.20072193
1983	0.199110822
1984	0.208310808
1985	0.222510788
1986	0.237944098
1987	0.259755178
1988	0.257232958
1989	0.243277424
1990	0.173699748
1991	0.144344234
1992	0.140610906
1993	0.144877566
1994	0.14886645
1995	0.164710872
1996	0.210533026
1997	0.302388448
1998	0.387666102
1999	0.358588366
2000	0.325932858
2001	0.287099582
2002	0.243099646
2003	0.212655246
2004	0.18945528
2005	0.165388648
2006	0.15759977
2007	0.155410884
2008	0.16865531
2009	0.198166378
2010	0.222077454
2011	0.240966316
2012	0.245410754
2013	0.232410772
2014	0.168510866
2015	0.14288868
2016	0.139188686
2017	0.143433124
2018	0.148110896
2019	0.16307754
2020	0.204444146
2021	0.293755128
2022	0.371466126
2023	0.336132844
2024	0.295655126
2025	0.239566318
2026	0.199444154
2027	0.16134421
2028	0.13781091
2029	0.117344274
2030	0.103377628
2031	0.094710974
2032	0.105455402
2033	0.127677592
2034	0.157255326
2035	0.172521972
2036	0.181055292
2037	0.175633078
2038	0.12532204
2039	0.105188736
2040	0.103655404
2041	0.105110958
2042	0.103799848
2043	0.112555392
2044	0.138466466
2045	0.198855266
2046	0.241855204
2047	0.210021916
2048	0.216588574
2049	0.158744214
2050	0.127199814
2051	0.10432207
2052	0.097044304
2053	0.08747765
2054	0.078733218
2055	0.071655452
2056	0.079422106
2057	0.102055408
2058	0.13212203
2059	0.14836645
2060	0.156099772
2061	0.145433122
2062	0.101999852
2063	0.089233204
2064	0.090155424
2065	0.093544308
2066	0.098544302
2067	0.106033178
2068	0.140488684
2069	0.20173304
2070	0.252655188
2071	0.222110788
2072	0.181266402
2073	0.13973313
2074	0.09558875
2075	0.07011101
2076	0.052199924
2077	0.038144388
2078	0.01958886
2079	0.018233306
2080	0.027377738
2081	0.043111048
2082	0.069955454
2083	0.097377636
2084	0.107499844
2085	0.11039984
2086	0.077822108
2087	0.066033238
2088	0.065277682
2089	0.06606657
2090	0.070755452
2091	0.08077766
2092	0.103944294
2093	0.162910874
2094	0.196844158
2095	0.151277558
2096	0.120710936
2097	0.079522106
2098	0.038388834
2099	0.01451109
2100	0.01278887
2101	0.01217776
2102	0.01095554
2103	0.00974443
2104	0.01126665
2105	0.01491109
2106	0.038211056
2107	0.05845547
2108	0.065466572
2109	0.076577666
2110	0.058822136
2111	0.055155476
2112	0.056044362
2113	0.058833248
2114	0.06249991
2115	0.070999896
2116	0.090755424
2117	0.135588692
2118	0.16084421
2119	0.127088704
2120	0.090433202
2121	0.05733325
2122	0.021833302
2123	0.01308887
2124	0.01278887
2125	0.01217776
2126	0.01095554
2127	0.00974443
2128	0.01126665
2129	0.01491109
2130	0.034244394
2131	0.054433254
2132	0.0680999
2133	0.075377668
2134	0.057088806
2135	0.049355484
2136	0.051777702
2137	0.0537777
2138	0.059488802
2139	0.067733234
2140	0.084655432
2141	0.129833144
2142	0.162644208
2143	0.139188686
2144	0.092122088
2145	0.052577702
2146	0.017322198
2147	0.01308887
2148	0.01278887
2149	0.01217776
2150	0.01095554
2151	0.00974443
2152	0.01126665
2153	0.01491109
2154	0.01704442
2155	0.038322166
2156	0.056277696
2157	0.070544342
2158	0.057955472
2159	0.055155476
2160	0.059588802
2161	0.06606657
2162	0.071511008
2163	0.08158877
2164	0.104966514
2165	0.147088674
2166	0.193244164
2167	0.16683309
2168	0.137533134
2169	0.095366528
2170	0.057955472
2171	0.033044396
2172	0.016866642
2173	0.014777756
2174	0.01095554
2175	0.00974443
2176	0.01126665
2177	0.016199976
2178	0.05276659
2179	0.065166572
2180	0.075977668
2181	0.081410992
2182	0.05276659
2183	0.0377555
2184	0.036855502
2185	0.037866612
2186	0.039211054
2187	0.049811038
2188	0.063344352
2189	0.09244431
2190	0.12663315
2191	0.114999832
2192	0.092122088
2193	0.058922136
2194	0.056455474
2195	0.04159994
2196	0.029088846
2197	0.027755516
2198	0.024511076
2199	0.030377734
2200	0.03481106
2201	0.057199916
2202	0.075244334
2203	0.096033194
2204	0.11668872
2205	0.118855382
2206	0.08299988
2207	0.069666566
2208	0.068122124
2209	0.068233234
2210	0.073011004
2211	0.08077766
2212	0.105977624
2213	0.164344206
2214	0.20944414
2215	0.16683309
2216	0.134166472
2217	0.09061098
2218	0.056455474
2219	0.034466616
2220	0.018222196
2221	0.01217776
2222	0.01095554
2223	0.00974443
2224	0.01126665
2225	0.02516663
2226	0.05408881
2227	0.083955434
2228	0.096988748
2229	0.091077646
2230	0.069177678
2231	0.063133242
2232	0.062433242
2233	0.064622128
2234	0.065499904
2235	0.071811006
2236	0.094810974
2237	0.132710918
2238	0.17524419
2239	0.135733136
2240	0.093799864
2241	0.04465549
2242	0.020333304
2243	0.01308887
2244	0.01278887
2245	0.01217776
2246	0.01095554
2247	0.00974443
2248	0.01126665
2249	0.01491109
2250	0.01704442
2251	0.031611066
2252	0.04445549
2253	0.052422146
2254	0.048455486
2255	0.04283327
2256	0.038977722
2257	0.042199938
2258	0.043722158
2259	0.0538777
2260	0.074511002
2261	0.118333162
2262	0.144633122
2263	0.114999832
2264	0.08706654
2265	0.043066604
2266	0.01431109
2267	0.01308887
2268	0.01278887
2269	0.01217776
2270	0.01095554
2271	0.00974443
2272	0.01126665
2273	0.020044416
2274	0.036888836
2275	0.062477686
2276	0.081233216
2277	0.086244318
2278	0.065733238
2279	0.055155476
2280	0.059588802
2281	0.059555468
2282	0.058744358
2283	0.064477684
2284	0.086688762
2285	0.13414425
2286	0.169844198
2287	0.156466438
2288	0.15435533
2289	0.115966498
2290	0.08655543
2291	0.084366544
2292	0.135088692
2293	0.145910898
2294	0.125555372
2295	0.118988716
2296	0.109166508
2297	0.128966478
2298	0.134777582
2299	0.14836645
2300	0.153466444
2301	0.139399798
2302	0.09336653
2303	0.07763322
2304	0.075222112
2305	0.076911
2306	0.077510998
2307	0.088110982
2308	0.113088724
2309	0.181599736
2310	0.223844118
2311	0.199655264
2312	0.161077544
2313	0.125466484
2314	0.091077646
2315	0.07438878
2316	0.049477706
2317	0.04333327
2318	0.029444402
2319	0.020666636
2320	0.018699972
2321	0.036699946
2322	0.051433258
2323	0.05845547
2324	0.061533244
2325	0.06087769
2326	0.053633256
2327	0.04718882
2328	0.063144352
2329	0.07185545
2330	0.074511002
2331	0.084033212
2332	0.104966514
2333	0.152844222
2334	0.205844144
2335	0.197921934
2336	0.184633064
2337	0.174588634
2338	0.161821986
2339	0.151366446
2340	0.145966454
2341	0.13942202
2342	0.128022036
2343	0.120210936
2344	0.117844272
2345	0.121277602
2346	0.140066462
2347	0.14836645
2348	0.153466444
2349	0.14664423
2350	0.108055398
2351	0.089966536
2352	0.085888764
2353	0.085588764
2354	0.08727765
2355	0.092999864
2356	0.117144274
2357	0.170099752
2358	0.227444114
2359	0.216933018
2360	0.204821924
2361	0.182521956
2362	0.163321984
2363	0.147088674
2364	0.129655366
2365	0.108255398
2366	0.104610958
2367	0.099566522
2368	0.101733186
2369	0.112299836
2370	0.136099802
2371	0.149710894
2372	0.153466444
2373	0.145433122
2374	0.099410966
2375	0.08198877
2376	0.078066554
2377	0.078355442
2378	0.080522106
2379	0.089733202
2380	0.114099834
2381	0.16865531
2382	0.22924411
2383	0.223833008
2384	0.21827746
2385	0.207866364
2386	0.188910836
2387	0.16418865
2388	0.13781091
2389	0.134222026
2390	0.14034424
2391	0.149344228
2392	0.15749977
2393	0.15972199
2394	0.177099742
2395	0.183255288
2396	0.18762195
2397	0.179255294
2398	0.122733154
2399	0.098666524
2400	0.090155424
2401	0.08919987
2402	0.090277646
2403	0.096255416
2404	0.118155384
2405	0.170099752
2406	0.218444126
2407	0.208288586
2408	0.179588628
2409	0.149244228
2410	0.1226776
2411	0.10432207
2412	0.08888876
2413	0.078388774
2414	0.076266556
2415	0.078933218
2416	0.088099872
2417	0.103333182
2418	0.112288726
2419	0.125555372
2420	0.124577596
2421	0.14785534
2422	0.12532204
2423	0.10228874
2424	0.095833194
2425	0.093544308
2426	0.099299856
2427	0.114188722
2428	0.136433134
2429	0.194544162
2430	0.256255182
2431	0.254932962
2432	0.25023297
2433	0.207866364
2434	0.182888622
2435	0.154210886
2436	0.154121998
2437	0.147210896
2438	0.15636644
2439	0.151766446
2440	0.153788666
2441	0.187910838
2442	0.192977496
2443	0.18996639
2444	0.186299728
2445	0.17201086
2446	0.118410938
2447	0.095766528
2448	0.092988754
2449	0.093544308
2450	0.095544306
2451	0.102777628
2452	0.130344254
2453	0.194544162
2454	0.263455172
2455	0.251477412
2456	0.228366334
2457	0.190444168
2458	0.146766454
2459	0.129977588
2460	0.133733138
2461	0.125133152
2462	0.1144665
2463	0.128699812
2464	0.15626644
2465	0.164844204
2466	0.16652198
2467	0.181921958
2468	0.174488634
2469	0.158721992
2470	0.12186649
2471	0.110266506
2472	0.099388744
2473	0.09498875
2474	0.100044298
2475	0.10929984
2476	0.137444244
2477	0.197410824
2478	0.252655188
2479	0.24111076
2480	0.209866362
2481	0.20153304
2482	0.160310878
2483	0.139955352
2484	0.12014427
2485	0.116044276
2486	0.113233168
2487	0.117777606
2488	0.130233144
2489	0.148188674
2490	0.16916642
2491	0.184599732
2492	0.18498862
2493	0.178055296
2494	0.12532204
2495	0.101566518
2496	0.100810964
2497	0.097877636
2498	0.101544296
2499	0.11011095
2500	0.142522014
2501	0.21035525
2502	0.274255156
2503	0.260121844
2504	0.240144094
2505	0.207866364
2506	0.170844196
2507	0.171321972
2508	0.145966454
2509	0.123833154
2510	0.115699832
2511	0.118988716
2512	0.141388684
2513	0.157155326
2514	0.183710844
2515	0.203388592
2516	0.196810824
2517	0.178055296
2518	0.12359982
2519	0.103010962
2520	0.098677634
2521	0.098599856
2522	0.101544296
2523	0.113366502
2524	0.149633116
2525	0.211799692
2526	0.261655174
2527	0.227288558
2528	0.1980886
2529	0.16825531
2530	0.146766454
2531	0.129977588
2532	0.12014427
2533	0.11344428
2534	0.118166494
2535	0.128699812
2536	0.140155352
2537	0.150744226
2538	0.159899768
2539	0.172521972
2540	0.173166414
2541	0.158721992
2542	0.110644284
2543	0.089233204
2544	0.084466544
2545	0.084866544
2546	0.085777652
2547	0.092177644
2548	0.117144274
2549	0.167221978
2550	0.21664413
2551	0.199655264
2552	0.179588628
2553	0.150822002
2554	0.13171092
2555	0.111444282
2556	0.094322084
2557	0.086188764
2558	0.082433214
2559	0.078933218
2560	0.085622098
2561	0.105899846
2562	0.13079981
2563	0.155077552
2564	0.166599758
2565	0.16114421
2566	0.117555384
2567	0.100110966
2568	0.099388744
2569	0.100777632
2570	0.106055402
2571	0.117444274
2572	0.151655334
2573	0.220421902
2574	0.267055166
2575	0.23247744
2576	0.196410826
2577	0.15241089
2578	0.124188708
2579	0.100044298
2580	0.080733216
2581	0.0692999
2582	0.065177682
2583	0.068011012
2584	0.074466558
2585	0.09436653
2586	0.113610946
2587	0.134944248
2588	0.148210896
2589	0.14785534
2590	0.102866516
2591	0.083433212
2592	0.083755434
2593	0.087033206
2594	0.093288754
2595	0.10522207
2596	0.135422026
2597	0.197410824
2598	0.238244098
2599	0.203110816
2600	0.169488642
2601	0.138144244
2602	0.107633176
2603	0.078666552
2604	0.052199924
2605	0.039444388
2606	0.030677734
2607	0.026733294
2608	0.026133296
2609	0.036699946
2610	0.063344352
2611	0.10005541
2612	0.108810952
2613	0.112822058
2614	0.08645543
2615	0.075466556
2616	0.076644332
2617	0.079077662
2618	0.0835221
2619	0.093810974
2620	0.120188714
2621	0.171533084
2622	0.214844132
2623	0.16337754
2624	0.105577624
2625	0.062088798
2626	0.029355512
2627	0.01308887
2628	0.01278887
2629	0.01217776
2630	0.01095554
2631	0.00974443
2632	0.01126665
2633	0.01491109
2634	0.01704442
2635	0.041011052
2636	0.060211024
2637	0.070544342
2638	0.05449992
2639	0.050088816
2640	0.051066592
2641	0.0537777
2642	0.057988804
2643	0.066111014
2644	0.085677654
2645	0.116888718
2646	0.137433134
2647	0.10117763
2648	0.056788806
2649	0.022477746
2650	0.01431109
2651	0.01308887
2652	0.01278887
2653	0.01217776
2654	0.01095554
2655	0.00974443
2656	0.01126665
2657	0.01491109
2658	0.01704442
2659	0.026244406
2660	0.043144382
2661	0.04637771
2662	0.032044398
2663	0.028333292
2664	0.02761107
2665	0.03714439
2666	0.041466606
2667	0.049811038
2668	0.069433232
2669	0.105388736
2670	0.137433134
2671	0.116733164
2672	0.082022102
2673	0.04941104
2674	0.035377726
2675	0.018788862
2676	0.01278887
2677	0.01217776
2678	0.01095554
2679	0.00974443
2680	0.01126665
2681	0.02516663
2682	0.05673325
2683	0.062477686
2684	0.0680999
2685	0.070544342
2686	0.04932215
2687	0.039211054
2688	0.039688832
2689	0.041477718
2690	0.044466602
2691	0.049811038
2692	0.064355462
2693	0.096766526
2694	0.133833138
2695	0.128822034
2696	0.110622062
2697	0.074766558
2698	0.056455474
2699	0.04445549
2700	0.046755488
2701	0.057622138
2702	0.059011026
2703	0.053444366
2704	0.060833244
2705	0.075144336
2706	0.085833208
2707	0.098710968
2708	0.112755392
2709	0.120066492
2710	0.089044314
2711	0.076911
2712	0.083044324
2713	0.089922092
2714	0.100044298
2715	0.112555392
2716	0.146588676
2717	0.21898857
2718	0.297655122
2719	0.296399568
2720	0.28555514
2721	0.252244078
2722	0.217510794
2723	0.181299736
2724	0.163633096
2725	0.1446109
2726	0.136644246
2727	0.129922034
2728	0.137677578
2729	0.153310888
2730	0.177099742
2731	0.204733036
2732	0.212577468
2733	0.204621924
2734	0.149510894
2735	0.12694426
2736	0.123555376
2737	0.126077594
2738	0.130833142
2739	0.144333124
2740	0.182110846
2741	0.256366294
2742	0.310255104
2743	0.265299614
2744	0.213233022
2745	0.166666424
2746	0.134722026
2747	0.10574429
2748	0.080733216
2749	0.064111018
2750	0.047922152
2751	0.04129994
2752	0.038533278
2753	0.046955488
2754	0.068633234
2755	0.101399852
2756	0.120633158
2757	0.12248871
2758	0.09336653
2759	0.081266548
2760	0.083755434
2761	0.090644312
2762	0.097788746
2763	0.111744282
2764	0.142522014
2765	0.20316637
2766	0.254455186
2767	0.229021888
2768	0.204821924
2769	0.192021942
2770	0.19493305
2771	0.188421948
2772	0.1758553
2773	0.17057753
2774	0.162521986
2775	0.161477542
2776	0.171133084
2777	0.184066398
2778	0.194299718
2779	0.204733036
2780	0.200755264
2781	0.187710838
2782	0.127922036
2783	0.10736651
2784	0.105788734
2785	0.104388736
2786	0.108310954
2787	0.118255384
2788	0.148610894
2789	0.211799692
2790	0.26525517
2791	0.229021888
2792	0.1980886
2793	0.157166438
2794	0.137733132
2795	0.114299834
2796	0.086166542
2797	0.08228877
2798	0.076266556
2799	0.081366548
2800	0.095533194
2801	0.112299836
2802	0.125510928
2803	0.134944248
2804	0.129822034
2805	0.120066492
2806	0.08645543
2807	0.074733224
2808	0.077355442
2809	0.090644312
2810	0.116566496
2811	0.13537758
2812	0.169933086
2813	0.246299642
2814	0.322855086
2815	0.30503289
2816	0.280510702
2817	0.258577402
2818	0.234066326
2819	0.19412194
2820	0.181299736
2821	0.18875528
2822	0.169921974
2823	0.167555312
2824	0.172377526
2825	0.189188614
2826	0.223399674
2827	0.228888556
2828	0.224399674
2829	0.21066636
2830	0.146055342
2831	0.118966494
2832	0.117866496
2833	0.11812205
2834	0.121077602
2835	0.13537758
2836	0.168921976
2837	0.237677432
2838	0.304855112
2839	0.284299586
2840	0.25023297
2841	0.223721896
2842	0.205466368
2843	0.19555527
2844	0.170421974
2845	0.16408865
2846	0.147733118
2847	0.14084424
2848	0.146344232
2849	0.160999766
2850	0.16916642
2851	0.183255288
2852	0.18498862
2853	0.170799752
2854	0.121010934
2855	0.098666524
2856	0.088022094
2857	0.086310986
2858	0.086533208
2859	0.090555424
2860	0.112066504
2861	0.1600331
2862	0.20944414
2863	0.191010834
2864	0.196410826
2865	0.185688618
2866	0.170844196
2867	0.148510894
2868	0.133733138
2869	0.12643315
2870	0.115699832
2871	0.114133168
2872	0.120322048
2873	0.127677592
2874	0.134777582
2875	0.142999792
2876	0.141644238
2877	0.130944254
2878	0.094233196
2879	0.075466556
2880	0.073811004
2881	0.07185545
2882	0.071511008
2883	0.075888778
2884	0.096844304
2885	0.14277757
2886	0.182444178
2887	0.16509976
2888	0.140899794
2889	0.120722046
2890	0.088066538
2891	0.07438878
2892	0.079377662
2893	0.077099888
2894	0.057788804
2895	0.053444366
2896	0.059599914
2897	0.07386656
2898	0.09244431
2899	0.104088738
2900	0.108810952
2901	0.101944296
2902	0.067455458
2903	0.05225548
2904	0.049644372
2905	0.04871104
2906	0.04973326
2907	0.05225548
2908	0.066388792
2909	0.102510962
2910	0.1680442
2911	0.208288586
2912	0.22163301
2913	0.22213301
2914	0.214499688
2915	0.206955254
2916	0.198966378
2917	0.197844156
2918	0.198255266
2919	0.210033028
2920	0.214510798
2921	0.216099686
2922	0.216788574
2923	0.218155238
2924	0.206010812
2925	0.188921948
2926	0.12877759
2927	0.105910956
2928	0.102233184
2929	0.102222074
2930	0.104555404
2931	0.112555392
2932	0.141510906
2933	0.20316637
2934	0.263455172
2935	0.254932962
2936	0.233410772
2937	0.196777492
2938	0.179877516
2939	0.16276643
2940	0.147322008
2941	0.136822024
2942	0.129255368
2943	0.13598869
2944	0.137677578
2945	0.14562201
2946	0.171810862
2947	0.191310832
2948	0.192866386
2949	0.178055296
2950	0.129644256
2951	0.113888724
2952	0.114310944
2953	0.115233166
2954	0.121077602
2955	0.13455536
2956	0.172977526
2957	0.240555206
2958	0.304855112
2959	0.261844064
2960	0.22163301
2961	0.185688618
2962	0.146766454
2963	0.127133148
2964	0.103833182
2965	0.08747765
2966	0.087355428
2967	0.084999876
2968	0.094299862
2969	0.107177622
2970	0.117577606
2971	0.12957759
2972	0.132455362
2973	0.128522036
2974	0.092499866
2975	0.076911
2976	0.073811004
2977	0.074744336
2978	0.078266552
2979	0.085666542
2980	0.111055394
2981	0.1600331
2982	0.19504416
2983	0.17373308
2984	0.139210908
2985	0.11121095
2986	0.085055432
2987	0.061555466
2988	0.054911032
2989	0.045933266
2990	0.03683328
2991	0.030377734
2992	0.038533278
2993	0.0456666
2994	0.060699912
2995	0.090666534
2996	0.087799872
2997	0.08503321
2998	0.067455458
2999	0.064588794
3000	0.068833234
3001	0.073299894
3002	0.079022108
3003	0.088922092
3004	0.114099834
3005	0.15139978
3006	0.180644182
3007	0.137455356
3008	0.092122088
3009	0.055744364
3010	0.0233333
3011	0.01308887
3012	0.01278887
3013	0.01217776
3014	0.01095554
3015	0.00974443
3016	0.01126665
3017	0.017477752
3018	0.026311072
3019	0.039666608
3020	0.054966586
3021	0.064499906
3022	0.05276659
3023	0.048633262
3024	0.048222152
3025	0.050877704
3026	0.051233258
3027	0.060399912
3028	0.077555442
3029	0.111144282
3030	0.144633122
3031	0.133999804
3032	0.11903316
3033	0.100122076
3034	0.073011004
3035	0.062977686
3036	0.052199924
3037	0.048533262
3038	0.04668882
3039	0.04373327
3040	0.065788794
3041	0.087955428
3042	0.097733192
3043	0.104088738
3044	0.111444282
3045	0.111610948
3046	0.082144324
3047	0.068933232
3048	0.068833234
3049	0.072577672
3050	0.076011
3051	0.084033212
3052	0.106988734
3053	0.158588658
3054	0.211244136
3055	0.201377484
3056	0.189677502
3057	0.17301086
3058	0.157299772
3059	0.145655344
3060	0.13781091
3061	0.129033146
3062	0.119399826
3063	0.118988716
3064	0.122799822
3065	0.134088694
3066	0.144033124
3067	0.156421994
3068	0.1600331
3069	0.14785534
3070	0.102866516
3071	0.08198877
3072	0.075222112
3073	0.073299894
3074	0.07225545
3075	0.077510998
3076	0.098877634
3077	0.144210902
3078	0.20224415
3079	0.194466384
3080	0.181266402
3081	0.1603331
3082	0.146766454
3083	0.141388684
3084	0.133733138
3085	0.129033146
3086	0.124322042
3087	0.123844264
3088	0.128999812
3089	0.13536647
3090	0.141388684
3091	0.14836645
3092	0.145588676
3093	0.13577758
3094	0.094233196
3095	0.07763322
3096	0.074511002
3097	0.074744336
3098	0.077510998
3099	0.086477652
3100	0.111055394
3101	0.148522006
3102	0.169844198
3103	0.16164421
3104	0.144266456
3105	0.1064554
3106	0.09558875
3107	0.081510992
3108	0.069866564
3109	0.055022142
3110	0.0454666
3111	0.036444392
3112	0.043488826
3113	0.052077702
3114	0.088477648
3115	0.104088738
3116	0.108810952
3117	0.103155406
3118	0.076955444
3119	0.068933232
3120	0.070966564
3121	0.072577672
3122	0.071511008
3123	0.070999896
3124	0.085677654
3125	0.122644266
3126	0.159044212
3127	0.137455356
3128	0.125755372
3129	0.103288738
3130	0.079033218
3131	0.058699914
3132	0.029088846
3133	0.01217776
3134	0.01095554
3135	0.00974443
3136	0.01126665
3137	0.01491109
3138	0.031599954
3139	0.042355494
3140	0.060211024
3141	0.063288796
3142	0.04413327
3143	0.039933276
3144	0.041822162
3145	0.050877704
3146	0.052733256
3147	0.0538777
3148	0.075522112
3149	0.0838221
3150	0.088833204
3151	0.056266584
3152	0.038288834
3153	0.06525546
3154	0.074511002
3155	0.07153323
3156	0.061711022
3157	0.052422146
3158	0.052855478
3159	0.052233258
3160	0.054644364
3161	0.061044356
3162	0.075244334
3163	0.093344308
3164	0.098299856
3165	0.099533188
3166	0.067455458
3167	0.055155476
3168	0.051066592
3169	0.052322146
3170	0.051977702
3171	0.060399912
3172	0.078566552
3173	0.111144282
3174	0.132033142
3175	0.109822062
3176	0.08706654
3177	0.060499912
3178	0.021833302
3179	0.01308887
3180	0.01278887
3181	0.01217776
3182	0.01095554
3183	0.00974443
3184	0.01126665
3185	0.01491109
3186	0.01704442
3187	0.026244406
3188	0.041833272
3189	0.04758882
3190	0.034633282
3191	0.034133284
3192	0.040399942
3193	0.045822156
3194	0.048977706
3195	0.0538777
3196	0.069433232
3197	0.102510962
3198	0.130233144
3199	0.10117763
3200	0.078655442
3201	0.058922136
3202	0.042911048
3203	0.020222192
3204	0.01278887
3205	0.01217776
3206	0.01095554
3207	0.00974443
3208	0.01126665
3209	0.01491109
3210	0.02101108
